,id,Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year,Product_type,Year,Date,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,day_of_week_enc_1,day_of_week_enc_2,day_of_week_enc_3,day_of_week_enc_4,day_of_week_enc_5,day_of_week_enc_6,day_of_week_enc_7,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Produktgruppe_enc
3396,1505072,2015-05-07,309.311901434242,6.0,12.0,16.0,21.0,0.0,3,127,Thursday,2015,19,2,0,0,0,0,0,31,1,0,Roles,2015,2015-05-07,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3398,1505074,2015-05-07,60.8102412913987,6.0,12.0,16.0,21.0,0.0,3,127,Thursday,2015,19,2,0,0,0,0,0,31,1,0,Pastry,2015,2015-05-07,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3405,1505091,2015-05-09,122.939690460506,7.0,13.5,14.0,61.0,0.0,5,129,Saturday,2015,19,2,1,0,0,0,0,31,2,0,Bread,2015,2015-05-09,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3406,1505092,2015-05-09,406.907398954341,7.0,13.5,14.0,61.0,0.0,5,129,Saturday,2015,19,2,1,0,0,0,0,31,2,0,Roles,2015,2015-05-09,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3408,1505094,2015-05-09,78.2411421697545,7.0,13.5,14.0,61.0,0.0,5,129,Saturday,2015,19,2,1,0,0,0,0,31,2,0,Pastry,2015,2015-05-09,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3407,1505093,2015-05-09,170.599905877058,7.0,13.5,14.0,61.0,0.0,5,129,Saturday,2015,19,2,1,0,0,0,0,31,2,0,Croissant,2015,2015-05-09,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3409,1505095,2015-05-09,278.323409928638,7.0,13.5,14.0,61.0,0.0,5,129,Saturday,2015,19,2,1,0,0,0,0,31,2,0,Cake,2015,2015-05-09,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3413,1505104,2015-05-10,168.202423789623,2.0,12.75,18.0,0.0,0.0,6,130,Sunday,2015,19,2,1,0,0,0,0,31,2,0,Pastry,2015,2015-05-10,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4
3414,1505105,2015-05-10,319.454496491185,2.0,12.75,18.0,0.0,0.0,6,130,Sunday,2015,19,2,1,0,0,0,0,31,2,0,Cake,2015,2015-05-10,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5
3412,1505103,2015-05-10,161.944454769077,2.0,12.75,18.0,0.0,0.0,6,130,Sunday,2015,19,2,1,0,0,0,0,31,2,0,Croissant,2015,2015-05-10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
3411,1505102,2015-05-10,492.010489698116,2.0,12.75,18.0,0.0,0.0,6,130,Sunday,2015,19,2,1,0,0,0,0,31,2,0,Roles,2015,2015-05-10,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
3410,1505101,2015-05-10,54.676729153515,2.0,12.75,18.0,0.0,0.0,6,130,Sunday,2015,19,2,1,0,0,0,0,31,2,0,Bread,2015,2015-05-10,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
3424,1505125,2015-05-12,259.94167495408,7.0,14.625,14.0,63.0,0.0,1,132,Tuesday,2015,20,2,0,0,0,0,0,31,2,0,Cake,2015,2015-05-12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3422,1505123,2015-05-12,96.1947537258803,7.0,14.625,14.0,63.0,0.0,1,132,Tuesday,2015,20,2,0,0,0,0,0,31,2,0,Croissant,2015,2015-05-12,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3420,1505121,2015-05-12,94.6018729487518,7.0,14.625,14.0,63.0,0.0,1,132,Tuesday,2015,20,2,0,0,0,0,0,31,2,0,Bread,2015,2015-05-12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3423,1505124,2015-05-12,81.3705529527208,7.0,14.625,14.0,63.0,0.0,1,132,Tuesday,2015,20,2,0,0,0,0,0,31,2,0,Pastry,2015,2015-05-12,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3421,1505122,2015-05-12,327.092157926255,7.0,14.625,14.0,63.0,0.0,1,132,Tuesday,2015,20,2,0,0,0,0,0,31,2,0,Roles,2015,2015-05-12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3428,1505134,2015-05-13,80.6915439319555,7.0,11.875,16.0,21.0,0.0,2,133,Wednesday,2015,20,2,0,0,0,0,0,31,2,0,Pastry,2015,2015-05-13,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3426,1505132,2015-05-13,397.982340133214,7.0,11.875,16.0,21.0,0.0,2,133,Wednesday,2015,20,2,0,0,0,0,0,31,2,0,Roles,2015,2015-05-13,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3429,1505135,2015-05-13,246.372623277805,7.0,11.875,16.0,21.0,0.0,2,133,Wednesday,2015,20,2,0,0,0,0,0,31,2,0,Cake,2015,2015-05-13,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3425,1505131,2015-05-13,166.814781762185,7.0,11.875,16.0,21.0,0.0,2,133,Wednesday,2015,20,2,0,0,0,0,0,31,2,0,Bread,2015,2015-05-13,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3427,1505133,2015-05-13,178.860014594185,7.0,11.875,16.0,21.0,0.0,2,133,Wednesday,2015,20,2,0,0,0,0,0,31,2,0,Croissant,2015,2015-05-13,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3431,1505142,2015-05-14,490.915769119788,7.0,11.25,10.0,20.0,0.0,3,134,Thursday,2015,20,2,0,0,0,0,0,31,2,0,Roles,2015,2015-05-14,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3430,1505141,2015-05-14,53.434236162362,7.0,11.25,10.0,20.0,0.0,3,134,Thursday,2015,20,2,0,0,0,0,0,31,2,0,Bread,2015,2015-05-14,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3432,1505143,2015-05-14,164.032004782974,7.0,11.25,10.0,20.0,0.0,3,134,Thursday,2015,20,2,0,0,0,0,0,31,2,0,Croissant,2015,2015-05-14,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3433,1505144,2015-05-14,143.618292078555,7.0,11.25,10.0,20.0,0.0,3,134,Thursday,2015,20,2,0,0,0,0,0,31,2,0,Pastry,2015,2015-05-14,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3434,1505145,2015-05-14,309.927036397582,7.0,11.25,10.0,20.0,0.0,3,134,Thursday,2015,20,2,0,0,0,0,0,31,2,0,Cake,2015,2015-05-14,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3441,1505162,2015-05-16,555.445636645735,7.0,10.5,11.0,61.0,0.0,5,136,Saturday,2015,20,2,1,0,0,0,0,31,3,0,Roles,2015,2015-05-16,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3440,1505161,2015-05-16,164.984948024753,7.0,10.5,11.0,61.0,0.0,5,136,Saturday,2015,20,2,1,0,0,0,0,31,3,0,Bread,2015,2015-05-16,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3444,1505165,2015-05-16,329.998465824508,7.0,10.5,11.0,61.0,0.0,5,136,Saturday,2015,20,2,1,0,0,0,0,31,3,0,Cake,2015,2015-05-16,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3442,1505163,2015-05-16,223.041083514403,7.0,10.5,11.0,61.0,0.0,5,136,Saturday,2015,20,2,1,0,0,0,0,31,3,0,Croissant,2015,2015-05-16,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3443,1505164,2015-05-16,110.846941963139,7.0,10.5,11.0,61.0,0.0,5,136,Saturday,2015,20,2,1,0,0,0,0,31,3,0,Pastry,2015,2015-05-16,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3447,1505173,2015-05-17,174.978926934013,3.0,12.625,17.0,21.0,0.0,6,137,Sunday,2015,20,2,1,0,0,0,0,31,3,0,Croissant,2015,2015-05-17,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
3446,1505172,2015-05-17,562.648232082731,3.0,12.625,17.0,21.0,0.0,6,137,Sunday,2015,20,2,1,0,0,0,0,31,3,0,Roles,2015,2015-05-17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
3448,1505174,2015-05-17,171.465540571901,3.0,12.625,17.0,21.0,0.0,6,137,Sunday,2015,20,2,1,0,0,0,0,31,3,0,Pastry,2015,2015-05-17,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4
3445,1505171,2015-05-17,63.05558764595,3.0,12.625,17.0,21.0,0.0,6,137,Sunday,2015,20,2,1,0,0,0,0,31,3,0,Bread,2015,2015-05-17,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
3449,1505175,2015-05-17,293.275532226017,3.0,12.625,17.0,21.0,0.0,6,137,Sunday,2015,20,2,1,0,0,0,0,31,3,0,Cake,2015,2015-05-17,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5
3450,1505181,2015-05-18,103.802316848696,6.0,11.625,8.0,61.0,0.0,0,138,Monday,2015,21,2,0,0,0,0,0,31,3,0,Bread,2015,2015-05-18,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3453,1505184,2015-05-18,77.7209650240063,6.0,11.625,8.0,61.0,0.0,0,138,Monday,2015,21,2,0,0,0,0,0,31,3,0,Pastry,2015,2015-05-18,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3454,1505185,2015-05-18,225.832737314778,6.0,11.625,8.0,61.0,0.0,0,138,Monday,2015,21,2,0,0,0,0,0,31,3,0,Cake,2015,2015-05-18,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3451,1505182,2015-05-18,328.913429566134,6.0,11.625,8.0,61.0,0.0,0,138,Monday,2015,21,2,0,0,0,0,0,31,3,0,Roles,2015,2015-05-18,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3452,1505183,2015-05-18,123.539420521468,6.0,11.625,8.0,61.0,0.0,0,138,Monday,2015,21,2,0,0,0,0,0,31,3,0,Croissant,2015,2015-05-18,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3457,1505193,2015-05-19,105.471840044604,6.0,10.125,11.0,63.0,0.0,1,139,Tuesday,2015,21,2,0,0,0,0,0,31,3,0,Croissant,2015,2015-05-19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3456,1505192,2015-05-19,351.146415331786,6.0,10.125,11.0,63.0,0.0,1,139,Tuesday,2015,21,2,0,0,0,0,0,31,3,0,Roles,2015,2015-05-19,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3458,1505194,2015-05-19,60.9239625788419,6.0,10.125,11.0,63.0,0.0,1,139,Tuesday,2015,21,2,0,0,0,0,0,31,3,0,Pastry,2015,2015-05-19,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3459,1505195,2015-05-19,282.589418894077,6.0,10.125,11.0,63.0,0.0,1,139,Tuesday,2015,21,2,0,0,0,0,0,31,3,0,Cake,2015,2015-05-19,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3455,1505191,2015-05-19,142.786482873821,6.0,10.125,11.0,63.0,0.0,1,139,Tuesday,2015,21,2,0,0,0,0,0,31,3,0,Bread,2015,2015-05-19,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3462,1505203,2015-05-20,101.255561525615,5.0,12.25,9.0,63.0,0.0,2,140,Wednesday,2015,21,2,0,0,0,0,0,31,3,0,Croissant,2015,2015-05-20,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3464,1505205,2015-05-20,219.800270156995,5.0,12.25,9.0,63.0,0.0,2,140,Wednesday,2015,21,2,0,0,0,0,0,31,3,0,Cake,2015,2015-05-20,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3463,1505204,2015-05-20,39.6292101082508,5.0,12.25,9.0,63.0,0.0,2,140,Wednesday,2015,21,2,0,0,0,0,0,31,3,0,Pastry,2015,2015-05-20,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3461,1505202,2015-05-20,356.207676664304,5.0,12.25,9.0,63.0,0.0,2,140,Wednesday,2015,21,2,0,0,0,0,0,31,3,0,Roles,2015,2015-05-20,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3460,1505201,2015-05-20,92.0360687468511,5.0,12.25,9.0,63.0,0.0,2,140,Wednesday,2015,21,2,0,0,0,0,0,31,3,0,Bread,2015,2015-05-20,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3465,1505211,2015-05-21,147.957523681187,6.0,12.625,10.0,61.0,0.0,3,141,Thursday,2015,21,2,0,0,0,0,0,31,3,0,Bread,2015,2015-05-21,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3467,1505213,2015-05-21,124.516554568504,6.0,12.625,10.0,61.0,0.0,3,141,Thursday,2015,21,2,0,0,0,0,0,31,3,0,Croissant,2015,2015-05-21,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3469,1505215,2015-05-21,281.519362391549,6.0,12.625,10.0,61.0,0.0,3,141,Thursday,2015,21,2,0,0,0,0,0,31,3,0,Cake,2015,2015-05-21,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3468,1505214,2015-05-21,72.2913067539047,6.0,12.625,10.0,61.0,0.0,3,141,Thursday,2015,21,2,0,0,0,0,0,31,3,0,Pastry,2015,2015-05-21,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3466,1505212,2015-05-21,348.534145245022,6.0,12.625,10.0,61.0,0.0,3,141,Thursday,2015,21,2,0,0,0,0,0,31,3,0,Roles,2015,2015-05-21,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3478,1505235,2015-05-23,336.087101364585,5.0,13.375,8.0,0.0,0.0,5,143,Saturday,2015,21,2,1,0,0,0,0,31,4,0,Cake,2015,2015-05-23,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3477,1505233,2015-05-23,234.957626970933,5.0,13.375,8.0,0.0,0.0,5,143,Saturday,2015,21,2,1,0,0,0,0,31,4,0,Croissant,2015,2015-05-23,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3475,1505231,2015-05-23,212.693141838497,5.0,13.375,8.0,0.0,0.0,5,143,Saturday,2015,21,2,1,0,0,0,0,31,4,0,Bread,2015,2015-05-23,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3476,1505232,2015-05-23,506.664209994684,5.0,13.375,8.0,0.0,0.0,5,143,Saturday,2015,21,2,1,0,0,0,0,31,4,0,Roles,2015,2015-05-23,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3488,1505255,2015-05-25,388.133249077524,7.0,11.75,10.0,61.0,0.0,0,145,Monday,2015,22,2,0,0,0,0,0,31,4,0,Cake,2015,2015-05-25,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3484,1505251,2015-05-25,93.8478895546048,7.0,11.75,10.0,61.0,0.0,0,145,Monday,2015,22,2,0,0,0,0,0,31,4,0,Bread,2015,2015-05-25,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3485,1505252,2015-05-25,621.867778874006,7.0,11.75,10.0,61.0,0.0,0,145,Monday,2015,22,2,0,0,0,0,0,31,4,0,Roles,2015,2015-05-25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3486,1505253,2015-05-25,247.362274318026,7.0,11.75,10.0,61.0,0.0,0,145,Monday,2015,22,2,0,0,0,0,0,31,4,0,Croissant,2015,2015-05-25,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3487,1505254,2015-05-25,102.105379903525,7.0,11.75,10.0,61.0,0.0,0,145,Monday,2015,22,2,0,0,0,0,0,31,4,0,Pastry,2015,2015-05-25,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3489,1505261,2015-05-26,126.885645229909,6.0,13.0,14.0,21.0,0.0,1,146,Tuesday,2015,22,2,0,0,0,0,0,31,4,0,Bread,2015,2015-05-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3490,1505262,2015-05-26,381.669744982195,6.0,13.0,14.0,21.0,0.0,1,146,Tuesday,2015,22,2,0,0,0,0,0,31,4,0,Roles,2015,2015-05-26,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3493,1505265,2015-05-26,220.472002758105,6.0,13.0,14.0,21.0,0.0,1,146,Tuesday,2015,22,2,0,0,0,0,0,31,4,0,Cake,2015,2015-05-26,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3492,1505264,2015-05-26,33.907482932934,6.0,13.0,14.0,21.0,0.0,1,146,Tuesday,2015,22,2,0,0,0,0,0,31,4,0,Pastry,2015,2015-05-26,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3491,1505263,2015-05-26,143.902124921962,6.0,13.0,14.0,21.0,0.0,1,146,Tuesday,2015,22,2,0,0,0,0,0,31,4,0,Croissant,2015,2015-05-26,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3494,1505271,2015-05-27,102.221242794941,7.0,12.625,13.0,61.0,0.0,2,147,Wednesday,2015,22,2,0,0,0,0,0,31,4,0,Bread,2015,2015-05-27,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3498,1505275,2015-05-27,210.016061677086,7.0,12.625,13.0,61.0,0.0,2,147,Wednesday,2015,22,2,0,0,0,0,0,31,4,0,Cake,2015,2015-05-27,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3497,1505274,2015-05-27,59.5507929294823,7.0,12.625,13.0,61.0,0.0,2,147,Wednesday,2015,22,2,0,0,0,0,0,31,4,0,Pastry,2015,2015-05-27,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3496,1505273,2015-05-27,119.585121426913,7.0,12.625,13.0,61.0,0.0,2,147,Wednesday,2015,22,2,0,0,0,0,0,31,4,0,Croissant,2015,2015-05-27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3495,1505272,2015-05-27,358.895155316917,7.0,12.625,13.0,61.0,0.0,2,147,Wednesday,2015,22,2,0,0,0,0,0,31,4,0,Roles,2015,2015-05-27,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3499,1505281,2015-05-28,113.871596753032,6.0,13.125,12.0,63.0,0.0,3,148,Thursday,2015,22,2,0,0,0,0,0,31,4,0,Bread,2015,2015-05-28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3500,1505282,2015-05-28,340.514414991475,6.0,13.125,12.0,63.0,0.0,3,148,Thursday,2015,22,2,0,0,0,0,0,31,4,0,Roles,2015,2015-05-28,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3502,1505285,2015-05-28,267.45399550279,6.0,13.125,12.0,63.0,0.0,3,148,Thursday,2015,22,2,0,0,0,0,0,31,4,0,Cake,2015,2015-05-28,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3501,1505283,2015-05-28,141.838393882903,6.0,13.125,12.0,63.0,0.0,3,148,Thursday,2015,22,2,0,0,0,0,0,31,4,0,Croissant,2015,2015-05-28,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3507,1505295,2015-05-29,250.764288305739,6.0,14.625,8.0,61.0,0.0,4,149,Friday,2015,22,2,0,0,0,0,0,31,5,0,Cake,2015,2015-05-29,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3506,1505294,2015-05-29,61.0068815520603,6.0,14.625,8.0,61.0,0.0,4,149,Friday,2015,22,2,0,0,0,0,0,31,5,0,Pastry,2015,2015-05-29,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3505,1505293,2015-05-29,131.050800847681,6.0,14.625,8.0,61.0,0.0,4,149,Friday,2015,22,2,0,0,0,0,0,31,5,0,Croissant,2015,2015-05-29,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3503,1505291,2015-05-29,132.425641438842,6.0,14.625,8.0,61.0,0.0,4,149,Friday,2015,22,2,0,0,0,0,0,31,5,0,Bread,2015,2015-05-29,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3504,1505292,2015-05-29,365.087905303626,6.0,14.625,8.0,61.0,0.0,4,149,Friday,2015,22,2,0,0,0,0,0,31,5,0,Roles,2015,2015-05-29,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3512,1505305,2015-05-30,278.950388727743,4.0,11.625,15.0,61.0,0.0,5,150,Saturday,2015,22,2,1,0,0,0,0,31,5,0,Cake,2015,2015-05-30,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,5
3510,1505303,2015-05-30,177.88318176972,4.0,11.625,15.0,61.0,0.0,5,150,Saturday,2015,22,2,1,0,0,0,0,31,5,0,Croissant,2015,2015-05-30,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3
3511,1505304,2015-05-30,68.8696177994846,4.0,11.625,15.0,61.0,0.0,5,150,Saturday,2015,22,2,1,0,0,0,0,31,5,0,Pastry,2015,2015-05-30,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3509,1505302,2015-05-30,456.734340691111,4.0,11.625,15.0,61.0,0.0,5,150,Saturday,2015,22,2,1,0,0,0,0,31,5,0,Roles,2015,2015-05-30,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2
3508,1505301,2015-05-30,120.295569303579,4.0,11.625,15.0,61.0,0.0,5,150,Saturday,2015,22,2,1,0,0,0,0,31,5,0,Bread,2015,2015-05-30,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3515,1505313,2015-05-31,167.824076578166,7.0,14.5,10.0,61.0,0.0,6,151,Sunday,2015,22,2,1,0,1,0,0,31,5,0,Croissant,2015,2015-05-31,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
3517,1505315,2015-05-31,227.62624446804,7.0,14.5,10.0,61.0,0.0,6,151,Sunday,2015,22,2,1,0,1,0,0,31,5,0,Cake,2015,2015-05-31,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5
3514,1505312,2015-05-31,457.52825918325,7.0,14.5,10.0,61.0,0.0,6,151,Sunday,2015,22,2,1,0,1,0,0,31,5,0,Roles,2015,2015-05-31,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
3516,1505314,2015-05-31,111.389483740734,7.0,14.5,10.0,61.0,0.0,6,151,Sunday,2015,22,2,1,0,1,0,0,31,5,0,Pastry,2015,2015-05-31,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4
3513,1505311,2015-05-31,53.2747806032447,7.0,14.5,10.0,61.0,0.0,6,151,Sunday,2015,22,2,1,0,1,0,0,31,5,0,Bread,2015,2015-05-31,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
3523,1506021,2015-06-02,96.0309134237217,7.0,14.25,14.0,61.0,0.0,1,153,Tuesday,2015,23,2,0,0,0,0,0,30,1,0,Bread,2015,2015-06-02,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
3524,1506022,2015-06-02,412.209593794446,7.0,14.25,14.0,61.0,0.0,1,153,Tuesday,2015,23,2,0,0,0,0,0,30,1,0,Roles,2015,2015-06-02,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
