,id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,month,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year
2490,1411101,2014-11-10,1,132.450933802593,6.0,8.75,7.0,61.0,0.0,0,314,Monday,11,2014,46,4,0,0,0,0,0,30,2,0
2496,1411111,2014-11-11,1,122.885078853966,2.0,8.625,7.0,10.0,0.0,1,315,Tuesday,11,2014,46,4,0,0,0,0,0,30,2,0
2502,1411121,2014-11-12,1,95.3481999188746,7.0,9.75,10.0,10.0,0.0,2,316,Wednesday,11,2014,46,4,0,0,0,0,0,30,2,0
2508,1411131,2014-11-13,1,143.750350209673,7.0,10.75,4.0,28.0,0.0,3,317,Thursday,11,2014,46,4,0,0,0,0,0,30,2,0
2514,1411141,2014-11-14,1,133.77429991274,7.0,10.75,10.0,10.0,0.0,4,318,Friday,11,2014,46,4,0,0,0,0,0,30,2,0
2520,1411151,2014-11-15,1,157.956829595601,8.0,9.25,14.0,10.0,0.0,5,319,Saturday,11,2014,46,4,1,0,0,0,0,30,3,0
2526,1411161,2014-11-16,1,69.2794517983636,7.0,8.0,14.0,61.0,0.0,6,320,Sunday,11,2014,46,4,1,0,0,0,0,30,3,0
2532,1411171,2014-11-17,1,138.752246637463,7.0,9.625,7.0,10.0,0.0,0,321,Monday,11,2014,47,4,0,0,0,0,0,30,3,0
2537,1411181,2014-11-18,1,134.68843263499,7.0,8.875,13.0,61.0,0.0,1,322,Tuesday,11,2014,47,4,0,0,0,0,0,30,3,0
2543,1411191,2014-11-19,1,131.262024072649,7.0,8.5,11.0,61.0,0.0,2,323,Wednesday,11,2014,47,4,0,0,0,0,0,30,3,0
2548,1411201,2014-11-20,1,131.314789763352,5.0,6.125,7.0,0.0,0.0,3,324,Thursday,11,2014,47,4,0,0,0,0,0,30,3,0
2554,1411211,2014-11-21,1,142.895603194534,6.0,6.5,5.0,61.0,0.0,4,325,Friday,11,2014,47,4,0,0,0,0,0,30,3,0
2560,1411221,2014-11-22,1,92.6616360079896,7.0,5.75,9.0,61.0,0.0,5,326,Saturday,11,2014,47,4,1,0,0,0,0,30,4,0
2566,1411231,2014-11-23,1,88.8532704507342,6.0,6.75,7.0,21.0,0.0,6,327,Sunday,11,2014,47,4,1,0,0,0,0,30,4,0
2572,1411241,2014-11-24,1,135.495058395216,3.0,9.375,10.0,0.0,0.0,0,328,Monday,11,2014,48,4,0,0,0,0,0,30,4,0
2578,1411251,2014-11-25,1,125.776456029191,0.0,6.875,4.0,0.0,0.0,1,329,Tuesday,11,2014,48,4,0,0,0,0,0,30,4,0
2584,1411261,2014-11-26,1,98.5421347532514,3.0,5.625,8.0,,0.0,2,330,Wednesday,11,2014,48,4,0,0,0,0,0,30,4,0
2590,1411271,2014-11-27,1,114.36674051771,0.0,4.5,10.0,10.0,0.0,3,331,Thursday,11,2014,48,4,0,0,0,0,0,30,4,0
2596,1411281,2014-11-28,1,125.770265298128,6.0,1.625,16.0,10.0,0.0,4,332,Friday,11,2014,48,4,0,0,0,0,0,30,4,0
2602,1411291,2014-11-29,1,143.276224653699,8.0,1.0,10.0,5.0,0.0,5,333,Saturday,11,2014,48,4,1,0,0,0,0,30,5,0
2608,1411301,2014-11-30,1,70.5238191319592,8.0,0.0,11.0,10.0,0.0,6,334,Sunday,11,2014,48,4,1,0,1,0,0,30,5,0
2614,1412011,2014-12-01,1,128.454115308343,7.0,-2.0,13.0,10.0,0.0,0,335,Monday,12,2014,49,4,0,1,0,0,0,31,1,0
2620,1412021,2014-12-02,1,154.242632883405,8.0,-3.0,7.0,10.0,0.0,1,336,Tuesday,12,2014,49,4,0,0,0,0,0,31,1,0
2626,1412031,2014-12-03,1,133.99080245511,7.0,0.625,10.0,10.0,0.0,2,337,Wednesday,12,2014,49,4,0,0,0,0,0,31,1,0
2632,1412041,2014-12-04,1,124.167763102648,8.0,3.75,9.0,61.0,0.0,3,338,Thursday,12,2014,49,4,0,0,0,0,0,31,1,0
2638,1412051,2014-12-05,1,83.5104305885102,7.0,2.0,7.0,61.0,0.0,4,339,Friday,12,2014,49,4,0,0,0,0,0,31,1,0
2643,1412061,2014-12-06,1,127.894073901772,2.0,5.75,7.0,10.0,0.0,5,340,Saturday,12,2014,49,4,1,0,0,0,0,31,1,0
2649,1412071,2014-12-07,1,75.5129227390682,7.0,4.875,12.0,61.0,0.0,6,341,Sunday,12,2014,49,4,1,0,0,0,0,31,1,0
2655,1412081,2014-12-08,1,102.678761832615,7.0,3.25,8.0,61.0,0.0,0,342,Monday,12,2014,50,4,0,0,0,0,0,31,2,0
2661,1412091,2014-12-09,1,110.476546068652,8.0,2.125,9.0,45.0,0.0,1,343,Tuesday,12,2014,50,4,0,0,0,0,0,31,2,0
2667,1412101,2014-12-10,1,99.9187171842705,5.0,4.875,13.0,61.0,0.0,2,344,Wednesday,12,2014,50,4,0,0,0,0,0,31,2,0
2673,1412111,2014-12-11,1,109.754570057738,7.0,4.0,12.0,95.0,0.0,3,345,Thursday,12,2014,50,4,0,0,0,0,0,31,2,0
2679,1412121,2014-12-12,1,109.142671748118,7.0,7.25,18.0,61.0,0.0,4,346,Friday,12,2014,50,4,0,0,0,0,0,31,2,0
2685,1412131,2014-12-13,1,124.956684401136,5.0,4.75,10.0,61.0,0.0,5,347,Saturday,12,2014,50,4,1,0,0,0,0,31,2,0
2691,1412141,2014-12-14,1,102.80557310108,4.0,3.5,9.0,10.0,0.0,6,348,Sunday,12,2014,50,4,1,0,0,0,0,31,2,0
2697,1412151,2014-12-15,1,96.3136936339829,7.0,4.75,11.0,61.0,0.0,0,349,Monday,12,2014,51,4,0,0,0,0,0,31,3,0
2703,1412161,2014-12-16,1,97.7685842370004,8.0,4.625,12.0,61.0,0.0,1,350,Tuesday,12,2014,51,4,0,0,0,0,0,31,3,0
2709,1412171,2014-12-17,1,102.856835442046,7.0,3.625,10.0,61.0,0.0,2,351,Wednesday,12,2014,51,4,0,0,0,0,0,31,3,0
2715,1412181,2014-12-18,1,112.769700687238,7.0,10.0,11.0,61.0,0.0,3,352,Thursday,12,2014,51,4,0,0,0,0,0,31,3,0
2720,1412191,2014-12-19,1,100.434605432296,5.0,8.125,15.0,61.0,0.0,4,353,Friday,12,2014,51,4,0,0,0,0,0,31,3,0
2725,1412201,2014-12-20,1,92.9765497836537,6.0,5.375,24.0,21.0,0.0,5,354,Saturday,12,2014,51,4,1,0,0,0,0,31,3,0
2730,1412211,2014-12-21,1,74.1776353738615,6.0,6.625,14.0,21.0,0.0,6,355,Sunday,12,2014,51,4,1,0,0,0,0,31,3,0
2736,1412221,2014-12-22,1,166.062608421996,7.0,9.75,21.0,63.0,0.0,0,356,Monday,12,2014,52,4,0,0,0,0,0,31,4,0
2742,1412231,2014-12-23,1,184.21718934313,7.0,9.125,19.0,61.0,0.0,1,357,Tuesday,12,2014,52,4,0,0,0,0,0,31,4,0
2747,1412241,2014-12-24,1,289.724706873301,5.0,7.75,21.0,61.0,0.0,2,358,Wednesday,12,2014,52,4,0,0,0,0,0,31,4,0
2752,1412271,2014-12-27,1,133.160219555693,3.0,-0.25,8.0,,0.0,5,361,Saturday,12,2014,52,4,1,0,0,0,0,31,4,0
2758,1412281,2014-12-28,1,65.5011765409885,1.0,-0.5,7.0,0.0,0.0,6,362,Sunday,12,2014,52,4,1,0,0,0,0,31,4,0
2764,1412291,2014-12-29,1,159.353174871792,5.0,0.75,10.0,0.0,0.0,0,363,Monday,12,2014,1,4,0,0,0,0,0,31,5,0
2768,1412301,2014-12-30,1,171.900364677079,7.0,5.25,9.0,21.0,0.0,1,364,Tuesday,12,2014,1,4,0,0,0,0,0,31,5,0
2773,1412311,2014-12-31,1,253.25502096677,6.0,7.375,11.0,61.0,0.0,2,365,Wednesday,12,2014,1,4,0,0,1,0,1,31,5,0
2777,1501021,2015-01-02,1,171.436480362582,6.0,7.75,24.0,61.0,0.0,4,2,Friday,1,2015,1,1,0,0,0,0,0,31,1,0
2783,1501031,2015-01-03,1,146.725466464595,7.0,4.875,25.0,69.0,0.0,5,3,Saturday,1,2015,1,1,1,0,0,0,0,31,1,0
2789,1501041,2015-01-04,1,69.2618750164446,0.0,4.75,15.0,,0.0,6,4,Sunday,1,2015,1,1,1,0,0,0,0,31,1,0
2795,1501051,2015-01-05,1,159.498680849924,8.0,5.875,8.0,20.0,0.0,0,5,Monday,1,2015,2,1,0,0,0,0,0,31,1,0
2801,1501061,2015-01-06,1,116.621821467299,8.0,3.625,8.0,10.0,0.0,1,6,Tuesday,1,2015,2,1,0,0,0,0,0,31,1,0
2807,1501071,2015-01-07,1,116.046870294295,6.0,5.75,10.0,61.0,0.0,2,7,Wednesday,1,2015,2,1,0,0,0,0,0,31,1,0
2812,1501081,2015-01-08,1,88.9219763738156,8.0,6.375,9.0,61.0,0.0,3,8,Thursday,1,2015,2,1,0,0,0,0,0,31,2,0
2817,1501091,2015-01-09,1,89.5158553261206,6.0,7.5,25.0,63.0,0.0,4,9,Friday,1,2015,2,1,0,0,0,0,0,31,2,0
2822,1501101,2015-01-10,1,67.954839483437,6.0,10.0,28.0,61.0,0.0,5,10,Saturday,1,2015,2,1,1,0,0,0,0,31,2,0
2827,1501111,2015-01-11,1,102.503556455298,5.0,4.25,23.0,61.0,0.0,6,11,Sunday,1,2015,2,1,1,0,0,0,0,31,2,0
2832,1501121,2015-01-12,1,122.717043089708,7.0,7.5,19.0,61.0,0.0,0,12,Monday,1,2015,3,1,0,0,0,0,0,31,2,0
2837,1501131,2015-01-13,1,86.441812930424,7.0,7.75,14.0,61.0,0.0,1,13,Tuesday,1,2015,3,1,0,0,0,0,0,31,2,0
2842,1501141,2015-01-14,1,72.7918398175921,6.0,3.125,16.0,71.0,0.0,2,14,Wednesday,1,2015,3,1,0,0,0,0,0,31,2,0
2847,1501151,2015-01-15,1,93.7671799134285,7.0,6.75,14.0,61.0,0.0,3,15,Thursday,1,2015,3,1,0,0,0,0,0,31,3,0
2852,1501161,2015-01-16,1,131.913950068001,6.0,6.75,13.0,0.0,0.0,4,16,Friday,1,2015,3,1,0,0,0,0,0,31,3,0
2857,1501171,2015-01-17,1,115.086208812258,1.0,4.25,12.0,21.0,0.0,5,17,Saturday,1,2015,3,1,1,0,0,0,0,31,3,0
2862,1501181,2015-01-18,1,47.8910511689248,8.0,2.0,9.0,61.0,0.0,6,18,Sunday,1,2015,3,1,1,0,0,0,0,31,3,0
2867,1501191,2015-01-19,1,138.935449172918,7.0,1.0,5.0,71.0,0.0,0,19,Monday,1,2015,4,1,0,0,0,0,0,31,3,0
2872,1501201,2015-01-20,1,116.932538278351,7.0,-0.375,4.0,77.0,0.0,1,20,Tuesday,1,2015,4,1,0,0,0,0,0,31,3,0
2877,1501211,2015-01-21,1,90.1034587863099,8.0,-1.125,4.0,10.0,0.0,2,21,Wednesday,1,2015,4,1,0,0,0,0,0,31,3,0
2882,1501221,2015-01-22,1,135.950512983467,7.0,-1.375,3.0,49.0,0.0,3,22,Thursday,1,2015,4,1,0,0,0,0,0,31,4,0
2887,1501231,2015-01-23,1,130.976061288992,8.0,-1.25,5.0,20.0,0.0,4,23,Friday,1,2015,4,1,0,0,0,0,0,31,4,0
2892,1501241,2015-01-24,1,140.03186322028,7.0,-0.5,10.0,71.0,0.0,5,24,Saturday,1,2015,4,1,1,0,0,0,0,31,4,0
2897,1501251,2015-01-25,1,94.493388512183,6.0,2.875,6.0,,0.0,6,25,Sunday,1,2015,4,1,1,0,0,0,0,31,4,0
2902,1501261,2015-01-26,1,150.51678717379,7.0,3.375,10.0,61.0,0.0,0,26,Monday,1,2015,5,1,0,0,0,0,0,31,4,0
2907,1501271,2015-01-27,1,141.518792699705,2.0,4.875,13.0,,0.0,1,27,Tuesday,1,2015,5,1,0,0,0,0,0,31,4,0
2912,1501281,2015-01-28,1,124.273404481234,7.0,4.875,17.0,61.0,0.0,2,28,Wednesday,1,2015,5,1,0,0,0,0,0,31,4,0
2917,1501291,2015-01-29,1,129.932530553471,7.0,1.5,12.0,75.0,0.0,3,29,Thursday,1,2015,5,1,0,0,0,0,0,31,5,0
2922,1501301,2015-01-30,1,100.75421525386,7.0,1.125,6.0,,0.0,4,30,Friday,1,2015,5,1,0,0,0,0,0,31,5,0
2927,1501311,2015-01-31,1,129.039421255357,7.0,-2.375,7.0,49.0,0.0,5,31,Saturday,1,2015,5,1,1,0,1,0,0,31,5,0
2932,1502011,2015-02-01,1,92.189837282486,7.0,-0.25,9.0,75.0,0.0,6,32,Sunday,2,2015,5,1,1,1,0,0,0,28,1,0
2937,1502021,2015-02-02,1,159.254353701805,6.0,1.0,10.0,22.0,0.0,0,33,Monday,2,2015,6,1,0,0,0,0,0,28,1,0
2942,1502031,2015-02-03,1,112.095171542871,7.0,-1.0,10.0,77.0,0.0,1,34,Tuesday,2,2015,6,1,0,0,0,0,0,28,1,0
2947,1502041,2015-02-04,1,111.66941350432,6.0,-1.875,9.0,0.0,0.0,2,35,Wednesday,2,2015,6,1,0,0,0,0,0,28,1,0
2952,1502051,2015-02-05,1,133.827962608871,5.0,0.75,10.0,22.0,0.0,3,36,Thursday,2,2015,6,1,0,0,0,0,0,28,1,0
2957,1502061,2015-02-06,1,136.337106368056,2.0,-0.5,6.0,22.0,0.0,4,37,Friday,2,2015,6,1,0,0,0,0,0,28,1,0
2962,1502071,2015-02-07,1,130.642229801113,7.0,4.125,18.0,20.0,0.0,5,38,Saturday,2,2015,6,1,1,0,0,0,0,28,1,0
2967,1502081,2015-02-08,1,62.750062992056,1.0,3.375,14.0,,0.0,6,39,Sunday,2,2015,6,1,1,0,0,0,0,28,2,0
2972,1502091,2015-02-09,1,112.747460478504,7.0,6.875,13.0,61.0,0.0,0,40,Monday,2,2015,7,1,0,0,0,0,0,28,2,0
2977,1502101,2015-02-10,1,94.7581535487495,7.0,7.625,11.0,,0.0,1,41,Tuesday,2,2015,7,1,0,0,0,0,0,28,2,0
2982,1502111,2015-02-11,1,94.7022920091949,8.0,4.0,5.0,,0.0,2,42,Wednesday,2,2015,7,1,0,0,0,0,0,28,2,0
2987,1502121,2015-02-12,1,99.5801689919554,8.0,2.0,4.0,10.0,0.0,3,43,Thursday,2,2015,7,1,0,0,0,0,0,28,2,0
2992,1502131,2015-02-13,1,91.3547288868634,8.0,1.25,6.0,10.0,0.0,4,44,Friday,2,2015,7,1,0,0,0,0,0,28,2,0
2997,1502141,2015-02-14,1,62.2346006049711,7.0,1.625,9.0,28.0,0.0,5,45,Saturday,2,2015,7,1,1,0,0,0,0,28,2,0
3002,1502151,2015-02-15,1,96.7929953706798,7.0,3.125,16.0,10.0,0.0,6,46,Sunday,2,2015,7,1,1,0,0,0,0,28,3,0
3007,1502161,2015-02-16,1,118.255475071685,8.0,2.0,9.0,10.0,0.0,0,47,Monday,2,2015,8,1,0,0,0,0,0,28,3,0
3012,1502171,2015-02-17,1,118.509639861913,6.0,1.125,7.0,45.0,0.0,1,48,Tuesday,2,2015,8,1,0,0,0,0,0,28,3,0
3017,1502181,2015-02-18,1,123.267817249283,3.0,5.5,12.0,10.0,0.0,2,49,Wednesday,2,2015,8,1,0,0,0,0,0,28,3,0
3022,1502191,2015-02-19,1,123.69090336092,0.0,6.25,13.0,5.0,0.0,3,50,Thursday,2,2015,8,1,0,0,0,0,0,28,3,0
3027,1502201,2015-02-20,1,117.287703917599,8.0,3.875,11.0,71.0,0.0,4,51,Friday,2,2015,8,1,0,0,0,0,0,28,3,0
3032,1502211,2015-02-21,1,107.174143505865,7.0,3.875,16.0,61.0,0.0,5,52,Saturday,2,2015,8,1,1,0,0,0,0,28,3,0
3037,1502221,2015-02-22,1,70.4631468349699,5.0,5.25,13.0,0.0,0.0,6,53,Sunday,2,2015,8,1,1,0,0,0,0,28,4,0
3042,1502231,2015-02-23,1,66.8925102653853,7.0,4.5,12.0,61.0,0.0,0,54,Monday,2,2015,9,1,0,0,0,0,0,28,4,0
3047,1502241,2015-02-24,1,105.730056008902,7.0,5.625,12.0,61.0,0.0,1,55,Tuesday,2,2015,9,1,0,0,0,0,0,28,4,0
3052,1502251,2015-02-25,1,81.6177684403834,5.0,5.875,10.0,,0.0,2,56,Wednesday,2,2015,9,1,0,0,0,0,0,28,4,0
3057,1502261,2015-02-26,1,104.017958777385,5.0,6.625,10.0,0.0,0.0,3,57,Thursday,2,2015,9,1,0,0,0,0,0,28,4,0
3062,1502271,2015-02-27,1,101.514216092369,7.0,4.5,9.0,61.0,0.0,4,58,Friday,2,2015,9,1,0,0,0,0,0,28,4,0
3067,1502281,2015-02-28,1,99.5688944630867,3.0,5.625,10.0,0.0,0.0,5,59,Saturday,2,2015,9,1,1,0,1,0,0,28,4,0
3072,1503011,2015-03-01,1,45.7343245346269,7.0,6.75,15.0,61.0,0.0,6,60,Sunday,3,2015,9,1,1,1,0,0,0,31,1,0
3077,1503021,2015-03-02,1,104.963808490064,6.0,5.125,23.0,61.0,0.0,0,61,Monday,3,2015,10,1,0,0,0,0,0,31,1,0
3082,1503031,2015-03-03,1,96.3163361056603,6.0,5.0,14.0,61.0,0.0,1,62,Tuesday,3,2015,10,1,0,0,0,0,0,31,1,0
3087,1503041,2015-03-04,1,76.5028628068188,6.0,5.0,18.0,61.0,0.0,2,63,Wednesday,3,2015,10,1,0,0,0,0,0,31,1,0
3092,1503051,2015-03-05,1,115.664704258596,7.0,6.625,14.0,,0.0,3,64,Thursday,3,2015,10,1,0,0,0,0,0,31,1,0
3097,1503061,2015-03-06,1,100.668607215573,7.0,8.125,12.0,20.0,0.0,4,65,Friday,3,2015,10,1,0,0,0,0,0,31,1,0
3102,1503071,2015-03-07,1,106.704697425172,7.0,10.125,13.0,0.0,0.0,5,66,Saturday,3,2015,10,1,1,0,0,0,0,31,1,0
3107,1503081,2015-03-08,1,80.654299664346,0.0,14.0,12.0,,0.0,6,67,Sunday,3,2015,10,1,1,0,0,0,0,31,2,0
3112,1503091,2015-03-09,1,145.517595242024,4.0,8.375,6.0,,0.0,0,68,Monday,3,2015,11,1,0,0,0,0,0,31,2,0
3117,1503101,2015-03-10,1,120.053548888447,3.0,9.5,13.0,10.0,0.0,1,69,Tuesday,3,2015,11,1,0,0,0,0,0,31,2,0
3122,1503111,2015-03-11,1,77.5925278766144,0.0,9.125,12.0,,0.0,2,70,Wednesday,3,2015,11,1,0,0,0,0,0,31,2,0
3127,1503121,2015-03-12,1,123.321210172569,0.0,7.125,10.0,0.0,0.0,3,71,Thursday,3,2015,11,1,0,0,0,0,0,31,2,0
3132,1503131,2015-03-13,1,104.09727840711,6.0,4.875,15.0,,0.0,4,72,Friday,3,2015,11,1,0,0,0,0,0,31,2,0
3137,1503141,2015-03-14,1,98.2811856068814,7.0,5.125,15.0,,0.0,5,73,Saturday,3,2015,11,1,1,0,0,0,0,31,2,0
3142,1503151,2015-03-15,1,56.9672232806217,7.0,5.75,13.0,21.0,0.0,6,74,Sunday,3,2015,11,1,1,0,0,0,0,31,3,0
3147,1503161,2015-03-16,1,136.698666060069,2.0,8.625,13.0,10.0,0.0,0,75,Monday,3,2015,12,1,0,0,0,0,0,31,3,0
3152,1503171,2015-03-17,1,136.644449549369,1.0,10.75,11.0,5.0,0.0,1,76,Tuesday,3,2015,12,1,0,0,0,0,0,31,3,0
3157,1503181,2015-03-18,1,117.213496435657,4.0,10.625,8.0,,0.0,2,77,Wednesday,3,2015,12,1,0,0,0,0,0,31,3,0
3162,1503191,2015-03-19,1,121.351949525045,0.0,10.375,9.0,0.0,0.0,3,78,Thursday,3,2015,12,1,0,0,0,0,0,31,3,0
3167,1503201,2015-03-20,1,125.078492851656,7.0,5.0,9.0,45.0,0.0,4,79,Friday,3,2015,12,1,0,0,0,0,0,31,3,0
3172,1503211,2015-03-21,1,113.449213775737,7.0,4.5,21.0,61.0,0.0,5,80,Saturday,3,2015,12,1,1,0,0,0,0,31,3,0
3177,1503221,2015-03-22,1,71.5711481513957,0.0,4.375,8.0,,0.0,6,81,Sunday,3,2015,12,1,1,0,0,0,0,31,4,0
3182,1503231,2015-03-23,1,129.186723027161,0.0,7.75,12.0,,0.0,0,82,Monday,3,2015,13,1,0,0,0,0,0,31,4,0
3187,1503241,2015-03-24,1,114.539801718388,6.0,7.875,6.0,0.0,0.0,1,83,Tuesday,3,2015,13,1,0,0,0,0,0,31,4,0
3192,1503251,2015-03-25,1,85.7675699240561,6.0,7.875,14.0,5.0,0.0,2,84,Wednesday,3,2015,13,1,0,0,0,0,0,31,4,0
3197,1503261,2015-03-26,1,126.909561618178,7.0,7.125,9.0,0.0,0.0,3,85,Thursday,3,2015,13,1,0,0,0,0,0,31,4,0
3202,1503271,2015-03-27,1,113.205121341153,7.0,7.0,7.0,61.0,0.0,4,86,Friday,3,2015,13,1,0,0,0,0,0,31,4,0
3207,1503281,2015-03-28,1,177.270608855771,7.0,8.5,10.0,,0.0,5,87,Saturday,3,2015,13,1,1,0,0,0,0,31,4,0
3212,1503291,2015-03-29,1,56.8890738313162,7.0,8.25,12.0,61.0,0.0,6,88,Sunday,3,2015,13,1,1,0,0,0,0,31,5,0
3217,1503301,2015-03-30,1,110.288515770675,6.0,6.5,29.0,61.0,0.0,0,89,Monday,3,2015,14,1,0,0,0,0,0,31,5,0
3222,1503311,2015-03-31,1,101.620422865145,7.0,6.375,35.0,61.0,0.0,1,90,Tuesday,3,2015,14,1,0,0,1,0,0,31,5,0
3227,1504011,2015-04-01,1,134.425214341545,4.0,5.0,24.0,22.0,0.0,2,91,Wednesday,4,2015,14,2,0,1,0,0,0,30,1,0
3232,1504021,2015-04-02,1,269.424940927989,6.0,6.5,19.0,61.0,0.0,3,92,Thursday,4,2015,14,2,0,0,0,0,0,30,1,0
3237,1504041,2015-04-04,1,274.149943740529,0.0,8.375,11.0,,0.0,5,94,Saturday,4,2015,14,2,1,0,0,0,0,30,1,0
3241,1504051,2015-04-05,1,102.981646842744,3.0,8.625,11.0,,0.0,6,95,Sunday,4,2015,14,2,1,0,0,0,0,30,1,0
3246,1504061,2015-04-06,1,60.1445223461642,0.0,7.75,10.0,,0.0,0,96,Monday,4,2015,15,2,0,0,0,0,0,30,1,0
3251,1504071,2015-04-07,1,115.651138885906,7.0,7.75,14.0,61.0,0.0,1,97,Tuesday,4,2015,15,2,0,0,0,0,0,30,1,0
3256,1504081,2015-04-08,1,89.8685552544395,2.0,12.0,11.0,,0.0,2,98,Wednesday,4,2015,15,2,0,0,0,0,0,30,2,0
3261,1504091,2015-04-09,1,157.556996562067,2.0,11.875,7.0,0.0,0.0,3,99,Thursday,4,2015,15,2,0,0,0,0,0,30,2,0
3266,1504101,2015-04-10,1,125.640782296666,1.0,14.125,8.0,5.0,0.0,4,100,Friday,4,2015,15,2,0,0,0,0,0,30,2,0
3271,1504111,2015-04-11,1,149.471145855324,2.0,16.75,14.0,61.0,0.0,5,101,Saturday,4,2015,15,2,1,0,0,0,0,30,2,0
3276,1504121,2015-04-12,1,39.0548694183738,5.0,12.375,16.0,,0.0,6,102,Sunday,4,2015,15,2,1,0,0,0,0,30,2,0
3281,1504131,2015-04-13,1,94.5357769724487,4.0,8.875,21.0,61.0,0.0,0,103,Monday,4,2015,16,2,0,0,0,0,0,30,2,0
3286,1504141,2015-04-14,1,95.7358790995654,7.0,10.75,17.0,61.0,0.0,1,104,Tuesday,4,2015,16,2,0,0,0,0,0,30,2,0
3291,1504151,2015-04-15,1,102.93265639072,0.0,15.5,19.0,5.0,0.0,2,105,Wednesday,4,2015,16,2,0,0,0,0,0,30,3,0
3296,1504161,2015-04-16,1,90.5282058330727,6.0,9.375,16.0,21.0,0.0,3,106,Thursday,4,2015,16,2,0,0,0,0,0,30,3,0
3301,1504171,2015-04-17,1,91.0744308710578,0.0,10.5,15.0,,0.0,4,107,Friday,4,2015,16,2,0,0,0,0,0,30,3,0
3306,1504181,2015-04-18,1,103.305896790347,0.0,10.875,8.0,,0.0,5,108,Saturday,4,2015,16,2,1,0,0,0,0,30,3,0
3311,1504191,2015-04-19,1,25.46219373912,0.0,10.125,11.0,,0.0,6,109,Sunday,4,2015,16,2,1,0,0,0,0,30,3,0
3316,1504201,2015-04-20,1,113.238537617252,0.0,14.25,9.0,,0.0,0,110,Monday,4,2015,17,2,0,0,0,0,0,30,3,0
3321,1504211,2015-04-21,1,121.935695795117,0.0,14.625,17.0,5.0,0.0,1,111,Tuesday,4,2015,17,2,0,0,0,0,0,30,3,0
3326,1504221,2015-04-22,1,115.982784302446,0.0,12.125,7.0,,0.0,2,112,Wednesday,4,2015,17,2,0,0,0,0,0,30,4,0
3331,1504231,2015-04-23,1,109.647753246652,1.0,13.625,12.0,,0.0,3,113,Thursday,4,2015,17,2,0,0,0,0,0,30,4,0
3336,1504241,2015-04-24,1,93.8539762667653,2.0,13.875,9.0,20.0,0.0,4,114,Friday,4,2015,17,2,0,0,0,0,0,30,4,0
3341,1504251,2015-04-25,1,121.601177999412,7.0,13.75,8.0,63.0,0.0,5,115,Saturday,4,2015,17,2,1,0,0,0,0,30,4,0
3346,1504261,2015-04-26,1,71.0071270593663,8.0,7.0,11.0,61.0,0.0,6,116,Sunday,4,2015,17,2,1,0,0,0,0,30,4,0
3351,1504271,2015-04-27,1,151.174833546803,4.0,10.125,11.0,,0.0,0,117,Monday,4,2015,18,2,0,0,0,0,0,30,4,0
3356,1504281,2015-04-28,1,91.0866799976838,3.0,10.25,13.0,,0.0,1,118,Tuesday,4,2015,18,2,0,0,0,0,0,30,4,0
3360,1504291,2015-04-29,1,135.750739524874,5.0,12.625,12.0,,0.0,2,119,Wednesday,4,2015,18,2,0,0,0,0,0,30,5,0
3365,1504301,2015-04-30,1,185.547465909923,6.0,11.375,10.0,61.0,0.0,3,120,Thursday,4,2015,18,2,0,0,1,0,0,30,5,0
3370,1505021,2015-05-02,1,205.277811156554,3.0,11.0,12.0,0.0,0.0,5,122,Saturday,5,2015,18,2,1,0,0,0,0,31,1,0
3375,1505031,2015-05-03,1,49.1824014028742,1.0,14.75,12.0,61.0,0.0,6,123,Sunday,5,2015,18,2,1,0,0,0,0,31,1,0
3380,1505041,2015-05-04,1,141.916859730021,5.0,15.875,13.0,21.0,0.0,0,124,Monday,5,2015,19,2,0,0,0,0,0,31,1,0
3385,1505051,2015-05-05,1,98.3386635883964,4.0,20.0,15.0,95.0,0.0,1,125,Tuesday,5,2015,19,2,0,0,0,0,0,31,1,0
3390,1505061,2015-05-06,1,112.613312971486,3.0,17.125,11.0,21.0,0.0,2,126,Wednesday,5,2015,19,2,0,0,0,0,0,31,1,0
3395,1505071,2015-05-07,1,119.486322756166,6.0,12.0,16.0,21.0,0.0,3,127,Thursday,5,2015,19,2,0,0,0,0,0,31,1,0
3400,1505081,2015-05-08,1,108.528740811492,2.0,11.5,11.0,,0.0,4,128,Friday,5,2015,19,2,0,0,0,0,0,31,2,0
3405,1505091,2015-05-09,1,122.939690460506,7.0,13.5,14.0,61.0,0.0,5,129,Saturday,5,2015,19,2,1,0,0,0,0,31,2,0
3410,1505101,2015-05-10,1,54.676729153515,2.0,12.75,18.0,0.0,0.0,6,130,Sunday,5,2015,19,2,1,0,0,0,0,31,2,0
3415,1505111,2015-05-11,1,129.877961813861,0.0,19.75,11.0,,0.0,0,131,Monday,5,2015,20,2,0,0,0,0,0,31,2,0
3420,1505121,2015-05-12,1,94.6018729487518,7.0,14.625,14.0,63.0,0.0,1,132,Tuesday,5,2015,20,2,0,0,0,0,0,31,2,0
3425,1505131,2015-05-13,1,166.814781762185,7.0,11.875,16.0,21.0,0.0,2,133,Wednesday,5,2015,20,2,0,0,0,0,0,31,2,0
