,id,Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Produktgruppe,Wochentag,Feiertag_Bereich,Feiertag_Bundesland,Feiertag,Veranstaltung_Holstenkoeste,Veranstaltung_Kieler_Umschlag,Veranstaltung_Kieler_Weihnachtsmaerkte,Veranstaltung_Kieler_Woche,Veranstaltung_NOK_Romantika,Veranstaltung_NordArt,Veranstaltung_Seebrueckenfest,Veranstaltung_Sprottentage,Feiertag_Bereich_enc_0,Feiertag_Bereich_enc_1,Feiertag_Bundesland_enc_0,Feiertag_Bundesland_enc_1,Feiertag_enc_1.0,Feiertag_enc_2.0,Feiertag_enc_3.0,Feiertag_enc_4.0,Feiertag_enc_5.0,Wochentag_enc_1,Wochentag_enc_2,Wochentag_enc_3,Wochentag_enc_4,Wochentag_enc_5,Wochentag_enc_6,Wochentag_enc_7,Monat_1,Monat_2,Monat_3,Monat_4,Monat_5,Monat_6,Monat_7,Monat_8,Monat_9,Monat_10,Monat_11,Monat_12,Jahr_2013,Jahr_2014,Jahr_2015,Jahr_2016,Jahr_2017,Jahr_2018,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,Monat,Saison,Saison_enc_1,Saison_enc_2,Saison_enc_3,Saison_enc_4,Produktgruppe_enc
353,1406271,2014-06-27,149.19962,4.0,20.1625,7.0,95.0,1.0,Brot,Freitag,,,,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6,summer,False,False,True,False,1
354,1406281,2014-06-28,234.36896,6.0,16.9625,6.0,95.0,1.0,Brot,Samstag,,,,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6,summer,False,False,True,False,1
355,1406291,2014-06-29,99.024826,7.0,17.3125,8.0,61.0,1.0,Brot,Sonntag,,,,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6,summer,False,False,True,False,1
356,1406301,2014-06-30,171.87306,3.0,18.3375,12.0,,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6,summer,False,False,True,False,1
357,1407011,2014-07-01,79.465775,6.0,15.6875,14.0,61.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
358,1407021,2014-07-02,130.35358,6.0,17.1125,15.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
359,1407031,2014-07-03,158.21059,7.0,20.4,9.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
360,1407041,2014-07-04,112.90385,0.0,26.9375,10.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
361,1407051,2014-07-05,150.97932,6.0,24.5875,10.0,65.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
362,1407061,2014-07-06,84.804245,5.0,25.2375,6.0,,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
363,1407071,2014-07-07,142.24136,5.0,20.8,10.0,,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
364,1407081,2014-07-08,109.60649,7.0,19.6,15.0,63.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
365,1407091,2014-07-09,116.75219,0.0,24.65,24.0,5.0,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
366,1407101,2014-07-10,132.7247,0.0,24.757141,18.0,0.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
367,1407111,2014-07-11,180.71152,1.0,22.9375,18.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
368,1407121,2014-07-12,142.33109,0.0,20.375,12.0,,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
369,1407131,2014-07-13,80.45312,7.0,18.6,10.0,61.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
370,1407141,2014-07-14,153.69855,7.0,19.45,15.0,63.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
371,1407151,2014-07-15,157.38504,6.0,22.2625,9.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
372,1407161,2014-07-16,158.68048,6.0,19.4125,7.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
373,1407171,2014-07-17,160.52293,4.0,22.7625,7.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
374,1407181,2014-07-18,119.81104,1.0,26.05,10.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
375,1407191,2014-07-19,144.78554,0.0,28.0625,13.0,,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
376,1407201,2014-07-20,111.990295,3.0,24.3125,15.0,,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
377,1407211,2014-07-21,137.703,0.0,23.4875,19.0,5.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
378,1407221,2014-07-22,152.13417,0.0,24.9875,14.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
379,1407231,2014-07-23,144.39194,0.0,25.0,14.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
380,1407241,2014-07-24,163.30989,0.0,24.8375,11.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
381,1407251,2014-07-25,145.1318,0.0,26.325,18.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
382,1407261,2014-07-26,171.32152,6.0,22.375,10.0,21.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
383,1407271,2014-07-27,90.18163,3.0,25.55,12.0,21.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
384,1407281,2014-07-28,157.81384,0.0,24.7625,7.0,,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
385,1407291,2014-07-29,144.45505,0.0,25.35,10.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
386,1407301,2014-07-30,137.86836,6.0,22.925,12.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
387,1407311,2014-07-31,174.33371,3.0,22.4375,12.0,21.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7,summer,False,False,True,False,1
388,1408011,2014-08-01,153.96619,1.0,26.725,8.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
389,1408021,2014-08-02,189.44408,2.0,26.0875,12.0,,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
390,1408031,2014-08-03,75.38069,5.0,23.0875,9.0,63.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
391,1408041,2014-08-04,190.63135,6.0,22.5125,8.0,,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
392,1408051,2014-08-05,158.4812,5.0,23.0875,10.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
393,1408061,2014-08-06,140.00328,0.0,22.825,10.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
394,1408071,2014-08-07,172.49358,7.0,20.3125,6.0,61.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
395,1408081,2014-08-08,194.2267,3.0,22.725,8.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
396,1408091,2014-08-09,216.79015,6.0,20.1,17.0,61.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
397,1408101,2014-08-10,98.59195,6.0,23.1,12.0,,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
398,1408111,2014-08-11,186.84329,4.0,20.075,13.0,21.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
399,1408121,2014-08-12,155.63306,5.0,16.9125,12.0,95.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
400,1408131,2014-08-13,129.96088,2.0,20.9375,10.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
401,1408141,2014-08-14,162.31206,7.0,18.05,10.0,65.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
402,1408151,2014-08-15,232.66869,6.0,18.3625,8.0,61.0,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
403,1408161,2014-08-16,229.3211,6.0,17.2,15.0,61.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
404,1408181,2014-08-18,204.94357,6.0,15.2,15.0,61.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
405,1408191,2014-08-19,157.51651,6.0,14.0875,12.0,61.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
406,1408201,2014-08-20,175.19485,5.0,15.675,17.0,21.0,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
407,1408211,2014-08-21,177.59615,5.0,16.2625,11.0,21.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
408,1408221,2014-08-22,196.42216,7.0,16.325,12.0,61.0,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
409,1408231,2014-08-23,226.63306,4.0,15.9875,11.0,21.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
410,1408241,2014-08-24,151.92596,3.0,16.3125,20.0,21.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
411,1408251,2014-08-25,202.24535,5.0,14.7875,13.0,65.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
412,1408261,2014-08-26,143.84225,3.0,17.325,7.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
413,1408271,2014-08-27,141.12454,1.0,19.875,9.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
414,1408281,2014-08-28,147.59795,0.0,19.75,9.0,0.0,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
415,1408291,2014-08-29,119.00151,5.0,19.125,12.0,63.0,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
416,1408301,2014-08-30,162.81505,7.0,17.75,9.0,61.0,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
417,1408311,2014-08-31,136.9942,7.0,16.375,8.0,21.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8,summer,False,False,True,False,1
418,1409011,2014-09-01,192.58392,7.0,17.875,12.0,61.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
419,1409021,2014-09-02,93.40321,2.0,18.375,13.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
420,1409031,2014-09-03,128.10088,2.0,18.75,13.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
421,1409041,2014-09-04,118.73228,0.0,20.0,15.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
422,1409051,2014-09-05,168.799,2.0,21.375,10.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
423,1409061,2014-09-06,165.47762,2.0,24.0,5.0,,,Brot,Samstag,,,,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
424,1409071,2014-09-07,48.964844,5.0,20.0,6.0,21.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
425,1409081,2014-09-08,177.36127,4.0,17.375,12.0,21.0,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
426,1409091,2014-09-09,128.01738,6.0,17.125,16.0,63.0,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
427,1409101,2014-09-10,173.5463,2.0,18.625,12.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
428,1409111,2014-09-11,165.16905,4.0,17.375,13.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
429,1409121,2014-09-12,130.36595,1.0,18.25,11.0,,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
430,1409131,2014-09-13,152.49701,7.0,17.0,12.0,,,Brot,Samstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
431,1409141,2014-09-14,60.596066,7.0,17.625,14.0,61.0,,Brot,Sonntag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
432,1409151,2014-09-15,154.55669,2.0,19.75,13.0,,,Brot,Montag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
433,1409161,2014-09-16,106.65746,0.0,20.125,13.0,,,Brot,Dienstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
434,1409171,2014-09-17,140.23042,1.0,19.875,18.0,,,Brot,Mittwoch,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
435,1409181,2014-09-18,168.76738,0.0,20.5,13.0,,,Brot,Donnerstag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
436,1409191,2014-09-19,140.14445,0.0,20.75,9.0,5.0,,Brot,Freitag,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,autumn,False,False,False,True,1
