,Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Umsatz,KielerWoche,weekday,dayofyear,day_of_week,Product_type,Year,Date,Warengruppe_1.0,Warengruppe_2.0,Warengruppe_3.0,Warengruppe_4.0,Warengruppe_5.0,Warengruppe_6.0,day_of_week_enc_1.0,day_of_week_enc_2.0,day_of_week_enc_3.0,day_of_week_enc_4.0,day_of_week_enc_5.0,day_of_week_enc_6.0,day_of_week_enc_7.0,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Produktgruppe_enc
4290,2015-11-03,7.0,5.125,4.0,45.0,1511031.0,84.553670001191,0.0,1.0,307.0,Tuesday,Bread,2015.0,2015-11-03,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4296,2015-11-04,1.0,8.0,4.0,10.0,1511041.0,98.2032297845558,0.0,2.0,308.0,Wednesday,Bread,2015.0,2015-11-04,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4300,2015-11-05,6.0,13.375,5.0,61.0,1511051.0,95.5565289254052,0.0,3.0,309.0,Thursday,Bread,2015.0,2015-11-05,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4306,2015-11-06,8.0,13.75,6.0,61.0,1511061.0,70.8871682954291,0.0,4.0,310.0,Friday,Bread,2015.0,2015-11-06,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4312,2015-11-07,7.0,14.625,9.0,61.0,1511071.0,122.555120081886,0.0,5.0,311.0,Saturday,Bread,2015.0,2015-11-07,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4317,2015-11-08,1.0,13.0,12.0,,1511081.0,84.144949463918,0.0,6.0,312.0,Sunday,Bread,2015.0,2015-11-08,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4323,2015-11-09,5.0,12.0,15.0,21.0,1511091.0,142.252605742127,0.0,0.0,313.0,Monday,Bread,2015.0,2015-11-09,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4329,2015-11-10,7.0,15.0,18.0,61.0,1511101.0,54.2491742553091,0.0,1.0,314.0,Tuesday,Bread,2015.0,2015-11-10,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4335,2015-11-11,8.0,13.625,12.0,61.0,1511111.0,97.3992914498514,0.0,2.0,315.0,Wednesday,Bread,2015.0,2015-11-11,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4341,2015-11-12,2.0,13.125,17.0,0.0,1511121.0,68.1250970120964,0.0,3.0,316.0,Thursday,Bread,2015.0,2015-11-12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4347,2015-11-13,4.0,11.75,19.0,21.0,1511131.0,137.78054839384,0.0,4.0,317.0,Friday,Bread,2015.0,2015-11-13,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4352,2015-11-14,4.0,8.125,14.0,21.0,1511141.0,111.437166094331,0.0,5.0,318.0,Saturday,Bread,2015.0,2015-11-14,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4358,2015-11-15,7.0,8.5,4.0,61.0,1511151.0,51.1508390696867,0.0,6.0,319.0,Sunday,Bread,2015.0,2015-11-15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4364,2015-11-16,7.0,12.25,12.0,53.0,1511161.0,105.42649422144,0.0,0.0,320.0,Monday,Bread,2015.0,2015-11-16,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4369,2015-11-17,7.0,10.75,8.0,21.0,1511171.0,100.395764258721,0.0,1.0,321.0,Tuesday,Bread,2015.0,2015-11-17,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4375,2015-11-18,6.0,10.75,19.0,21.0,1511181.0,114.494850154785,0.0,2.0,322.0,Wednesday,Bread,2015.0,2015-11-18,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4381,2015-11-19,7.0,10.125,20.0,61.0,1511191.0,134.988103054341,0.0,3.0,323.0,Thursday,Bread,2015.0,2015-11-19,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4387,2015-11-20,7.0,7.75,9.0,61.0,1511201.0,74.7164382653143,0.0,4.0,324.0,Friday,Bread,2015.0,2015-11-20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4392,2015-11-21,7.0,4.5,15.0,63.0,1511211.0,101.399264556987,0.0,5.0,325.0,Saturday,Bread,2015.0,2015-11-21,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4398,2015-11-22,7.0,2.25,18.0,73.0,1511221.0,24.7966336699915,0.0,6.0,326.0,Sunday,Bread,2015.0,2015-11-22,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4404,2015-11-23,4.0,3.125,8.0,,1511231.0,154.755493939717,0.0,0.0,327.0,Monday,Bread,2015.0,2015-11-23,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4410,2015-11-24,7.0,3.125,14.0,61.0,1511241.0,72.2488946542933,0.0,1.0,328.0,Tuesday,Bread,2015.0,2015-11-24,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4416,2015-11-25,7.0,5.125,7.0,61.0,1511251.0,77.2817709171028,0.0,2.0,329.0,Wednesday,Bread,2015.0,2015-11-25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4422,2015-11-26,0.0,5.5,7.0,,1511261.0,88.5864343689461,0.0,3.0,330.0,Thursday,Bread,2015.0,2015-11-26,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4428,2015-11-27,7.0,5.25,11.0,,1511271.0,106.092543130648,0.0,4.0,331.0,Friday,Bread,2015.0,2015-11-27,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4434,2015-11-28,2.0,6.125,11.0,61.0,1511281.0,107.179811171241,0.0,5.0,332.0,Saturday,Bread,2015.0,2015-11-28,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4440,2015-11-29,7.0,8.25,15.0,63.0,1511291.0,58.3202195832375,0.0,6.0,333.0,Sunday,Bread,2015.0,2015-11-29,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4446,2015-11-30,5.0,5.75,18.0,61.0,1511301.0,116.154576103571,0.0,0.0,334.0,Monday,Bread,2015.0,2015-11-30,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
4452,2015-12-01,6.0,6.75,10.0,21.0,1512011.0,82.6707016113753,0.0,1.0,335.0,Tuesday,Bread,2015.0,2015-12-01,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4458,2015-12-02,7.0,10.5,9.0,21.0,1512021.0,76.6057982454552,0.0,2.0,336.0,Wednesday,Bread,2015.0,2015-12-02,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4464,2015-12-03,8.0,9.125,8.0,61.0,1512031.0,105.563330698629,0.0,3.0,337.0,Thursday,Bread,2015.0,2015-12-03,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4470,2015-12-04,6.0,9.25,17.0,61.0,1512041.0,131.863727048158,0.0,4.0,338.0,Friday,Bread,2015.0,2015-12-04,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4476,2015-12-05,6.0,9.0,14.0,61.0,1512051.0,76.8168361163005,0.0,5.0,339.0,Saturday,Bread,2015.0,2015-12-05,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4482,2015-12-06,7.0,10.875,19.0,20.0,1512061.0,60.0342630227906,0.0,6.0,340.0,Sunday,Bread,2015.0,2015-12-06,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4488,2015-12-07,6.0,8.25,3.0,,1512071.0,88.562588014754,0.0,0.0,341.0,Monday,Bread,2015.0,2015-12-07,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4494,2015-12-08,0.0,10.75,8.0,0.0,1512081.0,81.9208577619633,0.0,1.0,342.0,Tuesday,Bread,2015.0,2015-12-08,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4500,2015-12-09,3.0,8.75,12.0,21.0,1512091.0,72.712284202785,0.0,2.0,343.0,Wednesday,Bread,2015.0,2015-12-09,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4506,2015-12-10,7.0,6.625,13.0,21.0,1512101.0,87.3496995999479,0.0,3.0,344.0,Thursday,Bread,2015.0,2015-12-10,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4512,2015-12-11,5.0,6.125,11.0,63.0,1512111.0,73.56275671083,0.0,4.0,345.0,Friday,Bread,2015.0,2015-12-11,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4518,2015-12-12,3.0,6.875,10.0,61.0,1512121.0,116.377705397521,0.0,5.0,346.0,Saturday,Bread,2015.0,2015-12-12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4524,2015-12-13,1.0,5.25,9.0,,1512131.0,56.5437174806995,0.0,6.0,347.0,Sunday,Bread,2015.0,2015-12-13,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4530,2015-12-14,7.0,3.625,6.0,21.0,1512141.0,113.623981570417,0.0,0.0,348.0,Monday,Bread,2015.0,2015-12-14,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4536,2015-12-15,7.0,5.5,8.0,61.0,1512151.0,78.8474877114111,0.0,1.0,349.0,Tuesday,Bread,2015.0,2015-12-15,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4542,2015-12-16,8.0,6.25,7.0,10.0,1512161.0,110.850649097379,0.0,2.0,350.0,Wednesday,Bread,2015.0,2015-12-16,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4548,2015-12-17,7.0,11.875,9.0,53.0,1512171.0,103.843516197661,0.0,3.0,351.0,Thursday,Bread,2015.0,2015-12-17,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4554,2015-12-18,8.0,10.375,15.0,61.0,1512181.0,88.7319424672478,0.0,4.0,352.0,Friday,Bread,2015.0,2015-12-18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4560,2015-12-19,6.0,11.375,10.0,0.0,1512191.0,143.442015501486,0.0,5.0,353.0,Saturday,Bread,2015.0,2015-12-19,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4566,2015-12-20,5.0,12.5,9.0,,1512201.0,51.7103695029047,0.0,6.0,354.0,Sunday,Bread,2015.0,2015-12-20,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4572,2015-12-21,7.0,10.25,14.0,21.0,1512211.0,112.891222676487,0.0,0.0,355.0,Monday,Bread,2015.0,2015-12-21,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4578,2015-12-22,7.0,11.25,17.0,61.0,1512221.0,89.2481374766772,0.0,1.0,356.0,Tuesday,Bread,2015.0,2015-12-22,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4584,2015-12-23,6.0,10.375,20.0,61.0,1512231.0,205.881287125549,0.0,2.0,357.0,Wednesday,Bread,2015.0,2015-12-23,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4590,2015-12-24,3.0,8.375,11.0,61.0,1512241.0,195.39980134501,0.0,3.0,358.0,Thursday,Bread,2015.0,2015-12-24,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4596,2015-12-27,7.0,10.875,15.0,61.0,1512271.0,50.7942094660487,0.0,6.0,361.0,Sunday,Bread,2015.0,2015-12-27,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4602,2015-12-28,8.0,4.75,11.0,,1512281.0,127.385224894884,0.0,0.0,362.0,Monday,Bread,2015.0,2015-12-28,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4608,2015-12-29,7.0,5.125,11.0,,1512291.0,125.989547665193,0.0,1.0,363.0,Tuesday,Bread,2015.0,2015-12-29,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4614,2015-12-30,8.0,5.25,9.0,0.0,1512301.0,143.702283482079,0.0,2.0,364.0,Wednesday,Bread,2015.0,2015-12-30,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4620,2015-12-31,7.0,2.0,10.0,61.0,1512311.0,249.037809581614,0.0,3.0,365.0,Thursday,Bread,2015.0,2015-12-31,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
4625,2016-01-02,8.0,0.0,16.0,10.0,1601021.0,122.885747411276,0.0,5.0,2.0,Saturday,Bread,2016.0,2016-01-02,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4630,2016-01-03,7.0,-5.5,13.0,0.0,1601031.0,67.3281609732765,0.0,6.0,3.0,Sunday,Bread,2016.0,2016-01-03,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4635,2016-01-04,5.0,-6.0,15.0,10.0,1601041.0,128.822051799542,0.0,0.0,4.0,Monday,Bread,2016.0,2016-01-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4640,2016-01-05,1.0,-3.625,14.0,5.0,1601051.0,105.310039162795,0.0,1.0,5.0,Tuesday,Bread,2016.0,2016-01-05,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4645,2016-01-06,0.0,-3.0,12.0,5.0,1601061.0,90.0053108415906,0.0,2.0,6.0,Wednesday,Bread,2016.0,2016-01-06,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4650,2016-01-07,7.0,-4.0,13.0,22.0,1601071.0,155.456329863677,0.0,3.0,7.0,Thursday,Bread,2016.0,2016-01-07,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4655,2016-01-08,7.0,1.75,20.0,61.0,1601081.0,68.7481180605328,0.0,4.0,8.0,Friday,Bread,2016.0,2016-01-08,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4660,2016-01-09,4.0,2.875,6.0,21.0,1601091.0,88.5967160881984,0.0,5.0,9.0,Saturday,Bread,2016.0,2016-01-09,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4665,2016-01-10,7.0,2.125,8.0,63.0,1601101.0,39.937818475784,0.0,6.0,10.0,Sunday,Bread,2016.0,2016-01-10,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4670,2016-01-11,7.0,2.5,6.0,45.0,1601111.0,123.468161375388,0.0,0.0,11.0,Monday,Bread,2016.0,2016-01-11,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4675,2016-01-12,7.0,4.0,8.0,63.0,1601121.0,96.7749099762038,0.0,1.0,12.0,Tuesday,Bread,2016.0,2016-01-12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4680,2016-01-13,8.0,1.875,14.0,61.0,1601131.0,69.6713814579147,0.0,2.0,13.0,Wednesday,Bread,2016.0,2016-01-13,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4685,2016-01-14,6.0,1.75,6.0,10.0,1601141.0,103.240917970383,0.0,3.0,14.0,Thursday,Bread,2016.0,2016-01-14,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4690,2016-01-15,7.0,2.125,12.0,10.0,1601151.0,76.7043334988454,0.0,4.0,15.0,Friday,Bread,2016.0,2016-01-15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4695,2016-01-16,7.0,0.5,5.0,10.0,1601161.0,134.82042208679,0.0,5.0,16.0,Saturday,Bread,2016.0,2016-01-16,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4700,2016-01-17,3.0,-1.375,9.0,,1601171.0,41.7306726855902,0.0,6.0,17.0,Sunday,Bread,2016.0,2016-01-17,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4705,2016-01-18,6.0,-1.75,6.0,10.0,1601181.0,113.848186314372,0.0,0.0,18.0,Monday,Bread,2016.0,2016-01-18,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4710,2016-01-19,7.0,-2.5,10.0,73.0,1601191.0,99.3856405745354,0.0,1.0,19.0,Tuesday,Bread,2016.0,2016-01-19,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4715,2016-01-20,7.0,-1.625,8.0,28.0,1601201.0,79.1353473096275,0.0,2.0,20.0,Wednesday,Bread,2016.0,2016-01-20,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4720,2016-01-21,4.0,-4.875,5.0,20.0,1601211.0,108.595935694673,0.0,3.0,21.0,Thursday,Bread,2016.0,2016-01-21,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4725,2016-01-22,1.0,-3.0,7.0,10.0,1601221.0,96.3055837260512,0.0,4.0,22.0,Friday,Bread,2016.0,2016-01-22,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4730,2016-01-23,6.0,3.125,6.0,49.0,1601231.0,96.7489428154796,0.0,5.0,23.0,Saturday,Bread,2016.0,2016-01-23,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4735,2016-01-24,7.0,5.125,7.0,10.0,1601241.0,41.653137191445,0.0,6.0,24.0,Sunday,Bread,2016.0,2016-01-24,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4740,2016-01-25,8.0,9.0,9.0,45.0,1601251.0,101.660734532574,0.0,0.0,25.0,Monday,Bread,2016.0,2016-01-25,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4745,2016-01-26,7.0,7.875,9.0,,1601261.0,93.194311458274,0.0,1.0,26.0,Tuesday,Bread,2016.0,2016-01-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4750,2016-01-27,7.0,10.375,15.0,61.0,1601271.0,86.5509289158139,0.0,2.0,27.0,Wednesday,Bread,2016.0,2016-01-27,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4755,2016-01-28,5.0,6.75,16.0,21.0,1601281.0,124.556569599892,0.0,3.0,28.0,Thursday,Bread,2016.0,2016-01-28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4760,2016-01-29,7.0,8.125,17.0,61.0,1601291.0,91.0082856635981,0.0,4.0,29.0,Friday,Bread,2016.0,2016-01-29,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4765,2016-01-30,7.0,6.625,17.0,65.0,1601301.0,90.1685996751073,0.0,5.0,30.0,Saturday,Bread,2016.0,2016-01-30,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4770,2016-01-31,6.0,4.125,13.0,61.0,1601311.0,52.0502097378234,0.0,6.0,31.0,Sunday,Bread,2016.0,2016-01-31,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.0
4775,2016-02-01,7.0,7.875,21.0,61.0,1602011.0,100.874631975329,0.0,0.0,32.0,Monday,Bread,2016.0,2016-02-01,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4780,2016-02-02,6.0,7.5,20.0,61.0,1602021.0,101.820989696245,0.0,1.0,33.0,Tuesday,Bread,2016.0,2016-02-02,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4785,2016-02-03,6.0,4.75,15.0,61.0,1602031.0,114.464238664044,0.0,2.0,34.0,Wednesday,Bread,2016.0,2016-02-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4790,2016-02-04,5.0,4.25,12.0,22.0,1602041.0,128.594824919993,0.0,3.0,35.0,Thursday,Bread,2016.0,2016-02-04,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4795,2016-02-05,7.0,4.5,10.0,61.0,1602051.0,124.433139717936,0.0,4.0,36.0,Friday,Bread,2016.0,2016-02-05,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4800,2016-02-06,7.0,9.375,11.0,21.0,1602061.0,121.619679418936,0.0,5.0,37.0,Saturday,Bread,2016.0,2016-02-06,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4805,2016-02-07,6.0,9.75,12.0,21.0,1602071.0,85.2218274039122,0.0,6.0,38.0,Sunday,Bread,2016.0,2016-02-07,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4810,2016-02-08,7.0,8.5,16.0,63.0,1602081.0,88.3772693920283,0.0,0.0,39.0,Monday,Bread,2016.0,2016-02-08,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4815,2016-02-09,5.0,6.75,15.0,61.0,1602091.0,89.5365624321665,0.0,1.0,40.0,Tuesday,Bread,2016.0,2016-02-09,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4820,2016-02-10,7.0,3.75,9.0,61.0,1602101.0,64.7482479156876,0.0,2.0,41.0,Wednesday,Bread,2016.0,2016-02-10,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4825,2016-02-11,7.0,5.25,7.0,61.0,1602111.0,90.7630000858516,0.0,3.0,42.0,Thursday,Bread,2016.0,2016-02-11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4830,2016-02-12,7.0,3.5,6.0,61.0,1602121.0,92.3826818576777,0.0,4.0,43.0,Friday,Bread,2016.0,2016-02-12,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4835,2016-02-13,6.0,2.0,8.0,20.0,1602131.0,124.492562694277,0.0,5.0,44.0,Saturday,Bread,2016.0,2016-02-13,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4840,2016-02-14,8.0,2.875,20.0,61.0,1602141.0,75.4669049257995,0.0,6.0,45.0,Sunday,Bread,2016.0,2016-02-14,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4845,2016-02-15,8.0,0.75,14.0,,1602151.0,136.432230966611,0.0,0.0,46.0,Monday,Bread,2016.0,2016-02-15,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4850,2016-02-16,0.0,2.125,5.0,,1602161.0,68.0478380664933,0.0,1.0,47.0,Tuesday,Bread,2016.0,2016-02-16,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4855,2016-02-17,1.0,1.75,10.0,0.0,1602171.0,115.322591894885,0.0,2.0,48.0,Wednesday,Bread,2016.0,2016-02-17,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4860,2016-02-18,5.0,1.875,6.0,10.0,1602181.0,130.016478349823,0.0,3.0,49.0,Thursday,Bread,2016.0,2016-02-18,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4865,2016-02-19,7.0,3.25,6.0,61.0,1602191.0,121.1062736985,0.0,4.0,50.0,Friday,Bread,2016.0,2016-02-19,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4870,2016-02-20,7.0,6.0,12.0,61.0,1602201.0,85.2473137621134,0.0,5.0,51.0,Saturday,Bread,2016.0,2016-02-20,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
4875,2016-02-21,7.0,6.875,12.0,61.0,1602211.0,57.7117326850023,0.0,6.0,52.0,Sunday,Bread,2016.0,2016-02-21,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1.0
