Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Produktgruppe,Wochentag,Monat,Jahr,Umsatz_lag_1,Umsatz_lag_7,Umsatz_lag_14,Umsatz_rolling_mean_3,Umsatz_rolling_std_3,Umsatz_rolling_mean_7,Umsatz_rolling_std_7,Ist_Wochenende,Jahreszeit,Regenstaerke,Ist_Feiertag_SH,Ist_Feiertag_Bundesweit,Ist_Schulferien_SH,Veranstaltung_Holstenkoeste,Veranstaltung_Kieler_Umschlag,Veranstaltung_Kieler_Weihnachtsmaerkte,Veranstaltung_Kieler_Woche,Veranstaltung_NOK_Romantika,Veranstaltung_NordArt,Veranstaltung_Seebrueckenfest,Veranstaltung_Sprottentage
2013-10-09,369.54062,7.0,14.3125,10.0,21.0,,Brötchen,Mittwoch,10,2013,149.76176,318.48166,225.34682,254.98643,110.18605,205.62416,112.38647,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-09,153.10464,7.0,14.3125,10.0,21.0,,Croissant,Mittwoch,10,2013,369.54062,96.8671,129.9522,224.13568,125.93546,213.65808,105.0894,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-09,101.89269,7.0,14.3125,10.0,21.0,,Konditorei,Mittwoch,10,2013,153.10464,324.6166,340.7012,208.17932,142.0696,181.8404,99.461754,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-09,260.83124,7.0,14.3125,10.0,21.0,,Kuchen,Mittwoch,10,2013,101.89269,179.71808,124.841545,171.94286,81.126595,193.42798,103.80349,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-10,119.300285,5.0,10.975,6.0,,,Brot,Donnerstag,10,2013,260.83124,73.207985,372.4523,160.67474,87.173676,200.01259,96.08118,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-10,349.1495,5.0,10.975,6.0,,,Brötchen,Donnerstag,10,2013,119.300285,245.65692,146.80202,243.09367,115.94668,214.79726,111.06895,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-10,157.49146,5.0,10.975,6.0,,,Croissant,Donnerstag,10,2013,349.1495,149.76176,70.20082,208.64708,123.16793,215.90149,110.35071,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-10,70.966835,5.0,10.975,6.0,,,Konditorei,Donnerstag,10,2013,157.49146,369.54062,318.48166,192.53593,142.36392,173.2481,98.08972,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-10,266.15674,5.0,10.975,6.0,,,Kuchen,Donnerstag,10,2013,70.966835,153.10464,96.8671,164.87167,97.804016,189.39839,103.38439,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-11,123.23482,7.0,13.8625,20.0,10.0,,Brot,Freitag,10,2013,266.15674,101.89269,324.6166,153.45279,101.04266,192.44727,100.65228,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-11,349.11298,7.0,13.8625,20.0,10.0,,Brötchen,Freitag,10,2013,123.23482,260.83124,179.71808,246.16818,114.25801,205.05894,115.137375,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-11,166.02196,7.0,13.8625,20.0,10.0,,Croissant,Freitag,10,2013,349.11298,119.300285,73.207985,212.78992,119.98195,211.73347,110.60228,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-11,75.30241,7.0,13.8625,20.0,10.0,,Konditorei,Freitag,10,2013,166.02196,349.1495,245.65692,196.81244,139.47795,172.61246,101.99206,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-11,229.07231,7.0,13.8625,20.0,10.0,,Kuchen,Freitag,10,2013,75.30241,157.49146,149.76176,156.79889,77.29874,182.83829,103.79577,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-12,140.26242,8.0,13.025,21.0,63.0,,Brot,Samstag,10,2013,229.07231,70.966835,369.54062,148.21237,77.1926,192.73766,94.209755,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-12,425.0708,8.0,13.025,21.0,63.0,,Brötchen,Samstag,10,2013,140.26242,266.15674,153.10464,264.80185,145.72716,215.43967,127.95411,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-12,204.7487,8.0,13.025,21.0,63.0,,Croissant,Samstag,10,2013,425.0708,123.23482,101.89269,256.69397,149.34084,227.0845,121.72159,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-12,85.83395,8.0,13.025,21.0,63.0,,Konditorei,Samstag,10,2013,204.7487,349.11298,260.83124,238.55115,172.126,189.47322,118.360596,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-12,273.2216,8.0,13.025,21.0,63.0,,Kuchen,Samstag,10,2013,85.83395,166.02196,119.300285,187.93475,94.81858,204.78746,121.70835,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-13,42.99679,5.0,10.8625,5.0,,,Brot,Sonntag,10,2013,273.2216,75.30241,349.1495,134.01744,122.44224,200.17236,127.89207,True,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-13,452.2757,5.0,10.8625,5.0,,,Brötchen,Sonntag,10,2013,42.99679,229.07231,157.49146,256.1647,205.1719,232.05856,160.07397,True,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-13,187.1653,5.0,10.8625,5.0,,,Croissant,Sonntag,10,2013,452.2757,140.26242,70.966835,227.47926,207.59628,238.75897,156.53363,True,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-13,149.25084,5.0,10.8625,5.0,,,Konditorei,Sonntag,10,2013,187.1653,425.0708,266.15674,262.89728,165.0985,199.35612,135.0606,True,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-13,248.35776,5.0,10.8625,5.0,,,Kuchen,Sonntag,10,2013,149.25084,204.7487,123.23482,194.92464,50.007008,205.58598,136.35039,True,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-14,109.86375,2.0,12.525,6.0,,,Brot,Montag,10,2013,248.35776,85.83395,349.11298,169.15744,71.36072,209.01881,133.09663,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-14,328.25513,2.0,12.525,6.0,,,Brötchen,Montag,10,2013,109.86375,273.2216,166.02196,228.82555,110.49809,216.88075,139.01494,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-14,155.66818,2.0,12.525,6.0,,,Croissant,Montag,10,2013,328.25513,42.99679,75.30241,197.92902,115.16589,232.97667,120.86405,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-14,52.461,2.0,12.525,6.0,,,Konditorei,Montag,10,2013,155.66818,452.2757,229.07231,178.79477,139.34393,175.86028,90.651886,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-14,270.4197,2.0,12.525,6.0,,,Kuchen,Montag,10,2013,52.461,187.1653,140.26242,159.5163,109.0303,187.75377,97.5791,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-15,130.43181,7.0,10.6625,4.0,63.0,,Brot,Dienstag,10,2013,270.4197,149.25084,425.0708,151.10417,110.44007,185.06534,99.064644,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-15,354.8854,7.0,10.6625,4.0,63.0,,Brötchen,Dienstag,10,2013,130.43181,248.35776,204.7487,251.91231,113.36555,200.28357,116.971924,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-15,127.28424,7.0,10.6625,4.0,63.0,,Croissant,Dienstag,10,2013,354.8854,109.86375,85.83395,204.20049,130.50645,202.77222,114.89443,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-15,93.05788,7.0,10.6625,4.0,63.0,,Konditorei,Dienstag,10,2013,127.28424,328.25513,273.2216,191.74251,142.31853,169.1726,106.13916,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-15,219.94176,7.0,10.6625,4.0,63.0,,Kuchen,Dienstag,10,2013,93.05788,155.66818,42.99679,146.76129,65.645996,178.35454,107.546974,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-16,146.07059,8.0,12.275,7.0,,,Brot,Mittwoch,10,2013,219.94176,52.461,452.2757,153.0234,63.727043,191.72734,94.286224,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-16,324.75754,8.0,12.275,7.0,,,Brötchen,Mittwoch,10,2013,146.07059,270.4197,187.1653,230.25662,89.78894,199.48988,103.619576,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-16,143.14809,8.0,12.275,7.0,,,Croissant,Mittwoch,10,2013,324.75754,130.43181,149.25084,204.65874,104.018875,201.3065,102.310295,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-16,91.15159,8.0,12.275,7.0,,,Konditorei,Mittwoch,10,2013,143.14809,354.8854,248.35776,186.3524,122.64948,163.63023,83.08179,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-16,288.91824,8.0,12.275,7.0,,,Kuchen,Mittwoch,10,2013,91.15159,127.28424,109.86375,174.40598,102.52173,186.72081,93.148026,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-17,89.941185,7.0,12.0,15.0,65.0,,Brot,Donnerstag,10,2013,288.91824,93.05788,328.25513,156.67033,114.53165,186.27557,93.6763,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-17,324.98264,7.0,12.0,15.0,65.0,,Brötchen,Donnerstag,10,2013,89.941185,219.94176,155.66818,234.61401,126.58133,201.2814,107.379005,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-17,138.52353,7.0,12.0,15.0,65.0,,Croissant,Donnerstag,10,2013,324.98264,146.07059,52.461,184.48245,124.07775,200.20326,108.06147,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-17,85.61886,7.0,12.0,15.0,65.0,,Konditorei,Donnerstag,10,2013,138.52353,324.75754,270.4197,183.04167,125.738434,166.04059,99.59073,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-17,244.42888,7.0,12.0,15.0,65.0,,Kuchen,Donnerstag,10,2013,85.61886,143.14809,130.43181,156.19043,80.8656,180.50928,103.00901,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-18,111.233696,1.0,9.075,9.0,,,Brot,Freitag,10,2013,244.42888,91.15159,354.8854,147.09381,85.26205,183.37814,100.350914,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-18,321.7099,1.0,9.075,9.0,,,Brötchen,Freitag,10,2013,111.233696,288.91824,127.28424,225.79083,106.468735,188.06267,106.66551,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-18,154.06041,1.0,9.075,9.0,,,Croissant,Freitag,10,2013,321.7099,89.941185,93.05788,195.668,111.236015,197.22256,99.33629,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-18,65.0177,1.0,9.075,9.0,,,Konditorei,Freitag,10,2013,154.06041,324.98264,219.94176,180.26266,130.33664,160.08472,91.93035,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-18,295.07684,1.0,9.075,9.0,,,Kuchen,Freitag,10,2013,65.0177,138.52353,146.07059,171.38498,116.003914,182.44946,104.05435,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-19,121.59086,7.0,9.45,9.0,,,Brot,Samstag,10,2013,295.07684,85.61886,324.75754,160.5618,119.878494,187.58833,99.25271,True,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-19,379.7774,7.0,9.45,9.0,,,Brötchen,Samstag,10,2013,121.59086,244.42888,143.14809,265.4817,131.61298,206.92383,122.607346,True,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-19,218.40381,7.0,9.45,9.0,,,Croissant,Samstag,10,2013,379.7774,111.233696,91.15159,239.92403,130.43164,222.23384,115.130196,True,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-19,61.58908,7.0,9.45,9.0,,,Konditorei,Samstag,10,2013,218.40381,321.7099,288.91824,219.92343,159.09961,185.07373,119.565125,True,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-19,281.5592,7.0,9.45,9.0,,,Kuchen,Samstag,10,2013,61.58908,154.06041,89.941185,187.18404,113.25952,203.28784,123.69334,True,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-20,70.14198,7.0,15.1875,8.0,21.0,,Brot,Sonntag,10,2013,281.5592,65.0177,324.98264,137.76343,124.6042,204.01988,122.75021,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-20,437.6611,7.0,15.1875,8.0,21.0,,Brötchen,Sonntag,10,2013,70.14198,295.07684,138.52353,263.12076,184.45204,224.38907,149.33086,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-20,184.7387,7.0,15.1875,8.0,21.0,,Croissant,Sonntag,10,2013,437.6611,121.59086,85.61886,230.84726,188.04807,233.41019,143.8942,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-20,124.018845,7.0,15.1875,8.0,21.0,,Konditorei,Sonntag,10,2013,184.7387,379.7774,244.42888,248.80621,166.34708,196.87325,132.55923,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-20,229.5169,7.0,15.1875,8.0,21.0,,Kuchen,Sonntag,10,2013,124.018845,218.40381,111.233696,179.42482,52.949394,198.46083,132.9261,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-21,122.98787,7.0,14.2625,8.0,61.0,,Brot,Montag,10,2013,229.5169,61.58908,321.7099,158.8412,61.20912,207.23209,124.12349,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-21,312.39047,7.0,14.2625,8.0,61.0,,Brötchen,Montag,10,2013,122.98787,281.5592,154.06041,221.63174,94.94719,211.63655,127.69614,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-21,158.60007,7.0,14.2625,8.0,61.0,,Croissant,Montag,10,2013,312.39047,70.14198,65.0177,197.9928,100.658714,224.27342,115.11743,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-21,71.24436,7.0,14.2625,8.0,61.0,,Konditorei,Montag,10,2013,158.60007,437.6611,295.07684,180.74496,122.08874,171.92818,79.80764,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-21,187.56277,7.0,14.2625,8.0,61.0,,Kuchen,Montag,10,2013,71.24436,184.7387,121.59086,139.13574,60.552773,172.33162,79.89029,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-22,111.927086,2.0,17.6375,7.0,,,Brot,Dienstag,10,2013,187.56277,124.018845,379.7774,123.57807,59.02798,170.60422,81.22853,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-22,367.73163,2.0,17.6375,7.0,,,Brötchen,Dienstag,10,2013,111.927086,229.5169,218.40381,222.40717,131.4138,190.34918,109.73294,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-22,124.34984,2.0,17.6375,7.0,,,Croissant,Dienstag,10,2013,367.73163,122.98787,61.58908,201.33618,144.23648,190.54375,109.59472,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-22,96.99231,2.0,17.6375,7.0,,,Konditorei,Dienstag,10,2013,124.34984,312.39047,281.5592,196.35793,149.04301,159.77258,99.451164,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-22,255.79361,2.0,17.6375,7.0,,,Kuchen,Dienstag,10,2013,96.99231,158.60007,70.14198,159.04526,84.895775,173.65738,105.83978,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-23,125.81602,6.0,17.675,9.0,,,Brot,Mittwoch,10,2013,255.79361,71.24436,437.6611,159.53398,84.59988,181.45332,98.81573,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-23,339.19104,6.0,17.675,9.0,,,Brötchen,Mittwoch,10,2013,125.81602,187.56277,184.7387,240.26689,107.53155,203.1145,115.57588,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-23,127.20623,6.0,17.675,9.0,,,Croissant,Mittwoch,10,2013,339.19104,111.927086,124.018845,197.40443,122.79278,205.29724,113.6957,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-23,94.66388,6.0,17.675,9.0,,,Konditorei,Mittwoch,10,2013,127.20623,367.73163,229.5169,187.02039,132.78435,166.28757,93.77526,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-23,271.19232,6.0,17.675,9.0,,,Kuchen,Mittwoch,10,2013,94.66388,124.34984,122.98787,164.35414,93.94439,187.26506,99.10319,False,Herbst,,True,True,True,False,False,False,False,False,False,False,False
2013-10-24,123.16341,5.0,12.6875,12.0,61.0,,Brot,Donnerstag,10,2013,271.19232,96.99231,312.39047,163.00653,94.76908,191.00378,95.560326,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-24,347.14734,5.0,12.6875,12.0,61.0,,Brötchen,Donnerstag,10,2013,123.16341,255.79361,158.60007,247.1677,113.90824,204.05432,110.89148,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-24,156.23134,5.0,12.6875,12.0,61.0,,Croissant,Donnerstag,10,2013,347.14734,125.81602,71.24436,208.84737,120.907135,208.39937,107.86965,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-24,95.99951,5.0,12.6875,12.0,61.0,,Konditorei,Donnerstag,10,2013,156.23134,339.19104,187.56277,199.79272,131.11829,173.65771,97.3769,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-24,246.17548,5.0,12.6875,12.0,61.0,,Kuchen,Donnerstag,10,2013,95.99951,127.20623,111.927086,166.13544,75.57628,190.65332,98.29607,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-24,41.813038,5.0,12.6875,12.0,61.0,,Saisonbrot,Donnerstag,10,2013,246.17548,94.66388,367.73163,127.99601,105.87178,183.10321,108.40751,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-25,113.66186,7.0,11.8875,7.0,61.0,,Brot,Freitag,10,2013,41.813038,271.19232,124.34984,133.88345,103.67105,160.59885,103.30409,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-25,331.53192,7.0,11.8875,7.0,61.0,,Brötchen,Freitag,10,2013,113.66186,123.16341,96.99231,162.3356,150.86784,190.36578,119.47428,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-25,160.59106,7.0,11.8875,7.0,61.0,,Croissant,Freitag,10,2013,331.53192,347.14734,255.79361,201.92828,114.66654,163.71489,97.44982,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-25,70.05324,7.0,11.8875,7.0,61.0,,Konditorei,Freitag,10,2013,160.59106,156.23134,125.81602,187.39207,132.78365,151.40373,103.79014,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-25,262.47974,7.0,11.8875,7.0,61.0,,Kuchen,Freitag,10,2013,70.05324,95.99951,339.19104,164.37468,96.26903,175.18661,107.96854,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-25,16.410875,7.0,11.8875,7.0,61.0,,Saisonbrot,Freitag,10,2013,262.47974,246.17548,127.20623,116.31461,129.39304,142.3631,117.311455,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-26,161.6788,5.0,16.775,10.0,21.0,,Brot,Samstag,10,2013,16.410875,41.813038,94.66388,146.85648,123.702255,159.48679,108.614075,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-26,403.1764,5.0,16.775,10.0,21.0,,Brötchen,Samstag,10,2013,161.6788,113.66186,271.19232,193.75536,195.36778,200.84601,139.09991,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-26,189.2422,5.0,16.775,10.0,21.0,,Croissant,Samstag,10,2013,403.1764,331.53192,123.16341,251.3658,132.1922,180.5189,126.65978,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-26,63.04058,5.0,16.775,10.0,21.0,,Konditorei,Samstag,10,2013,189.2422,160.59106,347.14734,218.48639,171.94333,166.58311,134.35078,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-26,260.81296,5.0,16.775,10.0,21.0,,Kuchen,Samstag,10,2013,63.04058,70.05324,156.23134,171.03192,100.13586,193.8345,130.80748,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-26,18.574457,5.0,16.775,10.0,21.0,,Saisonbrot,Samstag,10,2013,260.81296,262.47974,95.99951,114.14266,128.95131,158.99089,141.52087,True,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-27,102.355194,6.0,14.9875,16.0,65.0,,Brot,Sonntag,10,2013,18.574457,16.410875,246.17548,127.247536,123.022736,171.26866,130.37912,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-27,541.8679,6.0,14.9875,16.0,65.0,,Brötchen,Sonntag,10,2013,102.355194,161.6788,41.813038,220.93253,281.0773,225.58139,190.87302,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-27,190.71274,6.0,14.9875,16.0,65.0,,Croissant,Sonntag,10,2013,541.8679,403.1764,113.66186,278.31195,232.48242,195.22943,174.07957,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-27,186.53764,6.0,14.9875,16.0,65.0,,Konditorei,Sonntag,10,2013,190.71274,189.2422,331.53192,306.37277,203.95547,194.84306,174.09807,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-27,292.45245,6.0,14.9875,16.0,65.0,,Kuchen,Sonntag,10,2013,186.53764,63.04058,160.59106,223.23428,59.981037,227.6162,166.5823,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-27,24.640083,6.0,14.9875,16.0,65.0,,Saisonbrot,Sonntag,10,2013,292.45245,260.81296,70.05324,167.87672,134.87787,193.87721,181.94644,True,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-28,129.4822,7.0,14.3625,29.0,63.0,,Brot,Montag,10,2013,24.640083,18.574457,262.47974,148.85825,134.95348,209.72118,168.46635,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-28,358.4739,7.0,14.3625,29.0,63.0,,Brötchen,Montag,10,2013,129.4822,102.355194,16.410875,170.86539,170.72107,246.30957,169.07318,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-28,133.33614,7.0,14.3625,29.0,63.0,,Croissant,Montag,10,2013,358.4739,541.8679,161.6788,207.09741,131.11005,187.94788,110.3631,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-28,74.32384,7.0,14.3625,29.0,63.0,,Konditorei,Montag,10,2013,133.33614,190.71274,403.1764,188.71129,149.9504,171.32089,118.355156,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-28,196.84187,7.0,14.3625,29.0,63.0,,Kuchen,Montag,10,2013,74.32384,186.53764,189.2422,134.83395,61.27275,172.79292,118.639694,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-29,112.2859,7.0,10.775,17.0,63.0,,Brot,Dienstag,10,2013,196.84187,292.45245,63.04058,127.8172,62.718285,147.05484,107.36063,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-29,343.38257,7.0,10.775,17.0,63.0,,Brötchen,Dienstag,10,2013,112.2859,24.640083,260.81296,217.50345,116.92559,192.5895,114.16596,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-29,140.48573,7.0,10.775,17.0,63.0,,Croissant,Dienstag,10,2013,343.38257,129.4822,18.574457,198.71806,126.07407,194.16142,113.22409,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-29,74.7359,7.0,10.775,17.0,63.0,,Konditorei,Dienstag,10,2013,140.48573,358.4739,102.355194,186.2014,140.03642,153.62743,93.70254,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-29,194.05035,7.0,10.775,17.0,63.0,,Kuchen,Dienstag,10,2013,74.7359,133.33614,541.8679,136.424,59.76084,162.30087,94.31921,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-29,43.515366,7.0,10.775,17.0,63.0,,Saisonbrot,Dienstag,10,2013,194.05035,74.32384,190.71274,104.10054,79.44751,157.89967,99.6754,False,Herbst,Mäßig,True,True,True,False,False,False,False,False,False,False,False
2013-10-30,121.50608,6.0,10.4375,10.0,61.0,,Brot,Mittwoch,10,2013,43.515366,196.84187,186.53764,119.6906,75.28391,147.13742,98.83347,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-30,315.52182,6.0,10.4375,10.0,61.0,,Brötchen,Mittwoch,10,2013,121.50608,112.2859,292.45245,160.18109,140.06676,176.17111,115.35909,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-30,130.0664,6.0,10.4375,10.0,61.0,,Croissant,Mittwoch,10,2013,315.52182,343.38257,24.640083,189.03143,109.62747,145.69739,88.98666,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-30,48.10841,6.0,10.4375,10.0,61.0,,Konditorei,Mittwoch,10,2013,130.0664,140.48573,129.4822,164.56555,137.0041,132.50063,96.4271,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-30,295.2669,6.0,10.4375,10.0,61.0,,Kuchen,Mittwoch,10,2013,48.10841,74.7359,358.4739,157.8139,125.8939,164.00505,109.542625,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-30,38.894268,6.0,10.4375,10.0,61.0,,Saisonbrot,Mittwoch,10,2013,295.2669,194.05035,133.33614,127.423195,145.42992,141.83989,117.83353,False,Herbst,Leicht,True,True,True,False,False,False,False,False,False,False,False
2013-10-31,133.72354,5.0,11.1625,13.0,21.0,,Brot,Donnerstag,10,2013,38.894268,43.515366,74.32384,155.96158,129.62495,154.72678,109.95765,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-31,297.25113,5.0,11.1625,13.0,21.0,,Brötchen,Donnerstag,10,2013,133.72354,121.50608,196.84187,156.62299,130.69183,179.8332,120.65195,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-31,131.888,5.0,11.1625,13.0,21.0,,Croissant,Donnerstag,10,2013,297.25113,315.52182,112.2859,187.6209,94.94701,153.59981,105.20722,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-31,85.51714,5.0,11.1625,13.0,21.0,,Konditorei,Donnerstag,10,2013,131.888,130.0664,343.38257,171.5521,111.30027,147.23563,108.173676,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
2013-10-31,242.15286,5.0,11.1625,13.0,21.0,,Kuchen,Donnerstag,10,2013,85.51714,48.10841,140.48573,153.186,80.460495,174.95627,103.29029,False,Herbst,Kein Regen,True,True,True,False,False,False,False,False,False,False,False
