id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Produktgruppe,Wochentag,Monat,Jahr,Feiertag_Bereich,Feiertag_Bundesland,Feiertag,Veranstaltung_Holstenkoeste,Veranstaltung_Kieler_Umschlag,Veranstaltung_Kieler_Weihnachtsmaerkte,Veranstaltung_Kieler_Woche,Veranstaltung_NOK_Romantika,Veranstaltung_NordArt,Veranstaltung_Seebrueckenfest,Veranstaltung_Sprottentage
1310112,2013-10-11,2,349.11298,7,13.8625,20,10,,Brötchen,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
1310122,2013-10-12,2,425.0708,8,13.025,21,63,,Brötchen,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
1310132,2013-10-13,2,452.2757,5,10.8625,5,,,Brötchen,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
1310142,2013-10-14,2,328.25513,2,12.525,6,,,Brötchen,Montag,10,2013,,,,False,False,False,False,False,False,False,False
1310152,2013-10-15,2,354.8854,7,10.6625,4,63,,Brötchen,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
1310162,2013-10-16,2,324.75754,8,12.275,7,,,Brötchen,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
1310172,2013-10-17,2,324.98264,7,12.0,15,65,,Brötchen,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
1310182,2013-10-18,2,321.7099,1,9.075,9,,,Brötchen,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
1310192,2013-10-19,2,379.7774,7,9.45,9,,,Brötchen,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
1310202,2013-10-20,2,437.6611,7,15.1875,8,21,,Brötchen,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
1310212,2013-10-21,2,312.39047,7,14.2625,8,61,,Brötchen,Montag,10,2013,,,,False,False,False,False,False,False,False,False
1310222,2013-10-22,2,367.73163,2,17.6375,7,,,Brötchen,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
1310232,2013-10-23,2,339.19104,6,17.675,9,,,Brötchen,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
1310242,2013-10-24,2,347.14734,5,12.6875,12,61,,Brötchen,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
1310252,2013-10-25,2,331.53192,7,11.8875,7,61,,Brötchen,Freitag,10,2013,,,,False,False,False,False,False,False,False,False
1310262,2013-10-26,2,403.1764,5,16.775,10,21,,Brötchen,Samstag,10,2013,,,,False,False,False,False,False,False,False,False
1310272,2013-10-27,2,541.8679,6,14.9875,16,65,,Brötchen,Sonntag,10,2013,,,,False,False,False,False,False,False,False,False
1310282,2013-10-28,2,358.4739,7,14.3625,29,63,,Brötchen,Montag,10,2013,,,,False,False,False,False,False,False,False,False
1310292,2013-10-29,2,343.38257,7,10.775,17,63,,Brötchen,Dienstag,10,2013,,,,False,False,False,False,False,False,False,False
1310302,2013-10-30,2,315.52182,6,10.4375,10,61,,Brötchen,Mittwoch,10,2013,,,,False,False,False,False,False,False,False,False
1310312,2013-10-31,2,297.25113,5,11.1625,13,21,,Brötchen,Donnerstag,10,2013,,,,False,False,False,False,False,False,False,False
1311012,2013-11-01,2,336.0182,8,10.625,9,63,,Brötchen,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
1311022,2013-11-02,2,433.41147,8,8.8875,3,63,,Brötchen,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
1311032,2013-11-03,2,549.62006,6,10.7,15,21,,Brötchen,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
1311042,2013-11-04,2,269.38605,7,6.8375,7,63,,Brötchen,Montag,11,2013,,,,False,False,False,False,False,False,False,False
1311052,2013-11-05,2,247.50168,4,8.9,12,61,,Brötchen,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
1311062,2013-11-06,2,273.9522,4,8.1375,12,63,,Brötchen,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
1311072,2013-11-07,2,276.671,6,9.5,10,61,,Brötchen,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
1311082,2013-11-08,2,270.93518,3,9.325,9,,,Brötchen,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
1311092,2013-11-09,2,391.25742,5,7.7,16,63,,Brötchen,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
1311102,2013-11-10,2,554.3588,2,6.9875,12,63,,Brötchen,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
1311112,2013-11-11,2,277.91092,2,8.3125,5,,,Brötchen,Montag,11,2013,,,,False,False,False,False,False,False,False,False
1311122,2013-11-12,2,257.3065,7,5.9375,9,61,,Brötchen,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
1311132,2013-11-13,2,253.67952,1,8.8,12,0,,Brötchen,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
1311142,2013-11-14,2,252.6723,5,6.9375,9,21,,Brötchen,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
1311152,2013-11-15,2,261.6316,7,6.45,6,21,,Brötchen,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
1311162,2013-11-16,2,388.45673,8,8.875,12,,,Brötchen,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
1311172,2013-11-17,2,585.36066,2,8.8875,8,0,,Brötchen,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
1311182,2013-11-18,2,271.388,7,6.65,5,63,,Brötchen,Montag,11,2013,,,,False,False,False,False,False,False,False,False
1311192,2013-11-19,2,256.05933,8,5.8375,8,61,,Brötchen,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
1311202,2013-11-20,2,254.5686,6,3.85,6,,,Brötchen,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
1311212,2013-11-21,2,265.65973,2,3.275,8,10,,Brötchen,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
1311222,2013-11-22,2,264.85834,7,5.375,10,21,,Brötchen,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
1311232,2013-11-23,2,371.9736,3,4.9125,6,,,Brötchen,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
1311242,2013-11-24,2,563.7032,0,4.6,16,,,Brötchen,Sonntag,11,2013,,,,False,False,False,False,False,False,False,False
1311252,2013-11-25,2,243.73918,0,3.7,10,,,Brötchen,Montag,11,2013,,,,False,False,False,False,False,False,False,False
1311262,2013-11-26,2,270.06677,2,2.3125,6,,,Brötchen,Dienstag,11,2013,,,,False,False,False,False,False,False,False,False
1311272,2013-11-27,2,249.98389,8,7.3125,12,61,,Brötchen,Mittwoch,11,2013,,,,False,False,False,False,False,False,False,False
1311282,2013-11-28,2,245.1579,2,8.025,18,,,Brötchen,Donnerstag,11,2013,,,,False,False,False,False,False,False,False,False
1311292,2013-11-29,2,270.60498,8,5.9875,11,63,,Brötchen,Freitag,11,2013,,,,False,False,False,False,False,False,False,False
1311302,2013-11-30,2,364.5584,7,5.525,10,20,,Brötchen,Samstag,11,2013,,,,False,False,False,False,False,False,False,False
1312012,2013-12-01,2,584.6447,5,8.6625,20,61,,Brötchen,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
1312022,2013-12-02,2,278.66492,0,3.0625,4,10,,Brötchen,Montag,12,2013,,,,False,False,False,False,False,False,False,False
1312032,2013-12-03,2,247.82661,8,1.7125,6,28,,Brötchen,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
1312042,2013-12-04,2,267.3819,7,5.85,11,63,,Brötchen,Mittwoch,12,2013,,,,False,False,False,False,False,False,False,False
1312052,2013-12-05,2,270.1337,7,4.4625,24,63,,Brötchen,Donnerstag,12,2013,,,,False,False,False,False,False,False,False,False
1312062,2013-12-06,2,242.42969,6,1.7875,25,73,,Brötchen,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
1312072,2013-12-07,2,330.40515,5,1.0,11,22,,Brötchen,Samstag,12,2013,,,,False,False,False,False,False,False,False,False
1312082,2013-12-08,2,502.37152,8,6.975,16,63,,Brötchen,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
1312092,2013-12-09,2,224.63515,7,9.2375,10,45,,Brötchen,Montag,12,2013,,,,False,False,False,False,False,False,False,False
1312102,2013-12-10,2,257.94824,7,7.1875,8,61,,Brötchen,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
1312112,2013-12-11,2,258.73074,7,5.025,9,10,,Brötchen,Mittwoch,12,2013,,,,False,False,False,False,False,False,False,False
1312122,2013-12-12,2,246.42049,8,2.525,8,28,,Brötchen,Donnerstag,12,2013,,,,False,False,False,False,False,False,False,False
1312132,2013-12-13,2,215.10245,7,3.5375,6,61,,Brötchen,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
1312142,2013-12-14,2,327.61307,7,3.0125,7,61,,Brötchen,Samstag,12,2013,,,,False,False,False,False,False,False,False,False
1312152,2013-12-15,2,564.335,8,7.925,12,61,,Brötchen,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
1312162,2013-12-16,2,230.28581,8,8.775,12,,,Brötchen,Montag,12,2013,,,,False,False,False,False,False,False,False,False
1312172,2013-12-17,2,261.52438,8,4.95,8,61,,Brötchen,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
1312182,2013-12-18,2,241.8803,7,6.85,8,10,,Brötchen,Mittwoch,12,2013,,,,False,False,False,False,False,False,False,False
1312192,2013-12-19,2,265.1541,7,7.4,10,63,,Brötchen,Donnerstag,12,2013,,,,False,False,False,False,False,False,False,False
1312202,2013-12-20,2,273.61853,7,5.2875,10,61,,Brötchen,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
1312212,2013-12-21,2,354.06366,8,6.5625,13,63,,Brötchen,Samstag,12,2013,,,,False,False,False,False,False,False,False,False
1312222,2013-12-22,2,463.8122,7,8.1375,12,61,,Brötchen,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
1312232,2013-12-23,2,430.94266,3,5.4875,10,,,Brötchen,Montag,12,2013,,,,False,False,False,False,False,False,False,False
1312242,2013-12-24,2,531.77814,7,11.4375,18,61,,Brötchen,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
1312272,2013-12-27,2,433.8897,7,5.7625,15,63,,Brötchen,Freitag,12,2013,,,,False,False,False,False,False,False,False,False
1312292,2013-12-29,2,510.01508,7,5.7125,9,63,,Brötchen,Sonntag,12,2013,,,,False,False,False,False,False,False,False,False
1312302,2013-12-30,2,494.7824,4,4.75,11,10,,Brötchen,Montag,12,2013,,,,False,False,False,False,False,False,False,False
1312312,2013-12-31,2,586.1313,4,5.0375,7,,,Brötchen,Dienstag,12,2013,,,,False,False,False,False,False,False,False,False
1401022,2014-01-02,2,449.4182,7,6.25,9,63,,Brötchen,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
1401032,2014-01-03,2,405.81448,7,6.8375,10,63,,Brötchen,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
1401042,2014-01-04,2,408.76297,5,6.9375,11,,,Brötchen,Samstag,1,2014,,,,False,False,False,False,False,False,False,False
1401052,2014-01-05,2,529.98224,7,6.1875,11,63,,Brötchen,Sonntag,1,2014,,,,False,False,False,False,False,False,False,False
1401062,2014-01-06,2,299.87448,7,7.9125,11,65,,Brötchen,Montag,1,2014,,,,False,False,False,False,False,False,False,False
1401072,2014-01-07,2,296.54962,7,10.4375,13,,,Brötchen,Dienstag,1,2014,,,,False,False,False,False,False,False,False,False
1401082,2014-01-08,2,258.40695,7,8.6375,15,63,,Brötchen,Mittwoch,1,2014,,,,False,False,False,False,False,False,False,False
1401092,2014-01-09,2,260.43967,7,9.6125,16,61,,Brötchen,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
1401102,2014-01-10,2,286.48273,7,6.6375,17,61,,Brötchen,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
1401112,2014-01-11,2,384.22983,7,5.5875,18,63,,Brötchen,Samstag,1,2014,,,,False,False,False,False,False,False,False,False
1401122,2014-01-12,2,582.35406,2,5.525,16,21,,Brötchen,Sonntag,1,2014,,,,False,False,False,False,False,False,False,False
1401132,2014-01-13,2,251.32175,8,3.1375,10,69,,Brötchen,Montag,1,2014,,,,False,False,False,False,False,False,False,False
1401142,2014-01-14,2,305.61905,6,4.225,6,28,,Brötchen,Dienstag,1,2014,,,,False,False,False,False,False,False,False,False
1401152,2014-01-15,2,266.68823,7,3.228571,7,28,,Brötchen,Mittwoch,1,2014,,,,False,False,False,False,False,False,False,False
1401162,2014-01-16,2,280.2758,8,2.7375,9,63,,Brötchen,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
1401172,2014-01-17,2,257.7719,7,6.7375,4,61,,Brötchen,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
1401182,2014-01-18,2,357.41077,7,5.8875,8,61,,Brötchen,Samstag,1,2014,,,,False,False,False,False,False,False,False,False
1401192,2014-01-19,2,519.73224,7,2.8625,19,10,,Brötchen,Sonntag,1,2014,,,,False,False,False,False,False,False,False,False
1401202,2014-01-20,2,273.49088,8,0.3875,13,61,,Brötchen,Montag,1,2014,,,,False,False,False,False,False,False,False,False
1401212,2014-01-21,2,259.2722,7,-0.65,7,77,,Brötchen,Dienstag,1,2014,,,,False,False,False,False,False,False,False,False
1401222,2014-01-22,2,241.12343,8,-3.1125,14,22,,Brötchen,Mittwoch,1,2014,,,,False,False,False,False,False,False,False,False
1401232,2014-01-23,2,263.97824,8,-3.1875,11,22,,Brötchen,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
1401242,2014-01-24,2,261.21997,2,-5.1625,13,10,,Brötchen,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
1401252,2014-01-25,2,351.25247,5,-7.0375,8,,,Brötchen,Samstag,1,2014,,,,False,False,False,False,False,False,False,False
1401262,2014-01-26,2,483.65942,1,-8.475,10,10,,Brötchen,Sonntag,1,2014,,,,False,False,False,False,False,False,False,False
1401272,2014-01-27,2,228.4378,5,0.7,9,69,,Brötchen,Montag,1,2014,,,,False,False,False,False,False,False,False,False
1401282,2014-01-28,2,297.34406,7,-0.2625,10,10,,Brötchen,Dienstag,1,2014,,,,False,False,False,False,False,False,False,False
1401292,2014-01-29,2,230.30594,7,-5.05,13,77,,Brötchen,Mittwoch,1,2014,,,,False,False,False,False,False,False,False,False
1401302,2014-01-30,2,268.1873,7,-4.4875,8,77,,Brötchen,Donnerstag,1,2014,,,,False,False,False,False,False,False,False,False
1401312,2014-01-31,2,286.6549,8,-3.6875,7,10,,Brötchen,Freitag,1,2014,,,,False,False,False,False,False,False,False,False
1402012,2014-02-01,2,363.47775,7,3.225,10,63,,Brötchen,Samstag,2,2014,,,,False,False,False,False,False,False,False,False
1402022,2014-02-02,2,556.34106,0,5.4875,8,,,Brötchen,Sonntag,2,2014,,,,False,False,False,False,False,False,False,False
1402032,2014-02-03,2,348.77173,1,3.475,8,10,,Brötchen,Montag,2,2014,,,,False,False,False,False,False,False,False,False
1402042,2014-02-04,2,260.4537,5,3.925,6,10,,Brötchen,Dienstag,2,2014,,,,False,False,False,False,False,False,False,False
1402052,2014-02-05,2,303.8211,4,3.675,8,10,,Brötchen,Mittwoch,2,2014,,,,False,False,False,False,False,False,False,False
1402062,2014-02-06,2,281.27136,7,7.875,11,20,,Brötchen,Donnerstag,2,2014,,,,False,False,False,False,False,False,False,False
1402072,2014-02-07,2,277.11606,7,8.475,15,63,,Brötchen,Freitag,2,2014,,,,False,False,False,False,False,False,False,False
1402082,2014-02-08,2,444.8812,7,6.2875,12,61,,Brötchen,Samstag,2,2014,,,,False,False,False,False,False,False,False,False
1402092,2014-02-09,2,569.8391,5,6.7125,15,63,,Brötchen,Sonntag,2,2014,,,,False,False,False,False,False,False,False,False
1402102,2014-02-10,2,289.52722,2,6.6375,9,,,Brötchen,Montag,2,2014,,,,False,False,False,False,False,False,False,False
1402112,2014-02-11,2,316.58884,7,4.925,12,61,,Brötchen,Dienstag,2,2014,,,,False,False,False,False,False,False,False,False
1402122,2014-02-12,2,304.00443,4,6.1,13,10,,Brötchen,Mittwoch,2,2014,,,,False,False,False,False,False,False,False,False
1402132,2014-02-13,2,299.88876,5,7.45,13,,,Brötchen,Donnerstag,2,2014,,,,False,False,False,False,False,False,False,False
1402142,2014-02-14,2,313.41803,5,5.2125,9,10,,Brötchen,Freitag,2,2014,,,,False,False,False,False,False,False,False,False
1402152,2014-02-15,2,474.03564,5,11.5,15,,,Brötchen,Samstag,2,2014,,,,False,False,False,False,False,False,False,False
1402162,2014-02-16,2,642.25574,7,6.0625,17,63,,Brötchen,Sonntag,2,2014,,,,False,False,False,False,False,False,False,False
1402172,2014-02-17,2,329.69037,0,6.6875,9,,,Brötchen,Montag,2,2014,,,,False,False,False,False,False,False,False,False
1402182,2014-02-18,2,275.50186,7,7.8,8,10,,Brötchen,Dienstag,2,2014,,,,False,False,False,False,False,False,False,False
1402192,2014-02-19,2,317.30054,7,6.325,8,61,,Brötchen,Mittwoch,2,2014,,,,False,False,False,False,False,False,False,False
1402202,2014-02-20,2,332.24036,6,9.1,11,10,,Brötchen,Donnerstag,2,2014,,,,False,True,False,False,False,False,False,False
1402212,2014-02-21,2,304.68384,7,7.5125,11,61,,Brötchen,Freitag,2,2014,,,,False,True,False,False,False,False,False,False
1402222,2014-02-22,2,501.28864,7,5.925,11,21,,Brötchen,Samstag,2,2014,,,,False,True,False,False,False,False,False,False
1402232,2014-02-23,2,711.60864,1,8.625,12,,,Brötchen,Sonntag,2,2014,,,,False,True,False,False,False,False,False,False
1402242,2014-02-24,2,278.2455,1,9.4125,11,,,Brötchen,Montag,2,2014,,,,False,False,False,False,False,False,False,False
1402252,2014-02-25,2,261.51868,1,10.475,7,,,Brötchen,Dienstag,2,2014,,,,False,False,False,False,False,False,False,False
1402262,2014-02-26,2,311.3767,5,10.1875,8,,,Brötchen,Mittwoch,2,2014,,,,False,False,False,False,False,False,False,False
1402272,2014-02-27,2,300.1684,1,8.8875,7,10,,Brötchen,Donnerstag,2,2014,,,,False,False,False,False,False,False,False,False
1402282,2014-02-28,2,304.25308,7,6.1875,6,61,,Brötchen,Freitag,2,2014,,,,False,False,False,False,False,False,False,False
1403012,2014-03-01,2,463.9317,2,5.075,9,10,,Brötchen,Samstag,3,2014,,,,False,False,False,False,False,False,False,False
1403022,2014-03-02,2,613.7721,6,6.5625,9,10,,Brötchen,Sonntag,3,2014,,,,False,False,False,False,False,False,False,False
1403032,2014-03-03,2,340.84372,0,9.1875,10,5,,Brötchen,Montag,3,2014,,,,False,False,False,False,False,False,False,False
1403042,2014-03-04,2,322.50742,7,6.6875,7,10,,Brötchen,Dienstag,3,2014,,,,False,False,False,False,False,False,False,False
1403052,2014-03-05,2,272.38016,7,4.6875,7,28,,Brötchen,Mittwoch,3,2014,,,,False,False,False,False,False,False,False,False
1403062,2014-03-06,2,296.78244,3,8.925,9,10,,Brötchen,Donnerstag,3,2014,,,,False,False,False,False,False,False,False,False
1403072,2014-03-07,2,293.29556,6,11.275,10,5,,Brötchen,Freitag,3,2014,,,,False,False,False,False,False,False,False,False
1403082,2014-03-08,2,478.5002,0,9.9375,6,,,Brötchen,Samstag,3,2014,,,,False,False,False,False,False,False,False,False
1403092,2014-03-09,2,620.7134,0,16.4,9,,,Brötchen,Sonntag,3,2014,,,,False,False,False,False,False,False,False,False
1403102,2014-03-10,2,317.3787,0,15.8,9,,,Brötchen,Montag,3,2014,,,,False,False,False,False,False,False,False,False
1403112,2014-03-11,2,264.37747,0,7.85,9,,,Brötchen,Dienstag,3,2014,,,,False,False,False,False,False,False,False,False
1403122,2014-03-12,2,275.5522,0,10.2125,8,0,,Brötchen,Mittwoch,3,2014,,,,False,False,False,False,False,False,False,False
1403132,2014-03-13,2,322.86545,0,13.375,10,,,Brötchen,Donnerstag,3,2014,,,,False,False,False,False,False,False,False,False
1403142,2014-03-14,2,309.2675,1,9.6125,10,,,Brötchen,Freitag,3,2014,,,,False,False,False,False,False,False,False,False
1403152,2014-03-15,2,426.52896,4,9.0375,27,,,Brötchen,Samstag,3,2014,,,,False,False,False,False,False,False,False,False
1403162,2014-03-16,2,427.38095,7,9.3375,24,61,,Brötchen,Sonntag,3,2014,,,,False,False,False,False,False,False,False,False
1403172,2014-03-17,2,283.82852,7,9.5875,18,61,,Brötchen,Montag,3,2014,,,,False,False,False,False,False,False,False,False
1403182,2014-03-18,2,286.0188,7,9.6875,16,21,,Brötchen,Dienstag,3,2014,,,,False,False,False,False,False,False,False,False
1403192,2014-03-19,2,287.60156,7,9.45,18,61,,Brötchen,Mittwoch,3,2014,,,,False,False,False,False,False,False,False,False
1403202,2014-03-20,2,297.33585,0,16.2625,13,,,Brötchen,Donnerstag,3,2014,,,,False,False,False,False,False,False,False,False
1403212,2014-03-21,2,316.08063,7,6.8875,14,63,,Brötchen,Freitag,3,2014,,,,False,False,False,False,False,False,False,False
1403222,2014-03-22,2,497.9584,5,8.85,11,63,,Brötchen,Samstag,3,2014,,,,False,False,False,False,False,False,False,False
1403232,2014-03-23,2,492.8568,4,8.3625,10,,,Brötchen,Sonntag,3,2014,,,,False,False,False,False,False,False,False,False
1403242,2014-03-24,2,326.26703,3,7.5625,7,,,Brötchen,Montag,3,2014,,,,False,False,False,False,False,False,False,False
1403252,2014-03-25,2,327.0706,2,7.725,10,21,,Brötchen,Dienstag,3,2014,,,,False,False,False,False,False,False,False,False
1403262,2014-03-26,2,316.01462,5,7.85,11,21,,Brötchen,Mittwoch,3,2014,,,,False,False,False,False,False,False,False,False
1403272,2014-03-27,2,384.82697,6,5.1,12,,,Brötchen,Donnerstag,3,2014,,,,False,False,False,False,False,False,False,False
1403282,2014-03-28,2,373.19388,8,5.4,12,10,,Brötchen,Freitag,3,2014,,,,False,False,False,False,False,False,False,False
1403292,2014-03-29,2,600.63635,3,9.375,8,10,,Brötchen,Samstag,3,2014,,,,False,False,False,False,False,False,False,False
1403302,2014-03-30,2,541.041,0,11.2625,8,28,,Brötchen,Sonntag,3,2014,,,,False,False,False,False,False,False,False,False
1403312,2014-03-31,2,340.51935,7,7.4375,4,45,,Brötchen,Montag,3,2014,,,,False,False,False,False,False,False,False,False
1404012,2014-04-01,2,344.34705,8,5.7625,13,10,,Brötchen,Dienstag,4,2014,,,,False,False,False,False,False,False,False,False
1404022,2014-04-02,2,357.4019,2,12.45,8,10,,Brötchen,Mittwoch,4,2014,,,,False,False,False,False,False,False,False,False
1404032,2014-04-03,2,338.69147,3,7.6125,15,10,,Brötchen,Donnerstag,4,2014,,,,False,False,False,False,False,False,False,False
1404042,2014-04-04,2,348.49826,6,6.45,15,0,,Brötchen,Freitag,4,2014,,,,False,False,False,False,False,False,False,False
1404052,2014-04-05,2,524.0655,8,9.825,5,61,,Brötchen,Samstag,4,2014,,,,False,False,False,False,False,False,False,False
1404062,2014-04-06,2,577.2825,7,12.1875,8,63,,Brötchen,Sonntag,4,2014,,,,False,False,False,False,False,False,False,False
1404072,2014-04-07,2,357.62994,7,15.7875,10,63,,Brötchen,Montag,4,2014,,,,False,False,False,False,False,False,False,False
1404082,2014-04-08,2,353.52353,7,9.8125,19,61,,Brötchen,Dienstag,4,2014,,,,False,False,False,False,False,False,False,False
1404092,2014-04-09,2,366.10022,7,10.1875,20,21,,Brötchen,Mittwoch,4,2014,,,,False,False,False,False,False,False,False,False
1404102,2014-04-10,2,362.30728,7,9.75,4,,,Brötchen,Donnerstag,4,2014,,,,False,False,False,False,False,False,False,False
1404112,2014-04-11,2,375.83795,6,12.0625,10,,,Brötchen,Freitag,4,2014,,,,False,False,False,False,False,False,False,False
1404122,2014-04-12,2,574.5264,4,11.2,12,0,,Brötchen,Samstag,4,2014,,,,False,False,False,False,False,False,False,False
1404132,2014-04-13,2,631.4758,6,11.0125,21,,,Brötchen,Sonntag,4,2014,,,,False,False,False,False,False,False,False,False
1404142,2014-04-14,2,407.69647,5,8.9,23,61,,Brötchen,Montag,4,2014,,,,False,False,False,False,False,False,False,False
1404152,2014-04-15,2,460.8011,0,9.9125,15,,,Brötchen,Dienstag,4,2014,,,,False,False,False,False,False,False,False,False
1404162,2014-04-16,2,439.87637,0,11.3625,9,,,Brötchen,Mittwoch,4,2014,,,,False,False,False,False,False,False,False,False
1404172,2014-04-17,2,562.2818,5,14.4,14,,,Brötchen,Donnerstag,4,2014,,,,False,False,False,False,False,False,False,False
1404192,2014-04-19,2,701.5068,1,11.125,13,5,,Brötchen,Samstag,4,2014,,,,False,False,False,False,False,False,False,False
1404202,2014-04-20,2,670.0205,0,13.875,15,5,,Brötchen,Sonntag,4,2014,,,,False,False,False,False,False,False,False,False
1404212,2014-04-21,2,683.7849,4,13.425,15,0,,Brötchen,Montag,4,2014,bundesweit,Schleswig-Holstein,Ostermontag,False,False,False,False,False,False,False,False
1404222,2014-04-22,2,460.87512,3,15.45,10,10,,Brötchen,Dienstag,4,2014,,,,False,False,False,False,False,False,False,False
1404232,2014-04-23,2,465.58878,8,9.825,11,21,,Brötchen,Mittwoch,4,2014,,,,False,False,False,False,False,False,False,False
1404242,2014-04-24,2,417.19397,8,9.175,11,,,Brötchen,Donnerstag,4,2014,,,,False,False,False,False,False,False,False,False
1404252,2014-04-25,2,456.42938,0,13.5625,12,,,Brötchen,Freitag,4,2014,,,,False,False,False,False,False,False,False,False
1404262,2014-04-26,2,586.9984,0,15.45,11,,,Brötchen,Samstag,4,2014,,,,False,False,False,False,False,False,False,False
1404272,2014-04-27,2,584.5776,0,16.225,16,,,Brötchen,Sonntag,4,2014,,,,False,False,False,False,False,False,False,False
1404282,2014-04-28,2,406.09717,0,15.8875,11,,,Brötchen,Montag,4,2014,,,,False,False,False,False,False,False,False,False
1404292,2014-04-29,2,426.63403,0,18.0875,8,0,,Brötchen,Dienstag,4,2014,,,,False,False,False,False,False,False,False,False
1404302,2014-04-30,2,440.78278,3,18.0,8,,,Brötchen,Mittwoch,4,2014,,,,False,False,False,False,False,False,False,False
1405022,2014-05-02,2,506.77362,6,10.225,13,,,Brötchen,Freitag,5,2014,,,,False,False,False,False,False,False,False,False
1405052,2014-05-05,2,1203.4312,8,10.7125,6,21,,Brötchen,Montag,5,2014,,,,False,False,False,False,False,False,False,False
1405062,2014-05-06,2,350.10742,7,15.775,9,,,Brötchen,Dienstag,5,2014,,,,False,False,False,False,False,False,False,False
1405072,2014-05-07,2,315.8907,4,14.2125,15,65,,Brötchen,Mittwoch,5,2014,,,,False,False,False,False,False,False,False,False
1405082,2014-05-08,2,366.14508,7,12.45,10,63,,Brötchen,Donnerstag,5,2014,,,,False,False,False,False,False,False,False,False
1405092,2014-05-09,2,324.86008,6,12.3875,10,61,,Brötchen,Freitag,5,2014,,,,False,False,False,False,False,False,False,False
1405102,2014-05-10,2,478.61707,7,13.275,12,61,,Brötchen,Samstag,5,2014,,,,False,False,False,False,False,False,False,False
1405112,2014-05-11,2,460.68253,7,11.5625,12,63,,Brötchen,Sonntag,5,2014,,,,False,False,False,False,False,False,False,False
1405122,2014-05-12,2,328.92734,7,12.7,14,63,,Brötchen,Montag,5,2014,,,,False,False,False,False,False,False,False,False
1405132,2014-05-13,2,297.99982,7,11.5625,15,21,,Brötchen,Dienstag,5,2014,,,,False,False,False,False,False,False,False,False
1405142,2014-05-14,2,314.95358,7,11.5625,16,,,Brötchen,Mittwoch,5,2014,,,,False,False,False,False,False,False,False,False
1405152,2014-05-15,2,352.41818,2,13.7875,8,,,Brötchen,Donnerstag,5,2014,,,,False,False,False,False,False,False,False,False
1405162,2014-05-16,2,422.28494,5,13.8875,9,,,Brötchen,Freitag,5,2014,,,,False,False,False,False,False,False,False,False
1405172,2014-05-17,2,507.8501,0,16.625,8,0,,Brötchen,Samstag,5,2014,,,,False,False,False,False,False,False,False,False
