,id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,month,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year,Product_type,Year,Date
792,1312011,2013-12-01,1,68.0762231823542,5.0,8.6625,20.0,61.0,0.0,6,335,Sunday,12,2013,48,4,1,1,0,0,0,31,1,0,Bread,2013,2013-12-01
798,1312021,2013-12-02,1,113.931498716313,0.0,3.0625,4.0,10.0,0.0,0,336,Monday,12,2013,49,4,0,0,0,0,0,31,1,0,Bread,2013,2013-12-02
804,1312031,2013-12-03,1,94.7658652080226,8.0,1.7125,6.0,28.0,0.0,1,337,Tuesday,12,2013,49,4,0,0,0,0,0,31,1,0,Bread,2013,2013-12-03
810,1312041,2013-12-04,1,128.922855106228,7.0,5.85,11.0,63.0,0.0,2,338,Wednesday,12,2013,49,4,0,0,0,0,0,31,1,0,Bread,2013,2013-12-04
816,1312051,2013-12-05,1,120.974699669869,7.0,4.4625,24.0,63.0,0.0,3,339,Thursday,12,2013,49,4,0,0,0,0,0,31,1,0,Bread,2013,2013-12-05
822,1312061,2013-12-06,1,112.015650593347,6.0,1.7875,25.0,73.0,0.0,4,340,Friday,12,2013,49,4,0,0,0,0,0,31,1,0,Bread,2013,2013-12-06
828,1312071,2013-12-07,1,121.408564819885,5.0,1.0,11.0,22.0,0.0,5,341,Saturday,12,2013,49,4,1,0,0,0,0,31,1,0,Bread,2013,2013-12-07
834,1312081,2013-12-08,1,36.2650169585334,8.0,6.975,16.0,63.0,0.0,6,342,Sunday,12,2013,49,4,1,0,0,0,0,31,2,0,Bread,2013,2013-12-08
840,1312091,2013-12-09,1,134.680550018524,7.0,9.2375,10.0,45.0,0.0,0,343,Monday,12,2013,50,4,0,0,0,0,0,31,2,0,Bread,2013,2013-12-09
846,1312101,2013-12-10,1,104.352034970751,7.0,7.1875,8.0,61.0,0.0,1,344,Tuesday,12,2013,50,4,0,0,0,0,0,31,2,0,Bread,2013,2013-12-10
852,1312111,2013-12-11,1,85.9079819233536,7.0,5.025,9.0,10.0,0.0,2,345,Wednesday,12,2013,50,4,0,0,0,0,0,31,2,0,Bread,2013,2013-12-11
858,1312121,2013-12-12,1,88.2075449690532,8.0,2.525,8.0,28.0,0.0,3,346,Thursday,12,2013,50,4,0,0,0,0,0,31,2,0,Bread,2013,2013-12-12
864,1312131,2013-12-13,1,85.5324935340658,7.0,3.5375,6.0,61.0,0.0,4,347,Friday,12,2013,50,4,0,0,0,0,0,31,2,0,Bread,2013,2013-12-13
869,1312141,2013-12-14,1,120.787742012371,7.0,3.0125,7.0,61.0,0.0,5,348,Saturday,12,2013,50,4,1,0,0,0,0,31,2,0,Bread,2013,2013-12-14
874,1312151,2013-12-15,1,71.5352172710921,8.0,7.925,12.0,61.0,0.0,6,349,Sunday,12,2013,50,4,1,0,0,0,0,31,3,0,Bread,2013,2013-12-15
880,1312161,2013-12-16,1,120.791211521354,8.0,8.775,12.0,,0.0,0,350,Monday,12,2013,51,4,0,0,0,0,0,31,3,0,Bread,2013,2013-12-16
886,1312171,2013-12-17,1,74.6283250889016,8.0,4.95,8.0,61.0,0.0,1,351,Tuesday,12,2013,51,4,0,0,0,0,0,31,3,0,Bread,2013,2013-12-17
892,1312181,2013-12-18,1,86.4115250991858,7.0,6.85,8.0,10.0,0.0,2,352,Wednesday,12,2013,51,4,0,0,0,0,0,31,3,0,Bread,2013,2013-12-18
898,1312191,2013-12-19,1,101.589644453608,7.0,7.4,10.0,63.0,0.0,3,353,Thursday,12,2013,51,4,0,0,0,0,0,31,3,0,Bread,2013,2013-12-19
904,1312201,2013-12-20,1,114.601001275823,7.0,5.2875,10.0,61.0,0.0,4,354,Friday,12,2013,51,4,0,0,0,0,0,31,3,0,Bread,2013,2013-12-20
910,1312211,2013-12-21,1,124.541759682586,8.0,6.5625,13.0,63.0,0.0,5,355,Saturday,12,2013,51,4,1,0,0,0,0,31,3,0,Bread,2013,2013-12-21
916,1312221,2013-12-22,1,41.7300439888931,7.0,8.1375,12.0,61.0,0.0,6,356,Sunday,12,2013,51,4,1,0,0,0,0,31,4,0,Bread,2013,2013-12-22
922,1312231,2013-12-23,1,183.608991270752,3.0,5.4875,10.0,,0.0,0,357,Monday,12,2013,52,4,0,0,0,0,0,31,4,0,Bread,2013,2013-12-23
928,1312241,2013-12-24,1,220.330670230618,7.0,11.4375,18.0,61.0,0.0,1,358,Tuesday,12,2013,52,4,0,0,0,0,0,31,4,0,Bread,2013,2013-12-24
933,1312271,2013-12-27,1,152.367434643543,7.0,5.7625,15.0,63.0,0.0,4,361,Friday,12,2013,52,4,0,0,0,0,0,31,4,0,Bread,2013,2013-12-27
938,1312291,2013-12-29,1,131.267289010755,7.0,5.7125,9.0,63.0,0.0,6,363,Sunday,12,2013,52,4,1,0,0,0,0,31,5,0,Bread,2013,2013-12-29
944,1312301,2013-12-30,1,126.58984459848,4.0,4.75,11.0,10.0,0.0,0,364,Monday,12,2013,1,4,0,0,0,0,0,31,5,0,Bread,2013,2013-12-30
949,1312311,2013-12-31,1,211.390838466052,4.0,5.0375,7.0,,0.0,1,365,Tuesday,12,2013,1,4,0,0,1,0,1,31,5,0,Bread,2013,2013-12-31
1,1307012,2013-07-01,2,535.856284785361,6.0,17.8375,15.0,20.0,0.0,0,182,Monday,7,2013,27,3,0,1,0,0,0,31,1,0,Roles,2013,2013-07-01
6,1307022,2013-07-02,2,546.780787392297,3.0,17.3125,10.0,,0.0,1,183,Tuesday,7,2013,27,3,0,0,0,0,0,31,1,0,Roles,2013,2013-07-02
11,1307032,2013-07-03,2,427.343258749983,7.0,21.075,6.0,61.0,0.0,2,184,Wednesday,7,2013,27,3,0,0,0,0,0,31,1,0,Roles,2013,2013-07-03
16,1307042,2013-07-04,2,454.859641347987,7.0,18.85,7.0,20.0,0.0,3,185,Thursday,7,2013,27,3,0,0,0,0,0,31,1,0,Roles,2013,2013-07-04
21,1307052,2013-07-05,2,492.818804066088,5.0,19.975,12.0,,0.0,4,186,Friday,7,2013,27,3,0,0,0,0,0,31,1,0,Roles,2013,2013-07-05
26,1307062,2013-07-06,2,631.906068038484,0.0,18.9625,8.0,,0.0,5,187,Saturday,7,2013,27,3,1,0,0,0,0,31,1,0,Roles,2013,2013-07-06
31,1307072,2013-07-07,2,695.25572963054,0.0,21.375,9.0,,0.0,6,188,Sunday,7,2013,27,3,1,0,0,0,0,31,1,0,Roles,2013,2013-07-07
36,1307082,2013-07-08,2,538.529249911711,0.0,22.725,10.0,5.0,0.0,0,189,Monday,7,2013,28,3,0,0,0,0,0,31,2,0,Roles,2013,2013-07-08
41,1307092,2013-07-09,2,585.957264698849,0.0,23.275,8.0,,0.0,1,190,Tuesday,7,2013,28,3,0,0,0,0,0,31,2,0,Roles,2013,2013-07-09
46,1307102,2013-07-10,2,567.365764527953,2.0,19.6875,13.0,5.0,0.0,2,191,Wednesday,7,2013,28,3,0,0,0,0,0,31,2,0,Roles,2013,2013-07-10
51,1307112,2013-07-11,2,569.109374584873,0.0,21.375,12.0,5.0,0.0,3,192,Thursday,7,2013,28,3,0,0,0,0,0,31,2,0,Roles,2013,2013-07-11
56,1307122,2013-07-12,2,600.267914678783,0.0,20.2875,7.0,,0.0,4,193,Friday,7,2013,28,3,0,0,0,0,0,31,2,0,Roles,2013,2013-07-12
60,1307132,2013-07-13,2,747.140776382576,1.0,20.125,12.0,,0.0,5,194,Saturday,7,2013,28,3,1,0,0,0,0,31,2,0,Roles,2013,2013-07-13
65,1307142,2013-07-14,2,777.048841669282,5.0,17.6875,15.0,5.0,0.0,6,195,Sunday,7,2013,28,3,1,0,0,0,0,31,2,0,Roles,2013,2013-07-14
70,1307152,2013-07-15,2,596.995099998235,6.0,18.7375,12.0,,0.0,0,196,Monday,7,2013,29,3,0,0,0,0,0,31,3,0,Roles,2013,2013-07-15
75,1307162,2013-07-16,2,558.797138274201,1.0,21.1875,10.0,,0.0,1,197,Tuesday,7,2013,29,3,0,0,0,0,0,31,3,0,Roles,2013,2013-07-16
80,1307172,2013-07-17,2,628.325718978073,5.0,22.5125,8.0,,0.0,2,198,Wednesday,7,2013,29,3,0,0,0,0,0,31,3,0,Roles,2013,2013-07-17
84,1307182,2013-07-18,2,647.822253705942,1.0,23.25,11.0,5.0,0.0,3,199,Thursday,7,2013,29,3,0,0,0,0,0,31,3,0,Roles,2013,2013-07-18
89,1307192,2013-07-19,2,646.788959790823,3.0,22.475,16.0,5.0,0.0,4,200,Friday,7,2013,29,3,0,0,0,0,0,31,3,0,Roles,2013,2013-07-19
94,1307202,2013-07-20,2,843.051280035386,0.0,23.1875,8.0,,0.0,5,201,Saturday,7,2013,29,3,1,0,0,0,0,31,3,0,Roles,2013,2013-07-20
99,1307212,2013-07-21,2,815.942264195776,0.0,26.375,8.0,,0.0,6,202,Sunday,7,2013,29,3,1,0,0,0,0,31,3,0,Roles,2013,2013-07-21
104,1307222,2013-07-22,2,647.682748973215,0.0,26.1,9.0,,0.0,0,203,Monday,7,2013,30,3,0,0,0,0,0,31,4,0,Roles,2013,2013-07-22
109,1307232,2013-07-23,2,691.043662205889,0.0,24.95,12.0,,0.0,1,204,Tuesday,7,2013,30,3,0,0,0,0,0,31,4,0,Roles,2013,2013-07-23
114,1307242,2013-07-24,2,698.340862077002,3.0,24.075,11.0,,0.0,2,205,Wednesday,7,2013,30,3,0,0,0,0,0,31,4,0,Roles,2013,2013-07-24
119,1307252,2013-07-25,2,681.250768331783,2.0,23.0875,9.0,,0.0,3,206,Thursday,7,2013,30,3,0,0,0,0,0,31,4,0,Roles,2013,2013-07-25
124,1307262,2013-07-26,2,718.016648132155,3.0,27.2625,6.0,,0.0,4,207,Friday,7,2013,30,3,0,0,0,0,0,31,4,0,Roles,2013,2013-07-26
129,1307272,2013-07-27,2,855.619095347599,1.0,26.1625,10.0,,0.0,5,208,Saturday,7,2013,30,3,1,0,0,0,0,31,4,0,Roles,2013,2013-07-27
133,1307282,2013-07-28,2,871.802546455837,4.0,24.8875,13.0,61.0,0.0,6,209,Sunday,7,2013,30,3,1,0,0,0,0,31,4,0,Roles,2013,2013-07-28
137,1307292,2013-07-29,2,672.50214523923,1.0,22.7875,10.0,,0.0,0,210,Monday,7,2013,31,3,0,0,0,0,0,31,5,0,Roles,2013,2013-07-29
141,1307302,2013-07-30,2,690.117757120039,5.0,21.075,13.0,21.0,0.0,1,211,Tuesday,7,2013,31,3,0,0,0,0,0,31,5,0,Roles,2013,2013-07-30
145,1307312,2013-07-31,2,667.842224335937,5.0,20.275,16.0,65.0,0.0,2,212,Wednesday,7,2013,31,3,0,0,1,0,0,31,5,0,Roles,2013,2013-07-31
149,1308012,2013-08-01,2,667.213719343287,6.0,23.4,7.0,21.0,0.0,3,213,Thursday,8,2013,31,3,0,1,0,0,0,31,1,0,Roles,2013,2013-08-01
154,1308022,2013-08-02,2,689.695100983376,0.0,31.4375,7.0,,0.0,4,214,Friday,8,2013,31,3,0,0,0,0,0,31,1,0,Roles,2013,2013-08-02
159,1308032,2013-08-03,2,930.801703150498,4.0,23.3625,11.0,63.0,0.0,5,215,Saturday,8,2013,31,3,1,0,0,0,0,31,1,0,Roles,2013,2013-08-03
164,1308042,2013-08-04,2,862.752429028985,3.0,23.05,8.0,,0.0,6,216,Sunday,8,2013,31,3,1,0,0,0,0,31,1,0,Roles,2013,2013-08-04
169,1308052,2013-08-05,2,520.947179812455,0.0,25.8,10.0,,0.0,0,217,Monday,8,2013,32,3,0,0,0,0,0,31,1,0,Roles,2013,2013-08-05
173,1308062,2013-08-06,2,498.920948322354,5.0,22.225,13.0,,0.0,1,218,Tuesday,8,2013,32,3,0,0,0,0,0,31,1,0,Roles,2013,2013-08-06
178,1308072,2013-08-07,2,519.197204695832,4.0,19.2125,8.0,,0.0,2,219,Wednesday,8,2013,32,3,0,0,0,0,0,31,1,0,Roles,2013,2013-08-07
183,1308082,2013-08-08,2,486.25509543792,7.0,16.975,12.0,20.0,0.0,3,220,Thursday,8,2013,32,3,0,0,0,0,0,31,2,0,Roles,2013,2013-08-08
188,1308092,2013-08-09,2,539.975155104136,4.0,20.3375,10.0,21.0,0.0,4,221,Friday,8,2013,32,3,0,0,0,0,0,31,2,0,Roles,2013,2013-08-09
193,1308102,2013-08-10,2,614.511830668785,7.0,19.3625,12.0,61.0,0.0,5,222,Saturday,8,2013,32,3,1,0,0,0,0,31,2,0,Roles,2013,2013-08-10
198,1308112,2013-08-11,2,666.9113081568,7.0,16.3875,9.0,61.0,0.0,6,223,Sunday,8,2013,32,3,1,0,0,0,0,31,2,0,Roles,2013,2013-08-11
203,1308122,2013-08-12,2,510.019126480035,7.0,16.45,11.0,63.0,0.0,0,224,Monday,8,2013,33,3,0,0,0,0,0,31,2,0,Roles,2013,2013-08-12
208,1308132,2013-08-13,2,535.403212817658,3.0,16.4,16.0,95.0,0.0,1,225,Tuesday,8,2013,33,3,0,0,0,0,0,31,2,0,Roles,2013,2013-08-13
213,1308142,2013-08-14,2,520.123590697437,4.0,18.2625,18.0,61.0,0.0,2,226,Wednesday,8,2013,33,3,0,0,0,0,0,31,2,0,Roles,2013,2013-08-14
218,1308152,2013-08-15,2,538.231262832354,3.0,19.8,8.0,,0.0,3,227,Thursday,8,2013,33,3,0,0,0,0,0,31,3,0,Roles,2013,2013-08-15
223,1308162,2013-08-16,2,552.153714601025,4.0,23.575,11.0,0.0,0.0,4,228,Friday,8,2013,33,3,0,0,0,0,0,31,3,0,Roles,2013,2013-08-16
228,1308172,2013-08-17,2,583.657434231324,6.0,20.55,7.0,0.0,0.0,5,229,Saturday,8,2013,33,3,1,0,0,0,0,31,3,0,Roles,2013,2013-08-17
233,1308182,2013-08-18,2,669.186211470815,7.0,18.5875,10.0,63.0,0.0,6,230,Sunday,8,2013,33,3,1,0,0,0,0,31,3,0,Roles,2013,2013-08-18
238,1308192,2013-08-19,2,499.912512856933,5.0,18.4875,8.0,,0.0,0,231,Monday,8,2013,34,3,0,0,0,0,0,31,3,0,Roles,2013,2013-08-19
243,1308202,2013-08-20,2,478.730297151576,7.0,17.775,8.0,61.0,0.0,1,232,Tuesday,8,2013,34,3,0,0,0,0,0,31,3,0,Roles,2013,2013-08-20
248,1308212,2013-08-21,2,440.815636456397,5.0,20.125,8.0,,0.0,2,233,Wednesday,8,2013,34,3,0,0,0,0,0,31,3,0,Roles,2013,2013-08-21
253,1308222,2013-08-22,2,497.731338188322,4.0,21.6625,8.0,,0.0,3,234,Thursday,8,2013,34,3,0,0,0,0,0,31,4,0,Roles,2013,2013-08-22
258,1308232,2013-08-23,2,503.672089526472,1.0,22.0375,14.0,,0.0,4,235,Friday,8,2013,34,3,0,0,0,0,0,31,4,0,Roles,2013,2013-08-23
263,1308242,2013-08-24,2,707.94429725517,0.0,20.85,16.0,5.0,0.0,5,236,Saturday,8,2013,34,3,1,0,0,0,0,31,4,0,Roles,2013,2013-08-24
268,1308252,2013-08-25,2,726.257649523775,0.0,21.3875,16.0,5.0,0.0,6,237,Sunday,8,2013,34,3,1,0,0,0,0,31,4,0,Roles,2013,2013-08-25
273,1308262,2013-08-26,2,451.536740815421,0.0,20.125,15.0,5.0,0.0,0,238,Monday,8,2013,35,3,0,0,0,0,0,31,4,0,Roles,2013,2013-08-26
278,1308272,2013-08-27,2,442.318352086176,1.0,21.0875,12.0,,0.0,1,239,Tuesday,8,2013,35,3,0,0,0,0,0,31,4,0,Roles,2013,2013-08-27
283,1308282,2013-08-28,2,418.297941202801,0.0,21.3,7.0,,0.0,2,240,Wednesday,8,2013,35,3,0,0,0,0,0,31,4,0,Roles,2013,2013-08-28
288,1308292,2013-08-29,2,386.390267686346,3.0,20.2125,11.0,,0.0,3,241,Thursday,8,2013,35,3,0,0,0,0,0,31,5,0,Roles,2013,2013-08-29
293,1308302,2013-08-30,2,492.141265198519,6.0,19.7875,8.0,5.0,0.0,4,242,Friday,8,2013,35,3,0,0,0,0,0,31,5,0,Roles,2013,2013-08-30
298,1308312,2013-08-31,2,581.490537751984,5.0,18.35,16.0,21.0,0.0,5,243,Saturday,8,2013,35,3,1,0,1,0,0,31,5,0,Roles,2013,2013-08-31
303,1309012,2013-09-01,2,481.584829613001,7.0,15.8625,16.0,61.0,0.0,6,244,Sunday,9,2013,35,3,1,1,0,0,0,30,1,0,Roles,2013,2013-09-01
308,1309022,2013-09-02,2,350.023432755307,7.0,16.575,17.0,63.0,0.0,0,245,Monday,9,2013,36,3,0,0,0,0,0,30,1,0,Roles,2013,2013-09-02
313,1309032,2013-09-03,2,357.401285676803,7.0,18.225,11.0,21.0,0.0,1,246,Tuesday,9,2013,36,3,0,0,0,0,0,30,1,0,Roles,2013,2013-09-03
318,1309042,2013-09-04,2,362.249371679536,7.0,18.125,5.0,,0.0,2,247,Wednesday,9,2013,36,3,0,0,0,0,0,30,1,0,Roles,2013,2013-09-04
323,1309052,2013-09-05,2,400.95010523182,0.0,21.7,8.0,,0.0,3,248,Thursday,9,2013,36,3,0,0,0,0,0,30,1,0,Roles,2013,2013-09-05
328,1309062,2013-09-06,2,395.673296994009,0.0,24.7,9.0,,0.0,4,249,Friday,9,2013,36,3,0,0,0,0,0,30,1,0,Roles,2013,2013-09-06
333,1309072,2013-09-07,2,591.523547732665,6.0,22.7625,7.0,,0.0,5,250,Saturday,9,2013,36,3,1,0,0,0,0,30,1,0,Roles,2013,2013-09-07
338,1309082,2013-09-08,2,576.040699297842,7.0,20.1625,8.0,61.0,0.0,6,251,Sunday,9,2013,36,3,1,0,0,0,0,30,2,0,Roles,2013,2013-09-08
343,1309092,2013-09-09,2,331.981293986457,8.0,11.575,11.0,63.0,0.0,0,252,Monday,9,2013,37,3,0,0,0,0,0,30,2,0,Roles,2013,2013-09-09
348,1309102,2013-09-10,2,363.667829135983,6.0,13.5875,11.0,65.0,0.0,1,253,Tuesday,9,2013,37,3,0,0,0,0,0,30,2,0,Roles,2013,2013-09-10
353,1309112,2013-09-11,2,350.81380789681,6.0,13.9,8.0,61.0,0.0,2,254,Wednesday,9,2013,37,3,0,0,0,0,0,30,2,0,Roles,2013,2013-09-11
358,1309122,2013-09-12,2,354.282593212868,6.0,16.1125,6.0,61.0,0.0,3,255,Thursday,9,2013,37,3,0,0,0,0,0,30,2,0,Roles,2013,2013-09-12
363,1309132,2013-09-13,2,413.041864366013,6.0,17.4375,5.0,21.0,0.0,4,256,Friday,9,2013,37,3,0,0,0,0,0,30,2,0,Roles,2013,2013-09-13
368,1309142,2013-09-14,2,530.825102628704,5.0,17.625,10.0,63.0,0.0,5,257,Saturday,9,2013,37,3,1,0,0,0,0,30,2,0,Roles,2013,2013-09-14
373,1309152,2013-09-15,2,494.908185078447,7.0,14.8625,10.0,21.0,0.0,6,258,Sunday,9,2013,37,3,1,0,0,0,0,30,3,0,Roles,2013,2013-09-15
378,1309162,2013-09-16,2,363.701917843028,3.0,13.1375,13.0,21.0,0.0,0,259,Monday,9,2013,38,3,0,0,0,0,0,30,3,0,Roles,2013,2013-09-16
383,1309172,2013-09-17,2,321.054881338889,5.0,13.1375,10.0,63.0,0.0,1,260,Tuesday,9,2013,38,3,0,0,0,0,0,30,3,0,Roles,2013,2013-09-17
388,1309182,2013-09-18,2,327.413713418182,4.0,13.05,9.0,,0.0,2,261,Wednesday,9,2013,38,3,0,0,0,0,0,30,3,0,Roles,2013,2013-09-18
393,1309192,2013-09-19,2,362.273757016504,5.0,14.8375,11.0,63.0,0.0,3,262,Thursday,9,2013,38,3,0,0,0,0,0,30,3,0,Roles,2013,2013-09-19
398,1309202,2013-09-20,2,375.16829079452,7.0,13.525,6.0,,0.0,4,263,Friday,9,2013,38,3,0,0,0,0,0,30,3,0,Roles,2013,2013-09-20
403,1309212,2013-09-21,2,525.014097788583,7.0,15.35,9.0,,0.0,5,264,Saturday,9,2013,38,3,1,0,0,0,0,30,3,0,Roles,2013,2013-09-21
408,1309222,2013-09-22,2,500.579617827733,6.0,17.1375,14.0,21.0,0.0,6,265,Sunday,9,2013,38,3,1,0,0,0,0,30,4,0,Roles,2013,2013-09-22
413,1309232,2013-09-23,2,339.417738661045,7.0,17.3125,14.0,21.0,0.0,0,266,Monday,9,2013,39,3,0,0,0,0,0,30,4,0,Roles,2013,2013-09-23
418,1309242,2013-09-24,2,314.00466178787,8.0,15.7375,10.0,,0.0,1,267,Tuesday,9,2013,39,3,0,0,0,0,0,30,4,0,Roles,2013,2013-09-24
423,1309252,2013-09-25,2,333.964687913619,6.0,13.5375,7.0,61.0,0.0,2,268,Wednesday,9,2013,39,3,0,0,0,0,0,30,4,0,Roles,2013,2013-09-25
428,1309262,2013-09-26,2,348.862509645868,1.0,12.9875,12.0,,0.0,3,269,Thursday,9,2013,39,3,0,0,0,0,0,30,4,0,Roles,2013,2013-09-26
433,1309272,2013-09-27,2,337.894647078396,5.0,13.0125,8.0,21.0,0.0,4,270,Friday,9,2013,39,3,0,0,0,0,0,30,4,0,Roles,2013,2013-09-27
438,1309282,2013-09-28,2,578.156874149585,0.0,13.1,8.0,,0.0,5,271,Saturday,9,2013,39,3,1,0,0,0,0,30,4,0,Roles,2013,2013-09-28
443,1309292,2013-09-29,2,503.155199518292,3.0,14.175,12.0,,0.0,6,272,Sunday,9,2013,39,3,1,0,0,0,0,30,5,0,Roles,2013,2013-09-29
448,1309302,2013-09-30,2,360.827106059368,1.0,12.825,14.0,,0.0,0,273,Monday,9,2013,40,3,0,0,1,0,0,30,5,0,Roles,2013,2013-09-30
453,1310012,2013-10-01,2,356.816079467772,0.0,12.9125,13.0,5.0,0.0,1,274,Tuesday,10,2013,40,4,0,1,0,0,0,31,1,0,Roles,2013,2013-10-01
458,1310022,2013-10-02,2,423.688173539227,1.0,12.7,10.0,,0.0,2,275,Wednesday,10,2013,40,4,0,0,0,0,0,31,1,0,Roles,2013,2013-10-02
463,1310032,2013-10-03,2,592.567211256288,0.0,11.7625,12.0,5.0,0.0,3,276,Thursday,10,2013,40,4,0,0,0,0,0,31,1,0,Roles,2013,2013-10-03
468,1310042,2013-10-04,2,501.347948785726,5.0,11.2,8.0,63.0,0.0,4,277,Friday,10,2013,40,4,0,0,0,0,0,31,1,0,Roles,2013,2013-10-04
473,1310052,2013-10-05,2,532.496621420318,7.0,15.575,8.0,20.0,0.0,5,278,Saturday,10,2013,40,4,1,0,0,0,0,31,1,0,Roles,2013,2013-10-05
478,1310062,2013-10-06,2,534.597184990357,7.0,15.25,6.0,,0.0,6,279,Sunday,10,2013,40,4,1,0,0,0,0,31,1,0,Roles,2013,2013-10-06
483,1310072,2013-10-07,2,372.452301813743,1.0,16.275,7.0,,0.0,0,280,Monday,10,2013,41,4,0,0,0,0,0,31,1,0,Roles,2013,2013-10-07
488,1310082,2013-10-08,2,324.616615610371,6.0,15.1125,8.0,61.0,0.0,1,281,Tuesday,10,2013,41,4,0,0,0,0,0,31,2,0,Roles,2013,2013-10-08
493,1310092,2013-10-09,2,369.540618454844,7.0,14.3125,10.0,21.0,0.0,2,282,Wednesday,10,2013,41,4,0,0,0,0,0,31,2,0,Roles,2013,2013-10-09
498,1310102,2013-10-10,2,349.149490881751,5.0,10.975,6.0,,0.0,3,283,Thursday,10,2013,41,4,0,0,0,0,0,31,2,0,Roles,2013,2013-10-10
503,1310112,2013-10-11,2,349.112977802115,7.0,13.8625,20.0,10.0,0.0,4,284,Friday,10,2013,41,4,0,0,0,0,0,31,2,0,Roles,2013,2013-10-11
508,1310122,2013-10-12,2,425.070804590291,8.0,13.025,21.0,63.0,0.0,5,285,Saturday,10,2013,41,4,1,0,0,0,0,31,2,0,Roles,2013,2013-10-12
513,1310132,2013-10-13,2,452.275706400622,5.0,10.8625,5.0,,0.0,6,286,Sunday,10,2013,41,4,1,0,0,0,0,31,2,0,Roles,2013,2013-10-13
518,1310142,2013-10-14,2,328.255116835268,2.0,12.525,6.0,,0.0,0,287,Monday,10,2013,42,4,0,0,0,0,0,31,2,0,Roles,2013,2013-10-14
523,1310152,2013-10-15,2,354.885414944464,7.0,10.6625,4.0,63.0,0.0,1,288,Tuesday,10,2013,42,4,0,0,0,0,0,31,3,0,Roles,2013,2013-10-15
528,1310162,2013-10-16,2,324.757529273156,8.0,12.275,7.0,,0.0,2,289,Wednesday,10,2013,42,4,0,0,0,0,0,31,3,0,Roles,2013,2013-10-16
533,1310172,2013-10-17,2,324.982641344802,7.0,12.0,15.0,65.0,0.0,3,290,Thursday,10,2013,42,4,0,0,0,0,0,31,3,0,Roles,2013,2013-10-17
538,1310182,2013-10-18,2,321.70990029733,1.0,9.075,9.0,,0.0,4,291,Friday,10,2013,42,4,0,0,0,0,0,31,3,0,Roles,2013,2013-10-18
543,1310192,2013-10-19,2,379.7774092487,7.0,9.45,9.0,,0.0,5,292,Saturday,10,2013,42,4,1,0,0,0,0,31,3,0,Roles,2013,2013-10-19
548,1310202,2013-10-20,2,437.66111375148,7.0,15.1875,8.0,21.0,0.0,6,293,Sunday,10,2013,42,4,1,0,0,0,0,31,3,0,Roles,2013,2013-10-20
553,1310212,2013-10-21,2,312.390458346719,7.0,14.2625,8.0,61.0,0.0,0,294,Monday,10,2013,43,4,0,0,0,0,0,31,3,0,Roles,2013,2013-10-21
558,1310222,2013-10-22,2,367.731628638611,2.0,17.6375,7.0,,0.0,1,295,Tuesday,10,2013,43,4,0,0,0,0,0,31,4,0,Roles,2013,2013-10-22
563,1310232,2013-10-23,2,339.191026703081,6.0,17.675,9.0,,0.0,2,296,Wednesday,10,2013,43,4,0,0,0,0,0,31,4,0,Roles,2013,2013-10-23
568,1310242,2013-10-24,2,347.147339698928,5.0,12.6875,12.0,61.0,0.0,3,297,Thursday,10,2013,43,4,0,0,0,0,0,31,4,0,Roles,2013,2013-10-24
574,1310252,2013-10-25,2,331.531922475238,7.0,11.8875,7.0,61.0,0.0,4,298,Friday,10,2013,43,4,0,0,0,0,0,31,4,0,Roles,2013,2013-10-25
580,1310262,2013-10-26,2,403.176380323358,5.0,16.775,10.0,21.0,0.0,5,299,Saturday,10,2013,43,4,1,0,0,0,0,31,4,0,Roles,2013,2013-10-26
586,1310272,2013-10-27,2,541.86792448218,6.0,14.9875,16.0,65.0,0.0,6,300,Sunday,10,2013,43,4,1,0,0,0,0,31,4,0,Roles,2013,2013-10-27
592,1310282,2013-10-28,2,358.47390890485,7.0,14.3625,29.0,63.0,0.0,0,301,Monday,10,2013,44,4,0,0,0,0,0,31,4,0,Roles,2013,2013-10-28
597,1310292,2013-10-29,2,343.382554561478,7.0,10.775,17.0,63.0,0.0,1,302,Tuesday,10,2013,44,4,0,0,0,0,0,31,5,0,Roles,2013,2013-10-29
603,1310302,2013-10-30,2,315.521819776895,6.0,10.4375,10.0,61.0,0.0,2,303,Wednesday,10,2013,44,4,0,0,0,0,0,31,5,0,Roles,2013,2013-10-30
609,1310312,2013-10-31,2,297.251141804671,5.0,11.1625,13.0,21.0,0.0,3,304,Thursday,10,2013,44,4,0,0,1,0,0,31,5,0,Roles,2013,2013-10-31
615,1311012,2013-11-01,2,336.018177940212,8.0,10.625,9.0,63.0,0.0,4,305,Friday,11,2013,44,4,0,1,0,0,0,30,1,0,Roles,2013,2013-11-01
621,1311022,2013-11-02,2,433.411475491698,8.0,8.8875,3.0,63.0,0.0,5,306,Saturday,11,2013,44,4,1,0,0,0,0,30,1,0,Roles,2013,2013-11-02
627,1311032,2013-11-03,2,549.620047848044,6.0,10.7,15.0,21.0,0.0,6,307,Sunday,11,2013,44,4,1,0,0,0,0,30,1,0,Roles,2013,2013-11-03
