,Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,weekday,dayofyear,day_of_week
5981,2016-07-12,4.0,19.125,14,95.0,1607121.0,1.0,98.8521437980355,,1,194,Tuesday
5986,2016-07-13,6.0,16.375,6,63.0,1607131.0,1.0,136.905968374288,,2,195,Wednesday
5991,2016-07-14,7.0,16.375,12,53.0,1607141.0,1.0,116.126177275812,,3,196,Thursday
5996,2016-07-15,7.0,17.0,16,61.0,1607151.0,1.0,132.699943835378,,4,197,Friday
6001,2016-07-16,7.0,18.0,10,61.0,1607161.0,1.0,157.221628294765,,5,198,Saturday
6006,2016-07-17,7.0,17.25,9,61.0,1607171.0,1.0,42.885878239169,,6,199,Sunday
6012,2016-07-19,6.0,22.375,12,20.0,1607191.0,1.0,110.715440210892,,1,201,Tuesday
6017,2016-07-20,0.0,26.0,9,,1607201.0,1.0,104.132660811651,,2,202,Wednesday
6022,2016-07-21,3.0,25.875,8,,1607211.0,1.0,131.784060768095,,3,203,Thursday
6027,2016-07-22,3.0,26.0,6,21.0,1607221.0,1.0,113.407010430872,,4,204,Friday
6032,2016-07-23,3.0,25.375,9,,1607231.0,1.0,146.464945803733,,5,205,Saturday
6037,2016-07-24,0.0,25.25,10,,1607241.0,1.0,92.7879182201905,,6,206,Sunday
6042,2016-07-25,4.0,25.375,7,95.0,1607251.0,1.0,185.227061025517,,0,207,Monday
6047,2016-07-26,3.0,21.875,9,20.0,1607261.0,1.0,192.381770532513,,1,208,Tuesday
6051,2016-07-27,4.0,21.375,6,,1607271.0,1.0,159.997122537331,,2,209,Wednesday
6056,2016-07-28,4.0,21.25,7,20.0,1607281.0,1.0,164.354295781258,,3,210,Thursday
6061,2016-07-29,6.0,21.0,10,65.0,1607291.0,1.0,177.670184792223,,4,211,Friday
6066,2016-07-30,4.0,19.625,10,65.0,1607301.0,1.0,166.601426920218,,5,212,Saturday
6071,2016-07-31,7.0,17.375,6,61.0,1607311.0,1.0,91.3605121122705,,6,213,Sunday
6076,2016-08-01,3.0,18.5,14,61.0,1608011.0,1.0,161.443574230918,,0,214,Monday
6081,2016-08-02,4.0,19.75,7,20.0,1608021.0,1.0,135.72195457448,,1,215,Tuesday
6086,2016-08-03,7.0,19.375,9,61.0,1608031.0,1.0,160.92640354873,,2,216,Wednesday
6091,2016-08-04,6.0,20.375,11,61.0,1608041.0,1.0,190.138048133153,,3,217,Thursday
6096,2016-08-05,4.0,20.5,15,21.0,1608051.0,1.0,156.95610535683,,4,218,Friday
6101,2016-08-06,5.0,17.5,14,95.0,1608061.0,1.0,175.282574113376,,5,219,Saturday
6106,2016-08-07,6.0,21.125,13,21.0,1608071.0,1.0,71.899100617287,,6,220,Sunday
6111,2016-08-08,5.0,19.0,18,21.0,1608081.0,1.0,164.185739816663,,0,221,Monday
6116,2016-08-09,5.0,15.375,18,21.0,1608091.0,1.0,168.392491471408,,1,222,Tuesday
6121,2016-08-10,4.0,14.5,15,95.0,1608101.0,1.0,146.108444701411,,2,223,Wednesday
6126,2016-08-11,7.0,13.875,9,61.0,1608111.0,1.0,155.445190548365,,3,224,Thursday
6131,2016-08-12,7.0,18.25,12,61.0,1608121.0,1.0,172.772180030773,,4,225,Friday
6136,2016-08-13,7.0,18.125,12,61.0,1608131.0,1.0,242.04298764093,,5,226,Saturday
6143,2016-08-16,2.0,19.375,10,,1608161.0,1.0,111.26757761232,,1,229,Tuesday
6148,2016-08-17,0.0,19.571428,8,,1608171.0,1.0,133.724113213579,,2,230,Wednesday
6153,2016-08-18,3.0,18.25,9,,1608181.0,1.0,166.491293516648,,3,231,Thursday
6158,2016-08-19,3.0,20.375,8,,1608191.0,1.0,163.439489694208,,4,232,Friday
6163,2016-08-20,7.0,20.25,9,61.0,1608201.0,1.0,168.383074897518,,5,233,Saturday
6168,2016-08-21,4.0,19.875,9,21.0,1608211.0,1.0,64.0296375905993,,6,234,Sunday
6173,2016-08-22,7.0,18.375,10,65.0,1608221.0,1.0,132.218707810364,,0,235,Monday
6178,2016-08-23,6.0,21.75,8,,1608231.0,1.0,100.797638745173,,1,236,Tuesday
6183,2016-08-24,0.0,25.375,6,,1608241.0,1.0,128.031689472655,,2,237,Wednesday
6188,2016-08-25,0.0,28.375,6,,1608251.0,1.0,131.898041645196,,3,238,Thursday
6193,2016-08-26,0.0,27.75,13,,1608261.0,1.0,113.857651667203,,4,239,Friday
6198,2016-08-27,0.0,20.375,8,,1608271.0,1.0,143.728050251138,,5,240,Saturday
6203,2016-08-28,4.0,21.875,12,63.0,1608281.0,1.0,64.0609471983839,,6,241,Sunday
6208,2016-08-29,3.0,18.5,15,21.0,1608291.0,1.0,117.093542214261,,0,242,Monday
6213,2016-08-30,2.0,20.25,12,,1608301.0,1.0,146.236249515322,,1,243,Tuesday
6218,2016-08-31,0.0,23.125,6,,1608311.0,1.0,133.333037402885,,2,244,Wednesday
6223,2016-09-01,5.0,20.25,13,21.0,1609011.0,1.0,134.059380486205,,3,245,Thursday
6228,2016-09-02,4.0,19.125,8,61.0,1609021.0,1.0,85.2045971552449,,4,246,Friday
6233,2016-09-03,5.0,19.25,12,21.0,1609031.0,1.0,167.820279051247,,5,247,Saturday
6238,2016-09-04,6.0,19.25,8,61.0,1609041.0,1.0,63.5013684156845,,6,248,Sunday
6243,2016-09-05,0.0,19.125,12,0.0,1609051.0,1.0,162.984490197691,,0,249,Monday
6248,2016-09-06,2.0,21.75,6,,1609061.0,1.0,95.8411144296674,,1,250,Tuesday
6253,2016-09-07,0.0,23.625,6,,1609071.0,1.0,109.455420848433,,2,251,Wednesday
6258,2016-09-08,0.0,25.625,7,,1609081.0,1.0,125.091909371069,,3,252,Thursday
6263,2016-09-09,2.0,21.375,10,0.0,1609091.0,1.0,148.877333962067,,4,253,Friday
6268,2016-09-10,0.0,23.875,6,,1609101.0,1.0,140.376787154846,,5,254,Saturday
6273,2016-09-11,6.0,20.875,10,,1609111.0,1.0,85.7357676571596,,6,255,Sunday
6278,2016-09-12,0.0,25.375,8,,1609121.0,1.0,129.296154663315,,0,256,Monday
6283,2016-09-13,0.0,27.875,8,,1609131.0,1.0,110.165491085845,,1,257,Tuesday
6288,2016-09-14,0.0,25.25,9,,1609141.0,1.0,101.506886848651,,2,258,Wednesday
6293,2016-09-15,0.0,23.75,13,,1609151.0,1.0,139.038489572332,,3,259,Thursday
6298,2016-09-16,4.0,22.75,8,0.0,1609161.0,1.0,82.9657291003825,,4,260,Friday
6303,2016-09-17,5.0,18.875,14,,1609171.0,1.0,120.786599548847,,5,261,Saturday
6308,2016-09-18,7.0,16.75,15,21.0,1609181.0,1.0,93.160862383955,,6,262,Sunday
6313,2016-09-19,7.0,17.0,9,,1609191.0,1.0,114.697410367889,,0,263,Monday
6318,2016-09-20,5.0,17.5,8,,1609201.0,1.0,147.044940899915,,1,264,Tuesday
6323,2016-09-21,3.0,18.375,10,,1609211.0,1.0,113.835673304499,,2,265,Wednesday
6328,2016-09-22,4.0,18.5,6,,1609221.0,1.0,124.063350220345,,3,266,Thursday
6333,2016-09-23,4.0,18.625,12,21.0,1609231.0,1.0,123.203567184748,,4,267,Friday
6338,2016-09-24,0.0,18.625,6,,1609241.0,1.0,124.760380048605,,5,268,Saturday
6343,2016-09-25,0.0,21.375,8,,1609251.0,1.0,50.7009834904937,,6,269,Sunday
6348,2016-09-26,4.0,18.25,6,0.0,1609261.0,1.0,100.687007359059,,0,270,Monday
6353,2016-09-27,0.0,19.875,6,0.0,1609271.0,1.0,124.380118113529,,1,271,Tuesday
6358,2016-09-28,6.0,19.125,19,,1609281.0,1.0,120.131624904303,,2,272,Wednesday
6363,2016-09-29,7.0,17.375,13,61.0,1609291.0,1.0,106.899462001863,,3,273,Thursday
6368,2016-09-30,6.0,14.0,11,61.0,1609301.0,1.0,126.366800158974,,4,274,Friday
6373,2016-10-01,3.0,15.875,6,,1610011.0,1.0,173.938069367793,,5,275,Saturday
6378,2016-10-02,3.0,15.75,7,21.0,1610021.0,1.0,56.3004091147622,,6,276,Sunday
6383,2016-10-03,7.0,14.375,18,61.0,1610031.0,1.0,62.1746495327839,,0,277,Monday
6388,2016-10-04,5.0,13.25,16,,1610041.0,1.0,172.446738288365,,1,278,Tuesday
6393,2016-10-05,3.0,12.0,19,,1610051.0,1.0,114.574136259055,,2,279,Wednesday
6398,2016-10-06,7.0,11.25,17,20.0,1610061.0,1.0,136.945957744399,,3,280,Thursday
6403,2016-10-07,7.0,11.125,15,0.0,1610071.0,1.0,134.611025021576,,4,281,Friday
6408,2016-10-08,5.0,11.625,16,,1610081.0,1.0,147.66789204124,,5,282,Saturday
6413,2016-10-09,7.0,9.125,10,61.0,1610091.0,1.0,53.3156087813301,,6,283,Sunday
6418,2016-10-10,7.0,11.125,10,61.0,1610101.0,1.0,130.880964042862,,0,284,Monday
6423,2016-10-11,7.0,9.875,20,61.0,1610111.0,1.0,85.4801757621986,,1,285,Tuesday
6428,2016-10-12,7.0,9.75,18,63.0,1610121.0,1.0,98.0361155623953,,2,286,Wednesday
6433,2016-10-13,6.0,10.875,15,0.0,1610131.0,1.0,148.18590913848,,3,287,Thursday
6438,2016-10-14,7.0,9.125,13,61.0,1610141.0,1.0,93.8261887010055,,4,288,Friday
6443,2016-10-15,8.0,8.625,12,61.0,1610151.0,1.0,132.894647230153,,5,289,Saturday
6448,2016-10-16,8.0,11.375,6,10.0,1610161.0,1.0,74.5534527201843,,6,290,Sunday
6453,2016-10-17,8.0,9.75,6,10.0,1610171.0,1.0,120.547856066705,,0,291,Monday
6458,2016-10-18,7.0,13.25,6,28.0,1610181.0,1.0,110.361356326637,,1,292,Tuesday
6463,2016-10-19,8.0,7.625,4,61.0,1610191.0,1.0,110.217732943397,,2,293,Wednesday
6468,2016-10-20,7.0,10.125,10,21.0,1610201.0,1.0,115.866476082293,,3,294,Thursday
6473,2016-10-21,6.0,9.875,10,61.0,1610211.0,1.0,114.340023882369,,4,295,Friday
6478,2016-10-22,8.0,8.125,12,61.0,1610221.0,1.0,160.103777760669,,5,296,Saturday
6483,2016-10-23,7.0,8.625,4,21.0,1610231.0,1.0,71.392684860845,,6,297,Sunday
6488,2016-10-24,5.0,9.25,8,10.0,1610241.0,1.0,101.614370965389,,0,298,Monday
6493,2016-10-25,5.0,9.0,8,0.0,1610251.0,1.0,74.5196202965945,,1,299,Tuesday
6498,2016-10-26,6.0,7.375,6,10.0,1610261.0,1.0,75.1781153356293,,2,300,Wednesday
6503,2016-10-27,7.0,13.375,9,21.0,1610271.0,1.0,107.497900955149,,3,301,Thursday
6508,2016-10-28,6.0,12.75,15,21.0,1610281.0,1.0,125.569231616337,,4,302,Friday
6513,2016-10-29,4.0,11.375,16,20.0,1610291.0,1.0,151.413102878923,,5,303,Saturday
6518,2016-10-30,4.0,11.0,9,5.0,1610301.0,1.0,68.3827588351215,,6,304,Sunday
6523,2016-10-31,7.0,12.125,6,61.0,1610311.0,1.0,116.860031849405,,0,305,Monday
6528,2016-11-01,6.0,10.125,12,61.0,1611011.0,1.0,109.272941497746,,1,306,Tuesday
6533,2016-11-02,4.0,7.25,13,21.0,1611021.0,1.0,98.5457706234247,,2,307,Wednesday
6538,2016-11-03,4.0,5.875,5,,1611031.0,1.0,146.232819423347,,3,308,Thursday
6544,2016-11-04,7.0,7.875,8,61.0,1611041.0,1.0,97.3009447369516,,4,309,Friday
6550,2016-11-05,7.0,5.5,5,61.0,1611051.0,1.0,109.228922348071,,5,310,Saturday
6556,2016-11-06,7.0,6.625,6,61.0,1611061.0,1.0,95.267777844009,,6,311,Sunday
6561,2016-11-07,7.0,3.5,14,61.0,1611071.0,1.0,95.942904642186,,0,312,Monday
6567,2016-11-08,7.0,0.75,14,71.0,1611081.0,1.0,98.6134473987209,,1,313,Tuesday
6573,2016-11-09,0.0,1.25,4,10.0,1611091.0,1.0,102.800778634922,,2,314,Wednesday
6579,2016-11-10,7.0,4.0,8,22.0,1611101.0,1.0,104.94423726981,,3,315,Thursday
6585,2016-11-11,4.0,4.875,10,21.0,1611111.0,1.0,79.7625074114877,,4,316,Friday
6591,2016-11-12,3.0,1.625,6,49.0,1611121.0,1.0,138.827828111692,,5,317,Saturday
6597,2016-11-13,4.0,1.375,9,5.0,1611131.0,1.0,55.4419452131555,,6,318,Sunday
6603,2016-11-14,4.0,2.0,10,5.0,1611141.0,1.0,107.975134464159,,0,319,Monday
6609,2016-11-15,7.0,7.75,9,61.0,1611151.0,1.0,97.521559634551,,1,320,Tuesday
6615,2016-11-16,7.0,8.75,11,61.0,1611161.0,1.0,131.997447886261,,2,321,Wednesday
6621,2016-11-17,6.0,7.75,9,21.0,1611171.0,1.0,120.999764172375,,3,322,Thursday
6627,2016-11-18,4.0,7.25,13,21.0,1611181.0,1.0,125.620231572559,,4,323,Friday
6633,2016-11-19,6.0,6.625,11,21.0,1611191.0,1.0,98.4835152120726,,5,324,Saturday
6639,2016-11-20,6.0,6.375,12,63.0,1611201.0,1.0,52.4424952545878,,6,325,Sunday
6645,2016-11-21,7.0,11.5,6,61.0,1611211.0,1.0,121.378744787554,,0,326,Monday
6651,2016-11-22,7.0,12.125,7,,1611221.0,1.0,87.2731117646776,,1,327,Tuesday
6657,2016-11-23,7.0,10.0,5,10.0,1611231.0,1.0,91.3408874396352,,2,328,Wednesday
6663,2016-11-24,0.0,4.5,8,10.0,1611241.0,1.0,122.474432163973,,3,329,Thursday
6669,2016-11-25,7.0,4.0,4,45.0,1611251.0,1.0,82.9237972563907,,4,330,Friday
6675,2016-11-26,7.0,5.875,10,61.0,1611261.0,1.0,116.639176452944,,5,331,Saturday
6681,2016-11-27,0.0,5.625,9,5.0,1611271.0,1.0,49.7963022970208,,6,332,Sunday
6687,2016-11-28,1.0,2.875,11,,1611281.0,1.0,112.658765618467,,0,333,Monday
6693,2016-11-29,3.0,3.0,9,10.0,1611291.0,1.0,103.870082800741,,1,334,Tuesday
6699,2016-11-30,7.0,6.25,12,61.0,1611301.0,1.0,128.456546571317,,2,335,Wednesday
6705,2016-12-01,8.0,8.5,19,61.0,1612011.0,1.0,107.538858358439,,3,336,Thursday
6711,2016-12-02,0.0,3.625,8,0.0,1612021.0,1.0,94.5038724434251,,4,337,Friday
6717,2016-12-03,4.0,-0.75,6,49.0,1612031.0,1.0,122.439207453624,,5,338,Saturday
6723,2016-12-04,8.0,4.125,6,,1612041.0,1.0,70.0253014166919,,6,339,Sunday
6729,2016-12-05,7.0,3.0,7,,1612051.0,1.0,119.636013828757,,0,340,Monday
6735,2016-12-06,7.0,6.25,5,61.0,1612061.0,1.0,98.3868204798713,,1,341,Tuesday
6741,2016-12-07,7.0,4.5,10,61.0,1612071.0,1.0,106.089285160058,,2,342,Wednesday
6747,2016-12-08,8.0,8.625,12,10.0,1612081.0,1.0,127.742791107649,,3,343,Thursday
6753,2016-12-09,7.0,8.875,13,20.0,1612091.0,1.0,81.5452124764518,,4,344,Friday
6759,2016-12-10,7.0,9.5,10,61.0,1612101.0,1.0,82.9865412318734,,5,345,Saturday
6765,2016-12-12,7.0,4.875,4,61.0,1612121.0,1.0,89.5461152835577,,0,347,Monday
6771,2016-12-13,7.0,6.285714,5,10.0,1612131.0,1.0,86.1880456725954,,1,348,Tuesday
6777,2016-12-14,7.0,4.625,6,45.0,1612141.0,1.0,75.4039519341152,,2,349,Wednesday
6783,2016-12-15,7.0,0.0,8,49.0,1612151.0,1.0,137.130260969332,,3,350,Thursday
6789,2016-12-16,8.0,-1.0,5,10.0,1612161.0,1.0,86.0242406261287,,4,351,Friday
6796,2016-12-18,7.0,7.0,8,0.0,1612181.0,1.0,158.08476137293,,6,353,Sunday
6802,2016-12-19,8.0,5.75,4,0.0,1612191.0,1.0,97.2450388316804,,0,354,Monday
6808,2016-12-20,8.0,1.5,7,10.0,1612201.0,1.0,82.2737744983917,,1,355,Tuesday
6814,2016-12-21,6.0,3.625,10,10.0,1612211.0,1.0,107.055526767408,,2,356,Wednesday
6820,2016-12-22,7.0,5.25,8,61.0,1612221.0,1.0,102.318594196839,,3,357,Thursday
6826,2016-12-23,7.0,6.375,9,10.0,1612231.0,1.0,189.733379813939,,4,358,Friday
6832,2016-12-24,6.0,6.125,14,95.0,1612241.0,1.0,182.243850046631,,5,359,Saturday
6840,2016-12-27,6.0,8.25,21,,1612271.0,1.0,132.534941139693,,1,362,Tuesday
6846,2016-12-28,4.0,7.125,12,0.0,1612281.0,1.0,92.6053954826362,,2,363,Wednesday
6851,2016-12-29,3.0,3.75,11,10.0,1612291.0,1.0,281.809035845441,,3,364,Thursday
6857,2016-12-30,4.0,1.75,10,10.0,1612301.0,1.0,130.743678525635,,4,365,Friday
6862,2016-12-31,7.0,4.875,13,28.0,1612311.0,1.0,288.843105743746,,5,366,Saturday
6868,2017-01-02,3.0,1.625,8,0.0,1701021.0,1.0,127.942753867048,,0,2,Monday
6873,2017-01-03,7.0,6.0,16,61.0,1701031.0,1.0,89.4483348556559,,1,3,Tuesday
6878,2017-01-04,4.0,4.0,19,20.0,1701041.0,1.0,119.050990891285,,2,4,Wednesday
6883,2017-01-05,4.0,-2.875,15,0.0,1701051.0,1.0,115.680238055479,,3,5,Thursday
6888,2017-01-06,1.0,-4.25,6,,1701061.0,1.0,101.303945374724,,4,6,Friday
6893,2017-01-07,8.0,-0.5,11,71.0,1701071.0,1.0,71.69205028378,,5,7,Saturday
6898,2017-01-08,8.0,2.25,4,10.0,1701081.0,1.0,54.8212865043727,,6,8,Sunday
6903,2017-01-09,8.0,2.5,6,20.0,1701091.0,1.0,116.228031726541,,0,9,Monday
6908,2017-01-10,7.0,2.625,9,10.0,1701101.0,1.0,114.536612160932,,1,10,Tuesday
6913,2017-01-11,7.0,4.625,15,61.0,1701111.0,1.0,49.4763974006414,,2,11,Wednesday
6918,2017-01-12,4.0,4.5,16,61.0,1701121.0,1.0,73.7827205206854,,3,12,Thursday
6923,2017-01-13,3.0,3.125,7,61.0,1701131.0,1.0,114.532728222355,,4,13,Friday
6928,2017-01-14,2.0,1.75,10,61.0,1701141.0,1.0,128.56240804852,,5,14,Saturday
6933,2017-01-15,5.0,1.375,10,71.0,1701151.0,1.0,57.5415780818905,,6,15,Sunday
6938,2017-01-16,0.0,0.25,9,0.0,1701161.0,1.0,88.9021282031328,,0,16,Monday
6943,2017-01-17,7.0,0.5,4,10.0,1701171.0,1.0,82.1819950215278,,1,17,Tuesday
6948,2017-01-18,7.0,0.125,8,20.0,1701181.0,1.0,88.8649502286419,,2,18,Wednesday
6953,2017-01-19,8.0,1.5,8,61.0,1701191.0,1.0,119.723025026725,,3,19,Thursday
6958,2017-01-20,8.0,3.625,5,21.0,1701201.0,1.0,87.1766818830841,,4,20,Friday
6963,2017-01-21,7.0,5.75,5,10.0,1701211.0,1.0,107.032520387605,,5,21,Saturday
6968,2017-01-22,8.0,1.375,5,10.0,1701221.0,1.0,57.9895653139982,,6,22,Sunday
6973,2017-01-23,7.0,1.125,8,10.0,1701231.0,1.0,86.9879013792807,,0,23,Monday
6978,2017-01-24,7.0,1.875,8,45.0,1701241.0,1.0,95.5104682174382,,1,24,Tuesday
6983,2017-01-25,7.0,-1.25,6,49.0,1701251.0,1.0,64.9830364754336,,2,25,Wednesday
6988,2017-01-26,6.0,1.0,7,10.0,1701261.0,1.0,116.676851600561,,3,26,Thursday
6993,2017-01-27,0.0,2.142857,7,5.0,1701271.0,1.0,88.2521352952121,,4,27,Friday
6998,2017-01-28,1.0,2.875,5,5.0,1701281.0,1.0,119.776887506826,,5,28,Saturday
7003,2017-01-29,7.0,4.75,8,61.0,1701291.0,1.0,30.3865291347707,,6,29,Sunday
7008,2017-01-30,7.0,2.625,13,61.0,1701301.0,1.0,95.5900521407205,,0,30,Monday
7013,2017-01-31,7.0,3.125,15,10.0,1701311.0,1.0,92.8994636837401,,1,31,Tuesday
7018,2017-02-01,7.0,1.125,8,20.0,1702011.0,1.0,66.5673255870155,,2,32,Wednesday
7023,2017-02-02,7.0,1.75,6,61.0,1702021.0,1.0,89.9254398203578,,3,33,Thursday
7028,2017-02-03,7.0,1.625,6,45.0,1702031.0,1.0,78.3684128353329,,4,34,Friday
7033,2017-02-04,7.0,5.75,6,61.0,1702041.0,1.0,108.219789178826,,5,35,Saturday
7038,2017-02-05,8.0,2.0,10,61.0,1702051.0,1.0,57.4532745562637,,6,36,Sunday
7043,2017-02-06,7.0,2.5,12,61.0,1702061.0,1.0,132.177431806535,,0,37,Monday
7048,2017-02-07,7.0,0.0,12,77.0,1702071.0,1.0,132.849204976505,,1,38,Tuesday
7053,2017-02-08,8.0,-2.0,8,77.0,1702081.0,1.0,117.004984635316,,2,39,Wednesday
7058,2017-02-09,8.0,-2.125,11,22.0,1702091.0,1.0,119.337453228786,,3,40,Thursday
7063,2017-02-10,7.0,-1.75,16,10.0,1702101.0,1.0,121.144021086338,,4,41,Friday
7068,2017-02-11,7.0,0.0,17,0.0,1702111.0,1.0,100.989205252472,,5,42,Saturday
7073,2017-02-12,8.0,0.375,17,10.0,1702121.0,1.0,44.557352092852,,6,43,Sunday
7078,2017-02-13,0.0,-0.25,10,10.0,1702131.0,1.0,119.108720290684,,0,44,Monday
7083,2017-02-14,2.0,-0.75,8,49.0,1702141.0,1.0,141.073519448693,,1,45,Tuesday
7088,2017-02-15,0.0,5.875,4,5.0,1702151.0,1.0,100.825877196342,,2,46,Wednesday
7093,2017-02-16,7.0,6.25,10,61.0,1702161.0,1.0,146.826941839259,,3,47,Thursday
7098,2017-02-17,7.0,6.0,9,61.0,1702171.0,1.0,151.638373911674,,4,48,Friday
7103,2017-02-18,7.0,4.625,12,20.0,1702181.0,1.0,141.71660063089,,5,49,Saturday
7108,2017-02-19,7.0,5.625,8,61.0,1702191.0,1.0,62.0097969516182,,6,50,Sunday
7113,2017-02-20,7.0,8.0,16,61.0,1702201.0,1.0,66.0328545899126,,0,51,Monday
7118,2017-02-21,6.0,7.625,18,,1702211.0,1.0,109.49615849071,,1,52,Tuesday
7123,2017-02-22,6.0,7.375,20,61.0,1702221.0,1.0,61.7410274782351,,2,53,Wednesday
7128,2017-02-23,7.0,4.375,22,63.0,1702231.0,1.0,83.2419409328517,,3,54,Thursday
7133,2017-02-24,1.0,4.125,15,21.0,1702241.0,1.0,125.53740598929,,4,55,Friday
7138,2017-02-25,7.0,3.375,12,61.0,1702251.0,1.0,115.341612709924,,5,56,Saturday
7143,2017-02-26,7.0,7.5,11,61.0,1702261.0,1.0,51.7803618656751,,6,57,Sunday
7148,2017-02-27,8.0,10.75,11,,1702271.0,1.0,122.569495991968,,0,58,Monday
7153,2017-02-28,6.0,6.0,15,21.0,1702281.0,1.0,83.0765621031534,,1,59,Tuesday
7158,2017-03-01,6.0,5.0,14,63.0,1703011.0,1.0,125.217450323725,,2,60,Wednesday
7163,2017-03-02,3.0,6.5,16,21.0,1703021.0,1.0,129.890356481374,,3,61,Thursday
7168,2017-03-03,2.0,8.375,10,0.0,1703031.0,1.0,87.3180596980489,,4,62,Friday
7173,2017-03-04,6.0,9.125,5,5.0,1703041.0,1.0,98.7435434121811,,5,63,Saturday
7178,2017-03-05,7.0,7.375,12,61.0,1703051.0,1.0,34.5835550634367,,6,64,Sunday
7183,2017-03-06,8.0,3.75,17,0.0,1703061.0,1.0,89.6750437494664,,0,65,Monday
7188,2017-03-07,7.0,1.75,7,20.0,1703071.0,1.0,100.15087379542,,1,66,Tuesday
7193,2017-03-08,6.0,5.75,9,61.0,1703081.0,1.0,94.9229502187465,,2,67,Wednesday
7198,2017-03-09,7.0,7.375,8,21.0,1703091.0,1.0,111.351351910469,,3,68,Thursday
7203,2017-03-10,4.0,8.75,16,0.0,1703101.0,1.0,100.450621108239,,4,69,Friday
7208,2017-03-11,2.0,7.75,9,0.0,1703111.0,1.0,121.869883897373,,5,70,Saturday
7213,2017-03-12,6.0,6.375,9,,1703121.0,1.0,95.7356255719552,,6,71,Sunday
7218,2017-03-13,7.0,6.625,7,5.0,1703131.0,1.0,120.053295378394,,0,72,Monday
7223,2017-03-14,6.0,10.5,13,0.0,1703141.0,1.0,87.0000890332702,,1,73,Tuesday
7228,2017-03-15,0.0,9.25,16,5.0,1703151.0,1.0,92.6236598779842,,2,74,Wednesday
7233,2017-03-16,5.0,11.75,9,,1703161.0,1.0,110.643982291844,,3,75,Thursday
7238,2017-03-17,6.0,6.75,18,63.0,1703171.0,1.0,112.504534119038,,4,76,Friday
7243,2017-03-18,5.0,6.875,22,21.0,1703181.0,1.0,106.208725638613,,5,77,Saturday
7248,2017-03-19,8.0,3.875,9,79.0,1703191.0,1.0,36.557110132907,,6,78,Sunday
7253,2017-03-20,7.0,10.25,8,61.0,1703201.0,1.0,97.3489147113908,,0,79,Monday
7258,2017-03-21,5.0,8.75,20,21.0,1703211.0,1.0,126.927370810771,,1,80,Tuesday
7263,2017-03-22,0.0,10.75,11,0.0,1703221.0,1.0,101.415037514976,,2,81,Wednesday
7268,2017-03-23,4.0,8.125,11,,1703231.0,1.0,100.177760988448,,3,82,Thursday
7273,2017-03-24,0.0,10.5,7,0.0,1703241.0,1.0,128.368364908016,,4,83,Friday
7278,2017-03-25,3.0,9.875,12,0.0,1703251.0,1.0,97.8900868337535,,5,84,Saturday
7283,2017-03-26,3.0,9.375,7,0.0,1703261.0,1.0,85.2187867213704,,6,85,Sunday
7288,2017-03-27,0.0,12.5,11,10.0,1703271.0,1.0,162.660207279858,,0,86,Monday
7293,2017-03-28,0.0,13.875,7,0.0,1703281.0,1.0,107.613301109633,,1,87,Tuesday
7298,2017-03-29,8.0,10.0,13,21.0,1703291.0,1.0,141.002747009982,,2,88,Wednesday
7303,2017-03-30,7.0,16.0,12,61.0,1703301.0,1.0,151.539022676893,,3,89,Thursday
7308,2017-03-31,0.0,19.75,7,,1703311.0,1.0,195.105275573427,,4,90,Friday
7313,2017-04-01,2.0,15.75,7,0.0,1704011.0,1.0,224.207429968001,,5,91,Saturday
7318,2017-04-02,2.0,13.375,13,0.0,1704021.0,1.0,90.4108850533697,,6,92,Sunday
7323,2017-04-03,2.0,10.375,8,,1704031.0,1.0,187.854069053637,,0,93,Monday
7328,2017-04-04,2.0,12.625,8,0.0,1704041.0,1.0,167.875773750993,,1,94,Tuesday
7333,2017-04-05,5.0,9.875,18,21.0,1704051.0,1.0,98.318686836073,,2,95,Wednesday
7338,2017-04-06,6.0,10.0,17,0.0,1704061.0,1.0,142.738966819238,,3,96,Thursday
7343,2017-04-07,6.0,11.125,18,20.0,1704071.0,1.0,153.13878108102,,4,97,Friday
7348,2017-04-08,7.0,10.875,12,,1704081.0,1.0,183.065412513501,,5,98,Saturday
7353,2017-04-09,0.0,16.0,9,5.0,1704091.0,1.0,78.3925102817988,,6,99,Sunday
7358,2017-04-10,7.0,9.5,19,21.0,1704101.0,1.0,157.029670654949,,0,100,Monday
7363,2017-04-11,5.0,8.75,18,21.0,1704111.0,1.0,142.450858065516,,1,101,Tuesday
7368,2017-04-12,7.0,8.75,13,61.0,1704121.0,1.0,127.466200723679,,2,102,Wednesday
7373,2017-04-13,7.0,9.0,18,61.0,1704131.0,1.0,357.843060948626,,3,103,Thursday
7379,2017-04-15,6.0,8.125,23,63.0,1704151.0,1.0,396.16076955053,,5,105,Saturday
7384,2017-04-16,7.0,6.875,7,61.0,1704161.0,1.0,87.2043256933579,,6,106,Sunday
7389,2017-04-17,6.0,6.25,10,61.0,1704171.0,1.0,23.1962791847882,,0,107,Monday
7394,2017-04-18,4.0,5.625,15,,1704181.0,1.0,123.947010890956,,1,108,Tuesday
7399,2017-04-19,0.0,6.375,10,0.0,1704191.0,1.0,107.21034333897,,2,109,Wednesday
7404,2017-04-20,7.0,8.25,12,,1704201.0,1.0,145.310365058131,,3,110,Thursday
