,Unnamed: 0,Datum,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz
2933,,2014-03-22,,,,,,1403221.0,1.0,130.851901605861
2934,,2014-03-23,,,,,,1403231.0,1.0,71.128447822127
2935,,2014-03-24,,,,,,1403241.0,1.0,174.642338237835
2936,,2014-03-25,,,,,,1403251.0,1.0,130.828394911681
2937,,2014-03-26,,,,,,1403261.0,1.0,164.073709880608
2938,,2014-03-27,,,,,,1403271.0,1.0,217.595707302914
2939,,2014-03-28,,,,,,1403281.0,1.0,210.364589078685
2940,,2014-03-29,,,,,,1403291.0,1.0,201.442576014825
2941,,2014-03-30,,,,,,1403301.0,1.0,77.0718729480323
2942,,2014-03-31,,,,,,1403311.0,1.0,165.782083579859
2943,,2014-04-01,,,,,,1404011.0,1.0,143.934571968464
2944,,2014-04-02,,,,,,1404021.0,1.0,145.793768476637
2945,,2014-04-03,,,,,,1404031.0,1.0,199.334213779063
2946,,2014-04-04,,,,,,1404041.0,1.0,149.094869799179
2947,,2014-04-05,,,,,,1404051.0,1.0,166.366651532902
2948,,2014-04-06,,,,,,1404061.0,1.0,79.4656989548114
2949,,2014-04-07,,,,,,1404071.0,1.0,175.863088463562
2950,,2014-04-08,,,,,,1404081.0,1.0,104.711261779938
2951,,2014-04-09,,,,,,1404091.0,1.0,168.945582350845
2952,,2014-04-10,,,,,,1404101.0,1.0,153.689913112803
2953,,2014-04-11,,,,,,1404111.0,1.0,150.197974521935
2954,,2014-04-12,,,,,,1404121.0,1.0,230.41912840806
2955,,2014-04-13,,,,,,1404131.0,1.0,106.9717520005
2956,,2014-04-14,,,,,,1404141.0,1.0,126.41212420811
2957,,2014-04-15,,,,,,1404151.0,1.0,109.472548649702
2958,,2014-04-16,,,,,,1404161.0,1.0,110.647041867212
2959,,2014-04-17,,,,,,1404171.0,1.0,259.250121969818
2960,,2014-04-19,,,,,,1404191.0,1.0,290.428956680919
2961,,2014-04-20,,,,,,1404201.0,1.0,57.7509189177541
2962,,2014-04-21,,,,,,1404211.0,1.0,109.431179378053
2963,,2014-04-22,,,,,,1404221.0,1.0,169.196248011103
2964,,2014-04-23,,,,,,1404231.0,1.0,162.980101956576
2965,,2014-04-24,,,,,,1404241.0,1.0,155.338780558714
2966,,2014-04-25,,,,,,1404251.0,1.0,103.620395874603
2967,,2014-04-26,,,,,,1404261.0,1.0,143.988134045973
2968,,2014-04-27,,,,,,1404271.0,1.0,67.5791269771508
2969,,2014-04-28,,,,,,1404281.0,1.0,142.899118015523
2970,,2014-04-29,,,,,,1404291.0,1.0,145.382373304754
2971,,2014-04-30,,,,,,1404301.0,1.0,168.447583367336
2972,,2014-05-02,,,,,,1405021.0,1.0,194.877300541007
2973,,2014-05-05,,,,,,1405051.0,1.0,344.712427419033
2974,,2014-05-06,,,,,,1405061.0,1.0,117.634364611904
2975,,2014-05-07,,,,,,1405071.0,1.0,90.0459392081919
2976,,2014-05-08,,,,,,1405081.0,1.0,149.299133313087
2977,,2014-05-09,,,,,,1405091.0,1.0,93.4116822522153
2978,,2014-05-10,,,,,,1405101.0,1.0,123.724674602317
2979,,2014-05-11,,,,,,1405111.0,1.0,61.0065824620734
2980,,2014-05-12,,,,,,1405121.0,1.0,117.63724487723
2981,,2014-05-13,,,,,,1405131.0,1.0,140.036281903001
2982,,2014-05-14,,,,,,1405141.0,1.0,107.299783874075
2983,,2014-05-15,,,,,,1405151.0,1.0,123.833393024816
2984,,2014-05-16,,,,,,1405161.0,1.0,182.247331664509
2985,,2014-05-17,,,,,,1405171.0,1.0,128.405482365147
2986,,2014-05-18,,,,,,1405181.0,1.0,94.9265718873585
2987,,2014-05-19,,,,,,1405191.0,1.0,108.184039506908
2988,,2014-05-20,,,,,,1405201.0,1.0,112.779561925048
2989,,2014-05-21,,,,,,1405211.0,1.0,123.754439846218
2990,,2014-05-22,,,,,,1405221.0,1.0,116.368035292474
2991,,2014-05-23,,,,,,1405231.0,1.0,129.753386763715
2992,,2014-05-24,,,,,,1405241.0,1.0,117.223121200496
2993,,2014-05-25,,,,,,1405251.0,1.0,85.7502216285052
2994,,2014-05-26,,,,,,1405261.0,1.0,117.265384467109
2995,,2014-05-27,,,,,,1405271.0,1.0,114.85034360851
2996,,2014-05-28,,,,,,1405281.0,1.0,190.55318445032
2997,,2014-05-29,,,,,,1405291.0,1.0,85.879848415963
2998,,2014-05-30,,,,,,1405301.0,1.0,187.239006431102
2999,,2014-05-31,,,,,,1405311.0,1.0,171.347524831197
3000,,2014-06-01,,,,,,1406011.0,1.0,93.4027092149433
3001,,2014-06-02,,,,,,1406021.0,1.0,199.723160641356
3002,,2014-06-03,,,,,,1406031.0,1.0,142.538025704362
3003,,2014-06-04,,,,,,1406041.0,1.0,137.397470737802
3004,,2014-06-05,,,,,,1406051.0,1.0,194.604241155943
3005,,2014-06-06,,,,,,1406061.0,1.0,181.64230467912
3006,,2014-06-07,,,,,,1406071.0,1.0,199.282826637538
3007,,2014-06-08,,,,,,1406081.0,1.0,116.13410257794
3008,,2014-06-09,,,,,,1406091.0,1.0,110.83826883308
3009,,2014-06-10,,,,,,1406101.0,1.0,183.918754774297
3010,,2014-06-11,,,,,,1406111.0,1.0,149.446544671322
3011,,2014-06-12,,,,,,1406121.0,1.0,139.828728810289
3012,,2014-06-13,,,,,,1406131.0,1.0,181.076990157327
3013,,2014-06-14,,,,,,1406141.0,1.0,198.692957520375
3014,,2014-06-15,,,,,,1406151.0,1.0,54.0249702204705
3015,,2014-06-16,,,,,,1406161.0,1.0,162.607017592405
3016,,2014-06-17,,,,,,1406171.0,1.0,124.562218396083
3017,,2014-06-18,,,,,,1406181.0,1.0,137.865777862035
3018,,2014-06-19,,,,,,1406191.0,1.0,129.894799169399
3019,,2014-06-20,,,,,,1406201.0,1.0,175.728748384125
3020,,2014-06-21,,,,,,1406211.0,1.0,162.410672754329
3021,,2014-06-22,,,,,,1406221.0,1.0,99.6276132843513
3022,,2014-06-23,,,,,,1406231.0,1.0,130.997404965594
3023,,2014-06-24,,,,,,1406241.0,1.0,119.068455962972
3024,,2014-06-25,,,,,,1406251.0,1.0,114.248639971521
3025,,2014-06-26,,,,,,1406261.0,1.0,139.644833904018
3026,,2014-06-27,,,,,,1406271.0,1.0,149.199619823898
3027,,2014-06-28,,,,,,1406281.0,1.0,234.368963456298
3028,,2014-06-29,,,,,,1406291.0,1.0,99.024824945212
3029,,2014-06-30,,,,,,1406301.0,1.0,171.873065791742
3030,,2014-07-01,,,,,,1407011.0,1.0,79.4657766414776
3031,,2014-07-02,,,,,,1407021.0,1.0,130.353573545155
3032,,2014-07-03,,,,,,1407031.0,1.0,158.210589058586
3033,,2014-07-04,,,,,,1407041.0,1.0,112.903849016111
3034,,2014-07-05,,,,,,1407051.0,1.0,150.979319145129
3035,,2014-07-06,,,,,,1407061.0,1.0,84.8042447667398
3036,,2014-07-07,,,,,,1407071.0,1.0,142.241358541915
3037,,2014-07-08,,,,,,1407081.0,1.0,109.606492090567
3038,,2014-07-09,,,,,,1407091.0,1.0,116.752191041734
3039,,2014-07-10,,,,,,1407101.0,1.0,132.724706258412
3040,,2014-07-11,,,,,,1407111.0,1.0,180.711513583786
3041,,2014-07-12,,,,,,1407121.0,1.0,142.331090508761
3042,,2014-07-13,,,,,,1407131.0,1.0,80.4531140833734
3043,,2014-07-14,,,,,,1407141.0,1.0,153.698550894933
3044,,2014-07-15,,,,,,1407151.0,1.0,157.385041577792
3045,,2014-07-16,,,,,,1407161.0,1.0,158.680478444563
3046,,2014-07-17,,,,,,1407171.0,1.0,160.5229296933
3047,,2014-07-18,,,,,,1407181.0,1.0,119.811042532772
3048,,2014-07-19,,,,,,1407191.0,1.0,144.785544515647
3049,,2014-07-20,,,,,,1407201.0,1.0,111.990298336233
3050,,2014-07-21,,,,,,1407211.0,1.0,137.703002341753
3051,,2014-07-22,,,,,,1407221.0,1.0,152.134170467115
3052,,2014-07-23,,,,,,1407231.0,1.0,144.39193026197
3053,,2014-07-24,,,,,,1407241.0,1.0,163.309889093623
3054,,2014-07-25,,,,,,1407251.0,1.0,145.131799090901
3055,,2014-07-26,,,,,,1407261.0,1.0,171.321523510186
3056,,2014-07-27,,,,,,1407271.0,1.0,90.1816334935297
3057,,2014-07-28,,,,,,1407281.0,1.0,157.813837411395
3058,,2014-07-29,,,,,,1407291.0,1.0,144.455051194281
3059,,2014-07-30,,,,,,1407301.0,1.0,137.868369774792
3060,,2014-07-31,,,,,,1407311.0,1.0,174.333709830106
3061,,2014-08-01,,,,,,1408011.0,1.0,153.966193788182
3062,,2014-08-02,,,,,,1408021.0,1.0,189.444073316264
3063,,2014-08-03,,,,,,1408031.0,1.0,75.380692980006
3064,,2014-08-04,,,,,,1408041.0,1.0,190.631341627449
3065,,2014-08-05,,,,,,1408051.0,1.0,158.481203915988
3066,,2014-08-06,,,,,,1408061.0,1.0,140.003286627353
3067,,2014-08-07,,,,,,1408071.0,1.0,172.493580385229
3068,,2014-08-08,,,,,,1408081.0,1.0,194.226703064487
3069,,2014-08-09,,,,,,1408091.0,1.0,216.790146013299
3070,,2014-08-10,,,,,,1408101.0,1.0,98.5919510239083
3071,,2014-08-11,,,,,,1408111.0,1.0,186.843287518034
3072,,2014-08-12,,,,,,1408121.0,1.0,155.633056469153
3073,,2014-08-13,,,,,,1408131.0,1.0,129.960879412869
3074,,2014-08-14,,,,,,1408141.0,1.0,162.312059256018
3075,,2014-08-15,,,,,,1408151.0,1.0,232.668688554884
3076,,2014-08-16,,,,,,1408161.0,1.0,229.321098599377
3077,,2014-08-18,,,,,,1408181.0,1.0,204.943578961263
3078,,2014-08-19,,,,,,1408191.0,1.0,157.516513226105
3079,,2014-08-20,,,,,,1408201.0,1.0,175.194857952978
3080,,2014-08-21,,,,,,1408211.0,1.0,177.59614021373
3081,,2014-08-22,,,,,,1408221.0,1.0,196.422158119718
3082,,2014-08-23,,,,,,1408231.0,1.0,226.633053661476
3083,,2014-08-24,,,,,,1408241.0,1.0,151.925968486667
3084,,2014-08-25,,,,,,1408251.0,1.0,202.245341655226
3085,,2014-08-26,,,,,,1408261.0,1.0,143.842260185182
3086,,2014-08-27,,,,,,1408271.0,1.0,141.124540763453
3087,,2014-08-28,,,,,,1408281.0,1.0,147.59794847913
3088,,2014-08-29,,,,,,1408291.0,1.0,119.001507763099
3089,,2014-08-30,,,,,,1408301.0,1.0,162.81504486744
3090,,2014-08-31,,,,,,1408311.0,1.0,136.994199378168
3091,,2014-09-01,,,,,,1409011.0,1.0,192.583927536972
3092,,2014-09-02,,,,,,1409021.0,1.0,93.4032112729648
3093,,2014-09-03,,,,,,1409031.0,1.0,128.100882145258
3094,,2014-09-04,,,,,,1409041.0,1.0,118.732274802375
3095,,2014-09-05,,,,,,1409051.0,1.0,168.798990410438
3096,,2014-09-06,,,,,,1409061.0,1.0,165.47761720592
3097,,2014-09-07,,,,,,1409071.0,1.0,48.9648440975496
3098,,2014-09-08,,,,,,1409081.0,1.0,177.361261107402
3099,,2014-09-09,,,,,,1409091.0,1.0,128.017374563252
3100,,2014-09-10,,,,,,1409101.0,1.0,173.546299647139
3101,,2014-09-11,,,,,,1409111.0,1.0,165.169051552497
3102,,2014-09-12,,,,,,1409121.0,1.0,130.3659563908
3103,,2014-09-13,,,,,,1409131.0,1.0,152.497010928097
3104,,2014-09-14,,,,,,1409141.0,1.0,60.5960658536456
3105,,2014-09-15,,,,,,1409151.0,1.0,154.556691403417
3106,,2014-09-16,,,,,,1409161.0,1.0,106.657464651771
3107,,2014-09-17,,,,,,1409171.0,1.0,140.230426469916
3108,,2014-09-18,,,,,,1409181.0,1.0,168.767383241785
3109,,2014-09-19,,,,,,1409191.0,1.0,140.144453118865
3110,,2014-09-20,,,,,,1409201.0,1.0,197.959086294477
3111,,2014-09-21,,,,,,1409211.0,1.0,80.5859142164798
3112,,2014-09-22,,,,,,1409221.0,1.0,134.865103794751
3113,,2014-09-23,,,,,,1409231.0,1.0,140.774695330895
3114,,2014-09-24,,,,,,1409241.0,1.0,108.711123767423
3115,,2014-09-25,,,,,,1409251.0,1.0,108.067086651751
3116,,2014-09-26,,,,,,1409261.0,1.0,117.377429960871
3117,,2014-09-27,,,,,,1409271.0,1.0,139.171163845637
3118,,2014-09-28,,,,,,1409281.0,1.0,60.4829614839036
3119,,2014-09-29,,,,,,1409291.0,1.0,146.640779180328
3120,,2014-09-30,,,,,,1409301.0,1.0,125.317010604255
3121,,2014-10-01,,,,,,1410011.0,1.0,159.473253138624
3122,,2014-10-02,,,,,,1410021.0,1.0,183.411275500045
3123,,2014-10-03,,,,,,1410031.0,1.0,62.591191559266
3124,,2014-10-04,,,,,,1410041.0,1.0,194.365187583031
3125,,2014-10-05,,,,,,1410051.0,1.0,82.1342445154272
3126,,2014-10-06,,,,,,1410061.0,1.0,178.335670094664
3127,,2014-10-07,,,,,,1410071.0,1.0,141.858863346968
3128,,2014-10-08,,,,,,1410081.0,1.0,134.873921318631
3129,,2014-10-09,,,,,,1410091.0,1.0,134.324856819578
3130,,2014-10-10,,,,,,1410101.0,1.0,132.317020180874
3131,,2014-10-11,,,,,,1410111.0,1.0,181.071063711796
3132,,2014-10-12,,,,,,1410121.0,1.0,97.9850226394533
3133,,2014-10-13,,,,,,1410131.0,1.0,129.878383258938
3134,,2014-10-14,,,,,,1410141.0,1.0,175.011253800233
3135,,2014-10-15,,,,,,1410151.0,1.0,206.8382090708
3136,,2014-10-16,,,,,,1410161.0,1.0,147.570549356915
3137,,2014-10-17,,,,,,1410171.0,1.0,144.357853437456
3138,,2014-10-18,,,,,,1410181.0,1.0,158.152130377889
3139,,2014-10-19,,,,,,1410191.0,1.0,58.8534096103563
3140,,2014-10-20,,,,,,1410201.0,1.0,158.382558902343
3141,,2014-10-21,,,,,,1410211.0,1.0,125.363981222897
3142,,2014-10-22,,,,,,1410221.0,1.0,127.765051280508
3143,,2014-10-23,,,,,,1410231.0,1.0,144.21773201944
3144,,2014-10-24,,,,,,1410241.0,1.0,203.173639154115
3145,,2014-10-25,,,,,,1410251.0,1.0,191.425316581712
3146,,2014-10-26,,,,,,1410261.0,1.0,116.487886781866
3147,,2014-10-27,,,,,,1410271.0,1.0,121.416970836256
3148,,2014-10-28,,,,,,1410281.0,1.0,136.094268676769
3149,,2014-10-29,,,,,,1410291.0,1.0,103.569554336818
3150,,2014-10-30,,,,,,1410301.0,1.0,122.18216764664
3151,,2014-10-31,,,,,,1410311.0,1.0,132.486279254048
3152,,2014-11-01,,,,,,1411011.0,1.0,142.507059241702
3153,,2014-11-02,,,,,,1411021.0,1.0,99.288586999622
3154,,2014-11-03,,,,,,1411031.0,1.0,137.822879577546
3155,,2014-11-04,,,,,,1411041.0,1.0,103.123747563607
3156,,2014-11-05,,,,,,1411051.0,1.0,113.078967477055
3157,,2014-11-06,,,,,,1411061.0,1.0,138.399464430445
3158,,2014-11-07,,,,,,1411071.0,1.0,125.3258349714
3159,,2014-11-08,,,,,,1411081.0,1.0,165.663474985222
3160,,2014-11-09,,,,,,1411091.0,1.0,118.446930009839
3161,,2014-11-10,,,,,,1411101.0,1.0,132.450933802593
3162,,2014-11-11,,,,,,1411111.0,1.0,122.885078853966
3163,,2014-11-12,,,,,,1411121.0,1.0,95.3481999188746
3164,,2014-11-13,,,,,,1411131.0,1.0,143.750350209673
3165,,2014-11-14,,,,,,1411141.0,1.0,133.77429991274
3166,,2014-11-15,,,,,,1411151.0,1.0,157.956829595601
3167,,2014-11-16,,,,,,1411161.0,1.0,69.2794517983636
3168,,2014-11-17,,,,,,1411171.0,1.0,138.752246637463
3169,,2014-11-18,,,,,,1411181.0,1.0,134.68843263499
3170,,2014-11-19,,,,,,1411191.0,1.0,131.262024072649
3171,,2014-11-20,,,,,,1411201.0,1.0,131.314789763352
3172,,2014-11-21,,,,,,1411211.0,1.0,142.895603194534
3173,,2014-11-22,,,,,,1411221.0,1.0,92.6616360079896
3174,,2014-11-23,,,,,,1411231.0,1.0,88.8532704507342
3175,,2014-11-24,,,,,,1411241.0,1.0,135.495058395216
3176,,2014-11-25,,,,,,1411251.0,1.0,125.776456029191
3177,,2014-11-26,,,,,,1411261.0,1.0,98.5421347532514
3178,,2014-11-27,,,,,,1411271.0,1.0,114.36674051771
3179,,2014-11-28,,,,,,1411281.0,1.0,125.770265298128
3180,,2014-11-29,,,,,,1411291.0,1.0,143.276224653699
3181,,2014-11-30,,,,,,1411301.0,1.0,70.5238191319592
3182,,2014-12-01,,,,,,1412011.0,1.0,128.454115308343
3183,,2014-12-02,,,,,,1412021.0,1.0,154.242632883405
3184,,2014-12-03,,,,,,1412031.0,1.0,133.99080245511
3185,,2014-12-04,,,,,,1412041.0,1.0,124.167763102648
3186,,2014-12-05,,,,,,1412051.0,1.0,83.5104305885102
3187,,2014-12-06,,,,,,1412061.0,1.0,127.894073901772
3188,,2014-12-07,,,,,,1412071.0,1.0,75.5129227390682
3189,,2014-12-08,,,,,,1412081.0,1.0,102.678761832615
3190,,2014-12-09,,,,,,1412091.0,1.0,110.476546068652
3191,,2014-12-10,,,,,,1412101.0,1.0,99.9187171842705
3192,,2014-12-11,,,,,,1412111.0,1.0,109.754570057738
3193,,2014-12-12,,,,,,1412121.0,1.0,109.142671748118
3194,,2014-12-13,,,,,,1412131.0,1.0,124.956684401136
3195,,2014-12-14,,,,,,1412141.0,1.0,102.80557310108
3196,,2014-12-15,,,,,,1412151.0,1.0,96.3136936339829
3197,,2014-12-16,,,,,,1412161.0,1.0,97.7685842370004
3198,,2014-12-17,,,,,,1412171.0,1.0,102.856835442046
3199,,2014-12-18,,,,,,1412181.0,1.0,112.769700687238
3200,,2014-12-19,,,,,,1412191.0,1.0,100.434605432296
3201,,2014-12-20,,,,,,1412201.0,1.0,92.9765497836537
3202,,2014-12-21,,,,,,1412211.0,1.0,74.1776353738615
3203,,2014-12-22,,,,,,1412221.0,1.0,166.062608421996
3204,,2014-12-23,,,,,,1412231.0,1.0,184.21718934313
3205,,2014-12-24,,,,,,1412241.0,1.0,289.724706873301
3206,,2014-12-27,,,,,,1412271.0,1.0,133.160219555693
3207,,2014-12-28,,,,,,1412281.0,1.0,65.5011765409885
3208,,2014-12-29,,,,,,1412291.0,1.0,159.353174871792
3209,,2014-12-30,,,,,,1412301.0,1.0,171.900364677079
3210,,2014-12-31,,,,,,1412311.0,1.0,253.25502096677
3211,,2015-01-02,,,,,,1501021.0,1.0,171.436480362582
3212,,2015-01-03,,,,,,1501031.0,1.0,146.725466464595
3213,,2015-01-04,,,,,,1501041.0,1.0,69.2618750164446
3214,,2015-01-05,,,,,,1501051.0,1.0,159.498680849924
3215,,2015-01-06,,,,,,1501061.0,1.0,116.621821467299
3216,,2015-01-07,,,,,,1501071.0,1.0,116.046870294295
3217,,2015-01-08,,,,,,1501081.0,1.0,88.9219763738156
3218,,2015-01-09,,,,,,1501091.0,1.0,89.5158553261206
3219,,2015-01-10,,,,,,1501101.0,1.0,67.954839483437
3220,,2015-01-11,,,,,,1501111.0,1.0,102.503556455298
3221,,2015-01-12,,,,,,1501121.0,1.0,122.717043089708
3222,,2015-01-13,,,,,,1501131.0,1.0,86.441812930424
3223,,2015-01-14,,,,,,1501141.0,1.0,72.7918398175921
3224,,2015-01-15,,,,,,1501151.0,1.0,93.7671799134285
3225,,2015-01-16,,,,,,1501161.0,1.0,131.913950068001
3226,,2015-01-17,,,,,,1501171.0,1.0,115.086208812258
3227,,2015-01-18,,,,,,1501181.0,1.0,47.8910511689248
3228,,2015-01-19,,,,,,1501191.0,1.0,138.935449172918
3229,,2015-01-20,,,,,,1501201.0,1.0,116.932538278351
3230,,2015-01-21,,,,,,1501211.0,1.0,90.1034587863099
3231,,2015-01-22,,,,,,1501221.0,1.0,135.950512983467
3232,,2015-01-23,,,,,,1501231.0,1.0,130.976061288992
3233,,2015-01-24,,,,,,1501241.0,1.0,140.03186322028
3234,,2015-01-25,,,,,,1501251.0,1.0,94.493388512183
3235,,2015-01-26,,,,,,1501261.0,1.0,150.51678717379
3236,,2015-01-27,,,,,,1501271.0,1.0,141.518792699705
3237,,2015-01-28,,,,,,1501281.0,1.0,124.273404481234
3238,,2015-01-29,,,,,,1501291.0,1.0,129.932530553471
3239,,2015-01-30,,,,,,1501301.0,1.0,100.75421525386
3240,,2015-01-31,,,,,,1501311.0,1.0,129.039421255357
3241,,2015-02-01,,,,,,1502011.0,1.0,92.189837282486
3242,,2015-02-02,,,,,,1502021.0,1.0,159.254353701805
3243,,2015-02-03,,,,,,1502031.0,1.0,112.095171542871
3244,,2015-02-04,,,,,,1502041.0,1.0,111.66941350432
3245,,2015-02-05,,,,,,1502051.0,1.0,133.827962608871
3246,,2015-02-06,,,,,,1502061.0,1.0,136.337106368056
3247,,2015-02-07,,,,,,1502071.0,1.0,130.642229801113
3248,,2015-02-08,,,,,,1502081.0,1.0,62.750062992056
3249,,2015-02-09,,,,,,1502091.0,1.0,112.747460478504
3250,,2015-02-10,,,,,,1502101.0,1.0,94.7581535487495
3251,,2015-02-11,,,,,,1502111.0,1.0,94.7022920091949
3252,,2015-02-12,,,,,,1502121.0,1.0,99.5801689919554
3253,,2015-02-13,,,,,,1502131.0,1.0,91.3547288868634
3254,,2015-02-14,,,,,,1502141.0,1.0,62.2346006049711
3255,,2015-02-15,,,,,,1502151.0,1.0,96.7929953706798
3256,,2015-02-16,,,,,,1502161.0,1.0,118.255475071685
3257,,2015-02-17,,,,,,1502171.0,1.0,118.509639861913
3258,,2015-02-18,,,,,,1502181.0,1.0,123.267817249283
3259,,2015-02-19,,,,,,1502191.0,1.0,123.69090336092
3260,,2015-02-20,,,,,,1502201.0,1.0,117.287703917599
3261,,2015-02-21,,,,,,1502211.0,1.0,107.174143505865
3262,,2015-02-22,,,,,,1502221.0,1.0,70.4631468349699
3263,,2015-02-23,,,,,,1502231.0,1.0,66.8925102653853
3264,,2015-02-24,,,,,,1502241.0,1.0,105.730056008902
3265,,2015-02-25,,,,,,1502251.0,1.0,81.6177684403834
3266,,2015-02-26,,,,,,1502261.0,1.0,104.017958777385
3267,,2015-02-27,,,,,,1502271.0,1.0,101.514216092369
3268,,2015-02-28,,,,,,1502281.0,1.0,99.5688944630867
3269,,2015-03-01,,,,,,1503011.0,1.0,45.7343245346269
3270,,2015-03-02,,,,,,1503021.0,1.0,104.963808490064
3271,,2015-03-03,,,,,,1503031.0,1.0,96.3163361056603
3272,,2015-03-04,,,,,,1503041.0,1.0,76.5028628068188
3273,,2015-03-05,,,,,,1503051.0,1.0,115.664704258596
3274,,2015-03-06,,,,,,1503061.0,1.0,100.668607215573
3275,,2015-03-07,,,,,,1503071.0,1.0,106.704697425172
3276,,2015-03-08,,,,,,1503081.0,1.0,80.654299664346
3277,,2015-03-09,,,,,,1503091.0,1.0,145.517595242024
3278,,2015-03-10,,,,,,1503101.0,1.0,120.053548888447
3279,,2015-03-11,,,,,,1503111.0,1.0,77.5925278766144
3280,,2015-03-12,,,,,,1503121.0,1.0,123.321210172569
3281,,2015-03-13,,,,,,1503131.0,1.0,104.09727840711
3282,,2015-03-14,,,,,,1503141.0,1.0,98.2811856068814
3283,,2015-03-15,,,,,,1503151.0,1.0,56.9672232806217
3284,,2015-03-16,,,,,,1503161.0,1.0,136.698666060069
3285,,2015-03-17,,,,,,1503171.0,1.0,136.644449549369
3286,,2015-03-18,,,,,,1503181.0,1.0,117.213496435657
3287,,2015-03-19,,,,,,1503191.0,1.0,121.351949525045
3288,,2015-03-20,,,,,,1503201.0,1.0,125.078492851656
3289,,2015-03-21,,,,,,1503211.0,1.0,113.449213775737
3290,,2015-03-22,,,,,,1503221.0,1.0,71.5711481513957
3291,,2015-03-23,,,,,,1503231.0,1.0,129.186723027161
3292,,2015-03-24,,,,,,1503241.0,1.0,114.539801718388
3293,,2015-03-25,,,,,,1503251.0,1.0,85.7675699240561
3294,,2015-03-26,,,,,,1503261.0,1.0,126.909561618178
3295,,2015-03-27,,,,,,1503271.0,1.0,113.205121341153
3296,,2015-03-28,,,,,,1503281.0,1.0,177.270608855771
3297,,2015-03-29,,,,,,1503291.0,1.0,56.8890738313162
3298,,2015-03-30,,,,,,1503301.0,1.0,110.288515770675
3299,,2015-03-31,,,,,,1503311.0,1.0,101.620422865145
3300,,2015-04-01,,,,,,1504011.0,1.0,134.425214341545
3301,,2015-04-02,,,,,,1504021.0,1.0,269.424940927989
3302,,2015-04-04,,,,,,1504041.0,1.0,274.149943740529
3303,,2015-04-05,,,,,,1504051.0,1.0,102.981646842744
3304,,2015-04-06,,,,,,1504061.0,1.0,60.1445223461642
3305,,2015-04-07,,,,,,1504071.0,1.0,115.651138885906
3306,,2015-04-08,,,,,,1504081.0,1.0,89.8685552544395
3307,,2015-04-09,,,,,,1504091.0,1.0,157.556996562067
3308,,2015-04-10,,,,,,1504101.0,1.0,125.640782296666
3309,,2015-04-11,,,,,,1504111.0,1.0,149.471145855324
3310,,2015-04-12,,,,,,1504121.0,1.0,39.0548694183738
3311,,2015-04-13,,,,,,1504131.0,1.0,94.5357769724487
3312,,2015-04-14,,,,,,1504141.0,1.0,95.7358790995654
3313,,2015-04-15,,,,,,1504151.0,1.0,102.93265639072
3314,,2015-04-16,,,,,,1504161.0,1.0,90.5282058330727
3315,,2015-04-17,,,,,,1504171.0,1.0,91.0744308710578
3316,,2015-04-18,,,,,,1504181.0,1.0,103.305896790347
3317,,2015-04-19,,,,,,1504191.0,1.0,25.46219373912
3318,,2015-04-20,,,,,,1504201.0,1.0,113.238537617252
3319,,2015-04-21,,,,,,1504211.0,1.0,121.935695795117
3320,,2015-04-22,,,,,,1504221.0,1.0,115.982784302446
3321,,2015-04-23,,,,,,1504231.0,1.0,109.647753246652
3322,,2015-04-24,,,,,,1504241.0,1.0,93.8539762667653
3323,,2015-04-25,,,,,,1504251.0,1.0,121.601177999412
3324,,2015-04-26,,,,,,1504261.0,1.0,71.0071270593663
3325,,2015-04-27,,,,,,1504271.0,1.0,151.174833546803
3326,,2015-04-28,,,,,,1504281.0,1.0,91.0866799976838
3327,,2015-04-29,,,,,,1504291.0,1.0,135.750739524874
3328,,2015-04-30,,,,,,1504301.0,1.0,185.547465909923
3329,,2015-05-02,,,,,,1505021.0,1.0,205.277811156554
3330,,2015-05-03,,,,,,1505031.0,1.0,49.1824014028742
3331,,2015-05-04,,,,,,1505041.0,1.0,141.916859730021
3332,,2015-05-05,,,,,,1505051.0,1.0,98.3386635883964
3333,,2015-05-06,,,,,,1505061.0,1.0,112.613312971486
3334,,2015-05-07,,,,,,1505071.0,1.0,119.486322756166
3335,,2015-05-08,,,,,,1505081.0,1.0,108.528740811492
3336,,2015-05-09,,,,,,1505091.0,1.0,122.939690460506
3337,,2015-05-10,,,,,,1505101.0,1.0,54.676729153515
3338,,2015-05-11,,,,,,1505111.0,1.0,129.877961813861
3339,,2015-05-12,,,,,,1505121.0,1.0,94.6018729487518
3340,,2015-05-13,,,,,,1505131.0,1.0,166.814781762185
3341,,2015-05-14,,,,,,1505141.0,1.0,53.434236162362
3342,,2015-05-15,,,,,,1505151.0,1.0,147.271258346731
3343,,2015-05-16,,,,,,1505161.0,1.0,164.984948024753
3344,,2015-05-17,,,,,,1505171.0,1.0,63.05558764595
3345,,2015-05-18,,,,,,1505181.0,1.0,103.802316848696
3346,,2015-05-19,,,,,,1505191.0,1.0,142.786482873821
3347,,2015-05-20,,,,,,1505201.0,1.0,92.0360687468511
3348,,2015-05-21,,,,,,1505211.0,1.0,147.957523681187
3349,,2015-05-22,,,,,,1505221.0,1.0,146.094397822298
3350,,2015-05-23,,,,,,1505231.0,1.0,212.693141838497
3351,,2015-05-24,,,,,,1505241.0,1.0,125.559999732516
