,Unnamed: 0,Datum,KielerWoche,id,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
2237,2165,2014-06-20,,1406202.0,2.0,554.710447078857,,,,
2238,2166,2014-06-21,,1406212.0,2.0,691.302129885254,,,,
2239,2167,2014-06-22,,1406222.0,2.0,687.127455430513,,,,
2240,2168,2014-06-23,,1406232.0,2.0,511.714043984716,,,,
2241,2169,2014-06-24,,1406242.0,2.0,508.608322070437,,,,
2242,2170,2014-06-25,,1406252.0,2.0,517.169259136224,,,,
2243,2171,2014-06-26,,1406262.0,2.0,583.733870024269,,,,
2244,2172,2014-06-27,,1406272.0,2.0,595.204307059367,,,,
2245,2173,2014-06-28,,1406282.0,2.0,861.858616856627,,,,
2246,2174,2014-06-29,,1406292.0,2.0,770.70069957598,,,,
2247,2175,2014-06-30,,1406302.0,2.0,465.370251192507,,,,
2248,2176,2014-07-01,,1407012.0,2.0,394.082975399495,,,,
2249,2177,2014-07-02,,1407022.0,2.0,409.989815931385,,,,
2250,2178,2014-07-03,,1407032.0,2.0,417.58250524734,,,,
2251,2179,2014-07-04,,1407042.0,2.0,438.323208441248,,,,
2252,2180,2014-07-05,,1407052.0,2.0,576.842941856878,,,,
2253,2181,2014-07-06,,1407062.0,2.0,538.601505202659,,,,
2254,2182,2014-07-07,,1407072.0,2.0,464.435046624119,,,,
2255,2183,2014-07-08,,1407082.0,2.0,497.86988009808,,,,
2256,2184,2014-07-09,,1407092.0,2.0,494.252899710859,,,,
2257,2185,2014-07-10,,1407102.0,2.0,531.353706005132,,,,
2258,2186,2014-07-11,,1407112.0,2.0,574.876667537715,,,,
2259,2187,2014-07-12,,1407122.0,2.0,668.279669936841,,,,
2260,2188,2014-07-13,,1407132.0,2.0,755.585190097404,,,,
2261,2189,2014-07-14,,1407142.0,2.0,549.516511042481,,,,
2262,2190,2014-07-15,,1407152.0,2.0,544.627684283587,,,,
2263,2191,2014-07-16,,1407162.0,2.0,558.201351317468,,,,
2264,2192,2014-07-17,,1407172.0,2.0,601.547500290008,,,,
2265,2193,2014-07-18,,1407182.0,2.0,611.760795891468,,,,
2266,2194,2014-07-19,,1407192.0,2.0,758.007682186119,,,,
2267,2195,2014-07-20,,1407202.0,2.0,780.884234750352,,,,
2268,2196,2014-07-21,,1407212.0,2.0,603.860645292956,,,,
2269,2197,2014-07-22,,1407222.0,2.0,613.026582121477,,,,
2270,2198,2014-07-23,,1407232.0,2.0,588.604501791308,,,,
2271,2199,2014-07-24,,1407242.0,2.0,571.880975843334,,,,
2272,2200,2014-07-25,,1407252.0,2.0,570.629898893856,,,,
2273,2201,2014-07-26,,1407262.0,2.0,685.499474554993,,,,
2274,2202,2014-07-27,,1407272.0,2.0,782.178370436687,,,,
2275,2203,2014-07-28,,1407282.0,2.0,630.170881828104,,,,
2276,2204,2014-07-29,,1407292.0,2.0,613.206800202833,,,,
2277,2205,2014-07-30,,1407302.0,2.0,621.013463682731,,,,
2278,2206,2014-07-31,,1407312.0,2.0,600.50135887024,,,,
2279,2207,2014-08-01,,1408012.0,2.0,607.946169858661,,,,
2280,2208,2014-08-02,,1408022.0,2.0,792.653007246797,,,,
2281,2209,2014-08-03,,1408032.0,2.0,771.25128183175,,,,
2282,2210,2014-08-04,,1408042.0,2.0,698.072698306791,,,,
2283,2211,2014-08-05,,1408052.0,2.0,686.651118672334,,,,
2284,2212,2014-08-06,,1408062.0,2.0,716.477063899978,,,,
2285,2213,2014-08-07,,1408072.0,2.0,716.105540961349,,,,
2286,2214,2014-08-08,,1408082.0,2.0,758.990490310671,,,,
2287,2215,2014-08-09,,1408092.0,2.0,874.906746085002,,,,
2288,2216,2014-08-10,,1408102.0,2.0,745.259273774263,,,,
2289,2217,2014-08-11,,1408112.0,2.0,653.868277321944,,,,
2290,2218,2014-08-12,,1408122.0,2.0,664.240810149929,,,,
2291,2219,2014-08-13,,1408132.0,2.0,677.282564266312,,,,
2292,2220,2014-08-14,,1408142.0,2.0,678.815717852276,,,,
2293,2221,2014-08-15,,1408152.0,2.0,693.284904927365,,,,
2294,2222,2014-08-16,,1408162.0,2.0,799.707903247338,,,,
2295,2223,2014-08-18,,1408182.0,2.0,764.810921387808,,,,
2296,2224,2014-08-19,,1408192.0,2.0,628.966445772187,,,,
2297,2225,2014-08-20,,1408202.0,2.0,643.938175647555,,,,
2298,2226,2014-08-21,,1408212.0,2.0,619.405496973352,,,,
2299,2227,2014-08-22,,1408222.0,2.0,648.097075152002,,,,
2300,2228,2014-08-23,,1408232.0,2.0,811.164148879375,,,,
2301,2229,2014-08-24,,1408242.0,2.0,861.503164156281,,,,
2302,2230,2014-08-25,,1408252.0,2.0,453.730646773893,,,,
2303,2231,2014-08-26,,1408262.0,2.0,468.647046949547,,,,
2304,2232,2014-08-27,,1408272.0,2.0,552.631235154782,,,,
2305,2233,2014-08-28,,1408282.0,2.0,531.716288092032,,,,
2306,2234,2014-08-29,,1408292.0,2.0,523.697281303577,,,,
2307,2235,2014-08-30,,1408302.0,2.0,663.358329683797,,,,
2308,2236,2014-08-31,,1408312.0,2.0,636.485647070072,,,,
2309,2237,2014-09-01,,1409012.0,2.0,482.354587353566,,,,
2310,2238,2014-09-02,,1409022.0,2.0,458.402237519055,,,,
2311,2239,2014-09-03,,1409032.0,2.0,472.100194205842,,,,
2312,2240,2014-09-04,,1409042.0,2.0,450.131647250312,,,,
2313,2241,2014-09-05,,1409052.0,2.0,486.120366811752,,,,
2314,2242,2014-09-06,,1409062.0,2.0,631.796059601553,,,,
2315,2243,2014-09-07,,1409072.0,2.0,611.729474874284,,,,
2316,2244,2014-09-08,,1409082.0,2.0,362.94350360382,,,,
2317,2245,2014-09-09,,1409092.0,2.0,417.309647321288,,,,
2318,2246,2014-09-10,,1409102.0,2.0,400.83119972293,,,,
2319,2247,2014-09-11,,1409112.0,2.0,438.949019339398,,,,
2320,2248,2014-09-12,,1409122.0,2.0,394.097063724273,,,,
2321,2249,2014-09-13,,1409132.0,2.0,579.441847231862,,,,
2322,2250,2014-09-14,,1409142.0,2.0,567.700325745729,,,,
2323,2251,2014-09-15,,1409152.0,2.0,329.771125793257,,,,
2324,2252,2014-09-16,,1409162.0,2.0,398.175977428321,,,,
2325,2253,2014-09-17,,1409172.0,2.0,397.847841818431,,,,
2326,2254,2014-09-18,,1409182.0,2.0,397.178925069403,,,,
2327,2255,2014-09-19,,1409192.0,2.0,402.244894589535,,,,
2328,2256,2014-09-20,,1409202.0,2.0,569.825965185954,,,,
2329,2257,2014-09-21,,1409212.0,2.0,602.711358590014,,,,
2330,2258,2014-09-22,,1409222.0,2.0,381.105485691034,,,,
2331,2259,2014-09-23,,1409232.0,2.0,395.311723669985,,,,
2332,2260,2014-09-24,,1409242.0,2.0,366.573708065858,,,,
2333,2261,2014-09-25,,1409252.0,2.0,354.840744536323,,,,
2334,2262,2014-09-26,,1409262.0,2.0,379.344936641425,,,,
2335,2263,2014-09-27,,1409272.0,2.0,474.89364807078,,,,
2336,2264,2014-09-28,,1409282.0,2.0,531.938294754594,,,,
2337,2265,2014-09-29,,1409292.0,2.0,383.189548824255,,,,
2338,2266,2014-09-30,,1409302.0,2.0,419.295409384144,,,,
2339,2267,2014-10-01,,1410012.0,2.0,416.001423907184,,,,
2340,2268,2014-10-02,,1410022.0,2.0,441.737318758307,,,,
2341,2269,2014-10-03,,1410032.0,2.0,707.739671966281,,,,
2342,2270,2014-10-04,,1410042.0,2.0,677.822064186239,,,,
2343,2271,2014-10-05,,1410052.0,2.0,773.738416673644,,,,
2344,2272,2014-10-06,,1410062.0,2.0,469.08880026482,,,,
2345,2273,2014-10-07,,1410072.0,2.0,484.578575879817,,,,
2346,2274,2014-10-08,,1410082.0,2.0,470.174747308647,,,,
2347,2275,2014-10-09,,1410092.0,2.0,487.357429909293,,,,
2348,2276,2014-10-10,,1410102.0,2.0,472.068957327064,,,,
2349,2277,2014-10-11,,1410112.0,2.0,570.933322929603,,,,
2350,2278,2014-10-12,,1410122.0,2.0,599.265107232525,,,,
2351,2279,2014-10-13,,1410132.0,2.0,451.010836320036,,,,
2352,2280,2014-10-14,,1410142.0,2.0,448.670332736577,,,,
2353,2281,2014-10-15,,1410152.0,2.0,512.13078238518,,,,
2354,2282,2014-10-16,,1410162.0,2.0,442.369110603724,,,,
2355,2283,2014-10-17,,1410172.0,2.0,466.802718980504,,,,
2356,2284,2014-10-18,,1410182.0,2.0,704.513358167715,,,,
2357,2285,2014-10-19,,1410192.0,2.0,641.165146886643,,,,
2358,2286,2014-10-20,,1410202.0,2.0,384.841833056267,,,,
2359,2287,2014-10-21,,1410212.0,2.0,407.362339131089,,,,
2360,2288,2014-10-22,,1410222.0,2.0,418.311469787191,,,,
2361,2289,2014-10-23,,1410232.0,2.0,445.284138246298,,,,
2362,2290,2014-10-24,,1410242.0,2.0,452.520410554465,,,,
2363,2291,2014-10-25,,1410252.0,2.0,546.509665264924,,,,
2364,2292,2014-10-26,,1410262.0,2.0,623.565486683245,,,,
2365,2293,2014-10-27,,1410272.0,2.0,408.229594124628,,,,
2366,2294,2014-10-28,,1410282.0,2.0,467.694413731179,,,,
2367,2295,2014-10-29,,1410292.0,2.0,411.213305357583,,,,
2368,2296,2014-10-30,,1410302.0,2.0,451.617664945835,,,,
2369,2297,2014-10-31,,1410312.0,2.0,404.579872169049,,,,
2370,2298,2014-11-01,,1411012.0,2.0,501.127170965679,,,,
2371,2299,2014-11-02,,1411022.0,2.0,643.077472226689,,,,
2372,2300,2014-11-03,,1411032.0,2.0,385.893487521255,,,,
2373,2301,2014-11-04,,1411042.0,2.0,341.433323177735,,,,
2374,2302,2014-11-05,,1411052.0,2.0,325.21061769105,,,,
2375,2303,2014-11-06,,1411062.0,2.0,367.7203968189,,,,
2376,2304,2014-11-07,,1411072.0,2.0,352.071739490799,,,,
2377,2305,2014-11-08,,1411082.0,2.0,521.988816053164,,,,
2378,2306,2014-11-09,,1411092.0,2.0,686.670651764737,,,,
2379,2307,2014-11-10,,1411102.0,2.0,316.334010323171,,,,
2380,2308,2014-11-11,,1411112.0,2.0,297.976942376189,,,,
2381,2309,2014-11-12,,1411122.0,2.0,341.294225591248,,,,
2382,2310,2014-11-13,,1411132.0,2.0,313.889092710271,,,,
2383,2311,2014-11-14,,1411142.0,2.0,333.817583254463,,,,
2384,2312,2014-11-15,,1411152.0,2.0,422.089000189331,,,,
2385,2313,2014-11-16,,1411162.0,2.0,657.334905297112,,,,
2386,2314,2014-11-17,,1411172.0,2.0,332.904975201731,,,,
2387,2315,2014-11-18,,1411182.0,2.0,263.379736825833,,,,
2388,2316,2014-11-19,,1411192.0,2.0,289.909258530776,,,,
2389,2317,2014-11-20,,1411202.0,2.0,281.963424468143,,,,
2390,2318,2014-11-21,,1411212.0,2.0,319.57590091164,,,,
2391,2319,2014-11-22,,1411222.0,2.0,453.568987542716,,,,
2392,2320,2014-11-23,,1411232.0,2.0,669.96766227908,,,,
2393,2321,2014-11-24,,1411242.0,2.0,308.910885833847,,,,
2394,2322,2014-11-25,,1411252.0,2.0,296.604331640713,,,,
2395,2323,2014-11-26,,1411262.0,2.0,289.631522698695,,,,
2396,2324,2014-11-27,,1411272.0,2.0,295.530738816532,,,,
2397,2325,2014-11-28,,1411282.0,2.0,304.300653670483,,,,
2398,2326,2014-11-29,,1411292.0,2.0,409.329550481107,,,,
2399,2327,2014-11-30,,1411302.0,2.0,663.600383039894,,,,
2400,2328,2014-12-01,,1412012.0,2.0,270.594408452574,,,,
2401,2329,2014-12-02,,1412022.0,2.0,275.978325664349,,,,
2402,2330,2014-12-03,,1412032.0,2.0,263.707717313025,,,,
2403,2331,2014-12-04,,1412042.0,2.0,277.730660490861,,,,
2404,2332,2014-12-05,,1412052.0,2.0,251.296113439956,,,,
2405,2333,2014-12-06,,1412062.0,2.0,425.235714224439,,,,
2406,2334,2014-12-07,,1412072.0,2.0,579.742464536357,,,,
2407,2335,2014-12-08,,1412082.0,2.0,256.596029206385,,,,
2408,2336,2014-12-09,,1412092.0,2.0,264.881624734699,,,,
2409,2337,2014-12-10,,1412102.0,2.0,252.699007927617,,,,
2410,2338,2014-12-11,,1412112.0,2.0,283.467086138155,,,,
2411,2339,2014-12-12,,1412122.0,2.0,236.144754325065,,,,
2412,2340,2014-12-13,,1412132.0,2.0,401.072721907004,,,,
2413,2341,2014-12-14,,1412142.0,2.0,588.469539344584,,,,
2414,2342,2014-12-15,,1412152.0,2.0,243.234625513043,,,,
2415,2343,2014-12-16,,1412162.0,2.0,280.87425993814,,,,
2416,2344,2014-12-17,,1412172.0,2.0,269.192321020123,,,,
2417,2345,2014-12-18,,1412182.0,2.0,303.352792801362,,,,
2418,2346,2014-12-19,,1412192.0,2.0,307.884791280942,,,,
2419,2347,2014-12-20,,1412202.0,2.0,384.797857820002,,,,
2420,2348,2014-12-21,,1412212.0,2.0,508.555021590987,,,,
2421,2349,2014-12-22,,1412222.0,2.0,320.634871026775,,,,
2422,2350,2014-12-23,,1412232.0,2.0,408.003200633712,,,,
2423,2351,2014-12-24,,1412242.0,2.0,477.653662285463,,,,
2424,2352,2014-12-27,,1412272.0,2.0,513.661678925283,,,,
2425,2353,2014-12-28,,1412282.0,2.0,623.538032623429,,,,
2426,2354,2014-12-29,,1412292.0,2.0,458.033861425878,,,,
2427,2355,2014-12-30,,1412302.0,2.0,581.740967169718,,,,
2428,2356,2014-12-31,,1412312.0,2.0,643.377780141136,,,,
2429,2357,2015-01-02,,1501022.0,2.0,512.177720196036,,,,
2430,2358,2015-01-03,,1501032.0,2.0,495.483686243828,,,,
2431,2359,2015-01-04,,1501042.0,2.0,652.43960117373,,,,
2432,2360,2015-01-05,,1501052.0,2.0,349.399884653548,,,,
2433,2361,2015-01-06,,1501062.0,2.0,310.462558578491,,,,
2434,2362,2015-01-07,,1501072.0,2.0,289.568739500106,,,,
2435,2363,2015-01-08,,1501082.0,2.0,313.907584824392,,,,
2436,2364,2015-01-09,,1501092.0,2.0,314.26237720896,,,,
2437,2365,2015-01-10,,1501102.0,2.0,349.344531472799,,,,
2438,2366,2015-01-11,,1501112.0,2.0,551.204782732623,,,,
2439,2367,2015-01-12,,1501122.0,2.0,254.720970873776,,,,
2440,2368,2015-01-13,,1501132.0,2.0,253.267146283048,,,,
2441,2369,2015-01-14,,1501142.0,2.0,229.38414618971,,,,
2442,2370,2015-01-15,,1501152.0,2.0,251.148387388712,,,,
2443,2371,2015-01-16,,1501162.0,2.0,314.442179091712,,,,
2444,2372,2015-01-17,,1501172.0,2.0,447.611692815639,,,,
2445,2373,2015-01-18,,1501182.0,2.0,615.895161452642,,,,
2446,2374,2015-01-19,,1501192.0,2.0,287.12848916472,,,,
2447,2375,2015-01-20,,1501202.0,2.0,297.627496877784,,,,
2448,2376,2015-01-21,,1501212.0,2.0,285.545986768458,,,,
2449,2377,2015-01-22,,1501222.0,2.0,265.194435459988,,,,
2450,2378,2015-01-23,,1501232.0,2.0,279.183609587953,,,,
2451,2379,2015-01-24,,1501242.0,2.0,415.166425975778,,,,
2452,2380,2015-01-25,,1501252.0,2.0,555.586060097281,,,,
2453,2381,2015-01-26,,1501262.0,2.0,285.783235454514,,,,
2454,2382,2015-01-27,,1501272.0,2.0,286.802025247007,,,,
2455,2383,2015-01-28,,1501282.0,2.0,318.608712118946,,,,
2456,2384,2015-01-29,,1501292.0,2.0,276.548941252601,,,,
2457,2385,2015-01-30,,1501302.0,2.0,315.018937970584,,,,
2458,2386,2015-01-31,,1501312.0,2.0,433.183884520481,,,,
2459,2387,2015-02-01,,1502012.0,2.0,633.309542257817,,,,
2460,2388,2015-02-02,,1502022.0,2.0,338.327210161774,,,,
2461,2389,2015-02-03,,1502032.0,2.0,258.959088520931,,,,
2462,2390,2015-02-04,,1502042.0,2.0,255.937860472559,,,,
2463,2391,2015-02-05,,1502052.0,2.0,277.511618112389,,,,
2464,2392,2015-02-06,,1502062.0,2.0,312.249043728816,,,,
2465,2393,2015-02-07,,1502072.0,2.0,381.572014473511,,,,
2466,2394,2015-02-08,,1502082.0,2.0,531.337730533032,,,,
2467,2395,2015-02-09,,1502092.0,2.0,281.177822022831,,,,
2468,2396,2015-02-10,,1502102.0,2.0,266.498461599989,,,,
2469,2397,2015-02-11,,1502112.0,2.0,283.832157618276,,,,
2470,2398,2015-02-12,,1502122.0,2.0,245.235034353123,,,,
2471,2399,2015-02-13,,1502132.0,2.0,250.608335314639,,,,
2472,2400,2015-02-14,,1502142.0,2.0,417.742376983156,,,,
2473,2401,2015-02-15,,1502152.0,2.0,481.860668097093,,,,
2474,2402,2015-02-16,,1502162.0,2.0,286.888417666815,,,,
2475,2403,2015-02-17,,1502172.0,2.0,262.907455009083,,,,
2476,2404,2015-02-18,,1502182.0,2.0,248.327220948223,,,,
2477,2405,2015-02-19,,1502192.0,2.0,284.788201346631,,,,
2478,2406,2015-02-20,,1502202.0,2.0,313.931874526489,,,,
2479,2407,2015-02-21,,1502212.0,2.0,389.388938515412,,,,
2480,2408,2015-02-22,,1502222.0,2.0,560.280256054484,,,,
2481,2409,2015-02-23,,1502232.0,2.0,222.509783508774,,,,
2482,2410,2015-02-24,,1502242.0,2.0,243.882700841609,,,,
2483,2411,2015-02-25,,1502252.0,2.0,247.265053559437,,,,
2484,2412,2015-02-26,,1502262.0,2.0,245.520846652551,,,,
2485,2413,2015-02-27,,1502272.0,2.0,268.705012903315,,,,
2486,2414,2015-02-28,,1502282.0,2.0,343.067931178869,,,,
2487,2415,2015-03-01,,1503012.0,2.0,435.076835491745,,,,
2488,2416,2015-03-02,,1503022.0,2.0,254.485164508834,,,,
2489,2417,2015-03-03,,1503032.0,2.0,270.361598110118,,,,
2490,2418,2015-03-04,,1503042.0,2.0,246.332586657334,,,,
2491,2419,2015-03-05,,1503052.0,2.0,275.116919242864,,,,
2492,2420,2015-03-06,,1503062.0,2.0,297.136244722274,,,,
2493,2421,2015-03-07,,1503072.0,2.0,371.471472262365,,,,
2494,2422,2015-03-08,,1503082.0,2.0,554.721366656377,,,,
2495,2423,2015-03-09,,1503092.0,2.0,280.114708230479,,,,
2496,2424,2015-03-10,,1503102.0,2.0,279.649961183193,,,,
2497,2425,2015-03-11,,1503112.0,2.0,274.719950167954,,,,
2498,2426,2015-03-12,,1503122.0,2.0,271.057968620896,,,,
2499,2427,2015-03-13,,1503132.0,2.0,263.861714656075,,,,
2500,2428,2015-03-14,,1503142.0,2.0,360.715430654047,,,,
2501,2429,2015-03-15,,1503152.0,2.0,461.035577320529,,,,
2502,2430,2015-03-16,,1503162.0,2.0,269.022901877525,,,,
2503,2431,2015-03-17,,1503172.0,2.0,296.541237199908,,,,
2504,2432,2015-03-18,,1503182.0,2.0,292.981913276133,,,,
2505,2433,2015-03-19,,1503192.0,2.0,267.179427626967,,,,
2506,2434,2015-03-20,,1503202.0,2.0,299.760479051294,,,,
2507,2435,2015-03-21,,1503212.0,2.0,383.085780794877,,,,
2508,2436,2015-03-22,,1503222.0,2.0,489.59934551007,,,,
2509,2437,2015-03-23,,1503232.0,2.0,292.836479169109,,,,
2510,2438,2015-03-24,,1503242.0,2.0,297.037588138176,,,,
2511,2439,2015-03-25,,1503252.0,2.0,335.007901867692,,,,
2512,2440,2015-03-26,,1503262.0,2.0,303.655812393538,,,,
2513,2441,2015-03-27,,1503272.0,2.0,320.938056470297,,,,
2514,2442,2015-03-28,,1503282.0,2.0,428.350102346051,,,,
2515,2443,2015-03-29,,1503292.0,2.0,489.846609636217,,,,
2516,2444,2015-03-30,,1503302.0,2.0,351.715484397675,,,,
2517,2445,2015-03-31,,1503312.0,2.0,339.71388362822,,,,
2518,2446,2015-04-01,,1504012.0,2.0,373.724177525822,,,,
2519,2447,2015-04-02,,1504022.0,2.0,525.476422474447,,,,
2520,2448,2015-04-04,,1504042.0,2.0,624.731396612574,,,,
2521,2449,2015-04-05,,1504052.0,2.0,713.240728417569,,,,
2522,2450,2015-04-06,,1504062.0,2.0,728.862922564967,,,,
2523,2451,2015-04-07,,1504072.0,2.0,402.937213841427,,,,
2524,2452,2015-04-08,,1504082.0,2.0,372.219387571259,,,,
2525,2453,2015-04-09,,1504092.0,2.0,368.140023251964,,,,
2526,2454,2015-04-10,,1504102.0,2.0,449.200853104077,,,,
2527,2455,2015-04-11,,1504112.0,2.0,435.937997165239,,,,
2528,2456,2015-04-12,,1504122.0,2.0,423.167305958991,,,,
2529,2457,2015-04-13,,1504132.0,2.0,286.808655322632,,,,
2530,2458,2015-04-14,,1504142.0,2.0,297.478196061337,,,,
2531,2459,2015-04-15,,1504152.0,2.0,284.427934541009,,,,
2532,2460,2015-04-16,,1504162.0,2.0,286.72764708972,,,,
2533,2461,2015-04-17,,1504172.0,2.0,314.997367966203,,,,
2534,2462,2015-04-18,,1504182.0,2.0,372.985639347608,,,,
2535,2463,2015-04-19,,1504192.0,2.0,419.373474076238,,,,
2536,2464,2015-04-20,,1504202.0,2.0,291.610305100325,,,,
2537,2465,2015-04-21,,1504212.0,2.0,262.312297451446,,,,
2538,2466,2015-04-22,,1504222.0,2.0,281.264299329947,,,,
2539,2467,2015-04-23,,1504232.0,2.0,316.964561244097,,,,
2540,2468,2015-04-24,,1504242.0,2.0,311.721136965455,,,,
2541,2469,2015-04-25,,1504252.0,2.0,450.922945775814,,,,
2542,2470,2015-04-26,,1504262.0,2.0,399.820571217996,,,,
2543,2471,2015-04-27,,1504272.0,2.0,291.752346251679,,,,
2544,2472,2015-04-28,,1504282.0,2.0,279.639574876652,,,,
2545,2473,2015-04-29,,1504292.0,2.0,335.699732620073,,,,
2546,2474,2015-04-30,,1504302.0,2.0,382.494805997457,,,,
2547,2475,2015-05-02,,1505022.0,2.0,569.854066374337,,,,
2548,2476,2015-05-03,,1505032.0,2.0,467.833386599369,,,,
2549,2477,2015-05-04,,1505042.0,2.0,340.579351605995,,,,
2550,2478,2015-05-05,,1505052.0,2.0,295.928590213682,,,,
2551,2479,2015-05-06,,1505062.0,2.0,326.950819224427,,,,
2552,2480,2015-05-07,,1505072.0,2.0,309.311901434242,,,,
2553,2481,2015-05-08,,1505082.0,2.0,326.333702093022,,,,
2554,2482,2015-05-09,,1505092.0,2.0,406.907398954341,,,,
2555,2483,2015-05-10,,1505102.0,2.0,492.010489698116,,,,
2556,2484,2015-05-11,,1505112.0,2.0,336.127629680071,,,,
2557,2485,2015-05-12,,1505122.0,2.0,327.092157926255,,,,
2558,2486,2015-05-13,,1505132.0,2.0,397.982340133214,,,,
2559,2487,2015-05-14,,1505142.0,2.0,490.915769119788,,,,
2560,2488,2015-05-15,,1505152.0,2.0,513.805644101383,,,,
2561,2489,2015-05-16,,1505162.0,2.0,555.445636645735,,,,
2562,2490,2015-05-17,,1505172.0,2.0,562.648232082731,,,,
2563,2491,2015-05-18,,1505182.0,2.0,328.913429566134,,,,
2564,2492,2015-05-19,,1505192.0,2.0,351.146415331786,,,,
2565,2493,2015-05-20,,1505202.0,2.0,356.207676664304,,,,
2566,2494,2015-05-21,,1505212.0,2.0,348.534145245022,,,,
2567,2495,2015-05-22,,1505222.0,2.0,374.702368065499,,,,
2568,2496,2015-05-23,,1505232.0,2.0,506.664209994684,,,,
2569,2497,2015-05-24,,1505242.0,2.0,602.379870231082,,,,
2570,2498,2015-05-25,,1505252.0,2.0,621.867778874006,,,,
2571,2499,2015-05-26,,1505262.0,2.0,381.669744982195,,,,
2572,2500,2015-05-27,,1505272.0,2.0,358.895155316917,,,,
2573,2501,2015-05-28,,1505282.0,2.0,340.514414991475,,,,
2574,2502,2015-05-29,,1505292.0,2.0,365.087905303626,,,,
2575,2503,2015-05-30,,1505302.0,2.0,456.734340691111,,,,
2576,2504,2015-05-31,,1505312.0,2.0,457.52825918325,,,,
2577,2505,2015-06-01,,1506012.0,2.0,335.912287877592,,,,
2578,2506,2015-06-02,,1506022.0,2.0,412.209593794446,,,,
2579,2507,2015-06-03,,1506032.0,2.0,350.831237309121,,,,
2580,2508,2015-06-04,,1506042.0,2.0,366.195368742098,,,,
2581,2509,2015-06-05,,1506052.0,2.0,418.393781746112,,,,
2582,2510,2015-06-06,,1506062.0,2.0,553.131050767354,,,,
2583,2511,2015-06-07,,1506072.0,2.0,527.885017948989,,,,
2584,2512,2015-06-08,,1506082.0,2.0,344.695569756106,,,,
2585,2513,2015-06-09,,1506092.0,2.0,315.123749367531,,,,
2586,2514,2015-06-10,,1506102.0,2.0,338.309487845224,,,,
2587,2515,2015-06-11,,1506112.0,2.0,357.852893336956,,,,
2588,2516,2015-06-12,,1506122.0,2.0,349.536158182539,,,,
2589,2517,2015-06-13,,1506132.0,2.0,559.888089847911,,,,
2590,2518,2015-06-14,,1506142.0,2.0,486.138237737853,,,,
2591,2519,2015-06-15,,1506152.0,2.0,350.589558421955,,,,
2592,2520,2015-06-16,,1506162.0,2.0,349.888222729503,,,,
2593,2521,2015-06-17,,1506172.0,2.0,380.305703300813,,,,
2594,2522,2015-06-18,,1506182.0,2.0,332.820567048363,,,,
2595,2523,2015-06-19,,1506192.0,2.0,346.690336157535,,,,
2596,2524,2015-06-20,,1506202.0,2.0,571.278131371528,,,,
2597,2525,2015-06-21,,1506212.0,2.0,553.599170821681,,,,
2598,2526,2015-06-22,,1506222.0,2.0,412.309330067662,,,,
2599,2527,2015-06-23,,1506232.0,2.0,423.1358501964,,,,
2600,2528,2015-06-24,,1506242.0,2.0,479.943327331225,,,,
2601,2529,2015-06-25,,1506252.0,2.0,484.513720535521,,,,
2602,2530,2015-06-26,,1506262.0,2.0,517.667163948615,,,,
2603,2531,2015-06-27,,1506272.0,2.0,708.700690129254,,,,
2604,2532,2015-06-28,,1506282.0,2.0,686.349904220686,,,,
2605,2533,2015-06-29,,1506292.0,2.0,455.623242772356,,,,
2606,2534,2015-06-30,,1506302.0,2.0,456.688693628606,,,,
2607,2535,2015-07-01,,1507012.0,2.0,430.397456895632,,,,
2608,2536,2015-07-02,,1507022.0,2.0,380.075233434005,,,,
2609,2537,2015-07-03,,1507032.0,2.0,432.888287340422,,,,
2610,2538,2015-07-04,,1507042.0,2.0,667.545326269141,,,,
2611,2539,2015-07-05,,1507052.0,2.0,571.220211930273,,,,
2612,2540,2015-07-06,,1507062.0,2.0,435.547290335414,,,,
2613,2541,2015-07-07,,1507072.0,2.0,424.75865459342,,,,
2614,2542,2015-07-08,,1507082.0,2.0,406.197372488758,,,,
2615,2543,2015-07-09,,1507092.0,2.0,400.061396607868,,,,
2616,2544,2015-07-10,,1507102.0,2.0,419.920725517909,,,,
2617,2545,2015-07-11,,1507112.0,2.0,579.775873809484,,,,
2618,2546,2015-07-12,,1507122.0,2.0,638.240827319641,,,,
2619,2547,2015-07-13,,1507132.0,2.0,484.644303422986,,,,
2620,2548,2015-07-14,,1507142.0,2.0,494.642623603643,,,,
2621,2549,2015-07-15,,1507152.0,2.0,517.878028741276,,,,
2622,2550,2015-07-16,,1507162.0,2.0,498.959441029325,,,,
2623,2551,2015-07-17,,1507172.0,2.0,533.38199646267,,,,
2624,2552,2015-07-18,,1507182.0,2.0,677.199908361688,,,,
2625,2553,2015-07-19,,1507192.0,2.0,713.948758860807,,,,
2626,2554,2015-07-20,,1507202.0,2.0,566.157537334118,,,,
2627,2555,2015-07-21,,1507212.0,2.0,556.009113808745,,,,
2628,2556,2015-07-22,,1507222.0,2.0,597.576041552763,,,,
2629,2557,2015-07-23,,1507232.0,2.0,600.414019091748,,,,
2630,2558,2015-07-24,,1507242.0,2.0,578.637666776062,,,,
2631,2559,2015-07-25,,1507252.0,2.0,672.206275477328,,,,
2632,2560,2015-07-26,,1507262.0,2.0,705.589263265344,,,,
2633,2561,2015-07-27,,1507272.0,2.0,596.420841559454,,,,
2634,2562,2015-07-28,,1507282.0,2.0,597.787732789746,,,,
