,id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Produktgruppe,Wochentag,Monat,Jahr,Feiertag_Bereich,Feiertag_Bundesland,Feiertag,Veranstaltung_Holstenkoeste,Veranstaltung_Kieler_Umschlag,Veranstaltung_Kieler_Weihnachtsmaerkte,Veranstaltung_Kieler_Woche,Veranstaltung_NOK_Romantika,Veranstaltung_NordArt,Veranstaltung_Seebrueckenfest,Veranstaltung_Sprottentage
2963,1609102,2016-09-10,2,507.6899,0.0,23.875,6.0,,,Brötchen,Samstag,9,2016,,,,False,False,False,False,False,False,False,False
2964,1609112,2016-09-11,2,545.1768,6.0,20.875,10.0,,,Brötchen,Sonntag,9,2016,,,,False,False,False,False,False,False,False,False
2965,1609122,2016-09-12,2,360.21802,0.0,25.375,8.0,,,Brötchen,Montag,9,2016,,,,False,False,False,False,False,False,False,False
2966,1609132,2016-09-13,2,357.80945,0.0,27.875,8.0,,,Brötchen,Dienstag,9,2016,,,,False,False,False,False,False,False,False,False
2967,1609142,2016-09-14,2,362.72946,0.0,25.25,9.0,,,Brötchen,Mittwoch,9,2016,,,,False,False,False,False,False,False,False,False
2968,1609152,2016-09-15,2,349.38007,0.0,23.75,13.0,,,Brötchen,Donnerstag,9,2016,,,,False,False,False,False,False,False,False,False
2969,1609162,2016-09-16,2,351.8936,4.0,22.75,8.0,0.0,,Brötchen,Freitag,9,2016,,,,False,False,False,False,False,False,False,False
2970,1609172,2016-09-17,2,407.1855,5.0,18.875,14.0,,,Brötchen,Samstag,9,2016,,,,False,False,False,False,False,False,False,False
2971,1609182,2016-09-18,2,480.54257,7.0,16.75,15.0,21.0,,Brötchen,Sonntag,9,2016,,,,False,False,False,False,False,False,False,False
2972,1609192,2016-09-19,2,348.61047,7.0,17.0,9.0,,,Brötchen,Montag,9,2016,,,,False,False,False,False,False,False,False,False
2973,1609202,2016-09-20,2,328.4794,5.0,17.5,8.0,,,Brötchen,Dienstag,9,2016,,,,False,False,False,False,False,False,False,False
2974,1609212,2016-09-21,2,320.75137,3.0,18.375,10.0,,,Brötchen,Mittwoch,9,2016,,,,False,False,False,False,False,False,False,False
2975,1609222,2016-09-22,2,333.4917,4.0,18.5,6.0,,,Brötchen,Donnerstag,9,2016,,,,False,False,False,False,False,False,False,False
2976,1609232,2016-09-23,2,334.83533,4.0,18.625,12.0,21.0,,Brötchen,Freitag,9,2016,,,,False,False,False,False,False,False,False,False
2977,1609242,2016-09-24,2,382.88467,0.0,18.625,6.0,,,Brötchen,Samstag,9,2016,,,,False,False,False,False,False,False,False,False
2978,1609252,2016-09-25,2,467.86276,0.0,21.375,8.0,,,Brötchen,Sonntag,9,2016,,,,False,False,False,False,False,False,False,False
2979,1609262,2016-09-26,2,288.925,4.0,18.25,6.0,0.0,,Brötchen,Montag,9,2016,,,,False,False,False,False,False,False,False,False
2980,1609272,2016-09-27,2,308.43027,0.0,19.875,6.0,0.0,,Brötchen,Dienstag,9,2016,,,,False,False,False,False,False,False,False,False
2981,1609282,2016-09-28,2,276.9575,6.0,19.125,19.0,,,Brötchen,Mittwoch,9,2016,,,,False,False,False,False,False,False,False,False
2982,1609292,2016-09-29,2,304.6394,7.0,17.375,13.0,61.0,,Brötchen,Donnerstag,9,2016,,,,False,False,False,False,False,False,False,False
2983,1609302,2016-09-30,2,292.05417,6.0,14.0,11.0,61.0,,Brötchen,Freitag,9,2016,,,,False,False,False,False,False,False,False,False
2984,1610012,2016-10-01,2,422.4629,3.0,15.875,6.0,,,Brötchen,Samstag,10,2016,,,,False,False,False,False,False,False,False,False
2985,1610022,2016-10-02,2,562.1255,3.0,15.75,7.0,21.0,,Brötchen,Sonntag,10,2016,,,,False,False,False,False,False,False,False,False
2986,1610032,2016-10-03,2,484.63605,7.0,14.375,18.0,61.0,,Brötchen,Montag,10,2016,bundesweit,Schleswig-Holstein,Tag der Deutschen Einheit,False,False,False,False,False,False,False,False
2987,1610042,2016-10-04,2,334.85568,5.0,13.25,16.0,,,Brötchen,Dienstag,10,2016,,,,False,False,False,False,False,False,False,False
2988,1610052,2016-10-05,2,313.3301,3.0,12.0,19.0,,,Brötchen,Mittwoch,10,2016,,,,False,False,False,False,False,False,False,False
2989,1610062,2016-10-06,2,345.11353,7.0,11.25,17.0,20.0,,Brötchen,Donnerstag,10,2016,,,,False,False,False,False,False,False,False,False
2990,1610072,2016-10-07,2,383.20422,7.0,11.125,15.0,0.0,,Brötchen,Freitag,10,2016,,,,False,False,False,False,False,False,False,False
2991,1610082,2016-10-08,2,366.9329,5.0,11.625,16.0,,,Brötchen,Samstag,10,2016,,,,False,False,False,False,False,False,False,False
2992,1610092,2016-10-09,2,496.81097,7.0,9.125,10.0,61.0,,Brötchen,Sonntag,10,2016,,,,False,False,False,False,False,False,False,False
2993,1610102,2016-10-10,2,380.15347,7.0,11.125,10.0,61.0,,Brötchen,Montag,10,2016,,,,False,False,False,False,False,False,False,False
2994,1610112,2016-10-11,2,376.57385,7.0,9.875,20.0,61.0,,Brötchen,Dienstag,10,2016,,,,False,False,False,False,False,False,False,False
2995,1610122,2016-10-12,2,344.07056,7.0,9.75,18.0,63.0,,Brötchen,Mittwoch,10,2016,,,,False,False,False,False,False,False,False,False
2996,1610132,2016-10-13,2,373.77347,6.0,10.875,15.0,0.0,,Brötchen,Donnerstag,10,2016,,,,False,False,False,False,False,False,False,False
2997,1610142,2016-10-14,2,362.8919,7.0,9.125,13.0,61.0,,Brötchen,Freitag,10,2016,,,,False,False,False,False,False,False,False,False
2998,1610152,2016-10-15,2,419.75806,8.0,8.625,12.0,61.0,,Brötchen,Samstag,10,2016,,,,False,False,False,False,False,False,False,False
2999,1610162,2016-10-16,2,531.445,8.0,11.375,6.0,10.0,,Brötchen,Sonntag,10,2016,,,,False,False,False,False,False,False,False,False
3000,1610172,2016-10-17,2,384.77167,8.0,9.75,6.0,10.0,,Brötchen,Montag,10,2016,,,,False,False,False,False,False,False,False,False
3001,1610182,2016-10-18,2,401.41885,7.0,13.25,6.0,28.0,,Brötchen,Dienstag,10,2016,,,,False,False,False,False,False,False,False,False
3002,1610192,2016-10-19,2,413.50946,8.0,7.625,4.0,61.0,,Brötchen,Mittwoch,10,2016,,,,False,False,False,False,False,False,False,False
3003,1610202,2016-10-20,2,361.39993,7.0,10.125,10.0,21.0,,Brötchen,Donnerstag,10,2016,,,,False,False,False,False,False,False,False,False
3004,1610212,2016-10-21,2,344.2846,6.0,9.875,10.0,61.0,,Brötchen,Freitag,10,2016,,,,False,False,False,False,False,False,False,False
3005,1610222,2016-10-22,2,362.99893,8.0,8.125,12.0,61.0,,Brötchen,Samstag,10,2016,,,,False,False,False,False,False,False,False,False
3006,1610232,2016-10-23,2,432.07565,7.0,8.625,4.0,21.0,,Brötchen,Sonntag,10,2016,,,,False,False,False,False,False,False,False,False
3007,1610242,2016-10-24,2,283.90027,5.0,9.25,8.0,10.0,,Brötchen,Montag,10,2016,,,,False,False,False,False,False,False,False,False
3008,1610252,2016-10-25,2,275.21454,5.0,9.0,8.0,0.0,,Brötchen,Dienstag,10,2016,,,,False,False,False,False,False,False,False,False
3009,1610262,2016-10-26,2,289.4269,6.0,7.375,6.0,10.0,,Brötchen,Mittwoch,10,2016,,,,False,False,False,False,False,False,False,False
3010,1610272,2016-10-27,2,270.9349,7.0,13.375,9.0,21.0,,Brötchen,Donnerstag,10,2016,,,,False,False,False,False,False,False,False,False
3011,1610282,2016-10-28,2,259.6596,6.0,12.75,15.0,21.0,,Brötchen,Freitag,10,2016,,,,False,False,False,False,False,False,False,False
3012,1610292,2016-10-29,2,302.12616,4.0,11.375,16.0,20.0,,Brötchen,Samstag,10,2016,,,,False,False,False,False,False,False,False,False
3013,1610302,2016-10-30,2,473.284,4.0,11.0,9.0,5.0,,Brötchen,Sonntag,10,2016,,,,False,False,False,False,False,False,False,False
3014,1610312,2016-10-31,2,326.87698,7.0,12.125,6.0,61.0,,Brötchen,Montag,10,2016,,,,False,False,False,False,False,False,False,False
3015,1611012,2016-11-01,2,247.26233,6.0,10.125,12.0,61.0,,Brötchen,Dienstag,11,2016,,,,False,False,False,False,False,False,False,False
3016,1611022,2016-11-02,2,258.63052,4.0,7.25,13.0,21.0,,Brötchen,Mittwoch,11,2016,,,,False,False,False,False,False,False,False,False
3017,1611032,2016-11-03,2,279.97134,4.0,5.875,5.0,,,Brötchen,Donnerstag,11,2016,,,,False,False,False,False,False,False,False,False
3018,1611042,2016-11-04,2,243.54561,7.0,7.875,8.0,61.0,,Brötchen,Freitag,11,2016,,,,False,False,False,False,False,False,False,False
3019,1611052,2016-11-05,2,281.81775,7.0,5.5,5.0,61.0,,Brötchen,Samstag,11,2016,,,,False,False,False,False,False,False,False,False
3020,1611062,2016-11-06,2,460.23022,7.0,6.625,6.0,61.0,,Brötchen,Sonntag,11,2016,,,,False,False,False,False,False,False,False,False
3021,1611072,2016-11-07,2,255.64833,7.0,3.5,14.0,61.0,,Brötchen,Montag,11,2016,,,,False,False,False,False,False,False,False,False
3022,1611082,2016-11-08,2,204.16928,7.0,0.75,14.0,71.0,,Brötchen,Dienstag,11,2016,,,,False,False,False,False,False,False,False,False
3023,1611092,2016-11-09,2,225.62541,0.0,1.25,4.0,10.0,,Brötchen,Mittwoch,11,2016,,,,False,False,False,False,False,False,False,False
3024,1611102,2016-11-10,2,222.95294,7.0,4.0,8.0,22.0,,Brötchen,Donnerstag,11,2016,,,,False,False,False,False,False,False,False,False
3025,1611112,2016-11-11,2,248.4965,4.0,4.875,10.0,21.0,,Brötchen,Freitag,11,2016,,,,False,False,False,False,False,False,False,False
3026,1611122,2016-11-12,2,334.9775,3.0,1.625,6.0,49.0,,Brötchen,Samstag,11,2016,,,,False,False,False,False,False,False,False,False
3027,1611132,2016-11-13,2,474.06702,4.0,1.375,9.0,5.0,,Brötchen,Sonntag,11,2016,,,,False,False,False,False,False,False,False,False
3028,1611142,2016-11-14,2,241.87212,4.0,2.0,10.0,5.0,,Brötchen,Montag,11,2016,,,,False,False,False,False,False,False,False,False
3029,1611152,2016-11-15,2,226.5977,7.0,7.75,9.0,61.0,,Brötchen,Dienstag,11,2016,,,,False,False,False,False,False,False,False,False
3030,1611162,2016-11-16,2,223.91054,7.0,8.75,11.0,61.0,,Brötchen,Mittwoch,11,2016,,,,False,False,False,False,False,False,False,False
3031,1611172,2016-11-17,2,217.35349,6.0,7.75,9.0,21.0,,Brötchen,Donnerstag,11,2016,,,,False,False,False,False,False,False,False,False
3032,1611182,2016-11-18,2,251.94043,4.0,7.25,13.0,21.0,,Brötchen,Freitag,11,2016,,,,False,False,False,False,False,False,False,False
3033,1611192,2016-11-19,2,241.3693,6.0,6.625,11.0,21.0,,Brötchen,Samstag,11,2016,,,,False,False,False,False,False,False,False,False
3034,1611202,2016-11-20,2,401.6055,6.0,6.375,12.0,63.0,,Brötchen,Sonntag,11,2016,,,,False,False,False,False,False,False,False,False
3035,1611212,2016-11-21,2,269.24326,7.0,11.5,6.0,61.0,,Brötchen,Montag,11,2016,,,,False,False,False,False,False,False,False,False
3036,1611222,2016-11-22,2,291.5959,7.0,12.125,7.0,,,Brötchen,Dienstag,11,2016,,,,False,False,False,False,False,False,False,False
3037,1611232,2016-11-23,2,228.72842,7.0,10.0,5.0,10.0,,Brötchen,Mittwoch,11,2016,,,,False,False,False,False,False,False,False,False
3038,1611242,2016-11-24,2,260.9826,0.0,4.5,8.0,10.0,,Brötchen,Donnerstag,11,2016,,,,False,False,False,False,False,False,False,False
3039,1611252,2016-11-25,2,273.01212,7.0,4.0,4.0,45.0,,Brötchen,Freitag,11,2016,,,,False,False,False,False,False,False,False,False
3040,1611262,2016-11-26,2,352.3069,7.0,5.875,10.0,61.0,,Brötchen,Samstag,11,2016,,,,False,False,False,False,False,False,False,False
3041,1611272,2016-11-27,2,469.4331,0.0,5.625,9.0,5.0,,Brötchen,Sonntag,11,2016,,,,False,False,False,False,False,False,False,False
3042,1611282,2016-11-28,2,250.19685,1.0,2.875,11.0,,,Brötchen,Montag,11,2016,,,,False,False,False,False,False,False,False,False
3043,1611292,2016-11-29,2,267.03537,3.0,3.0,9.0,10.0,,Brötchen,Dienstag,11,2016,,,,False,False,False,False,False,False,False,False
3044,1611302,2016-11-30,2,269.28488,7.0,6.25,12.0,61.0,,Brötchen,Mittwoch,11,2016,,,,False,False,False,False,False,False,False,False
3045,1612012,2016-12-01,2,289.1763,8.0,8.5,19.0,61.0,,Brötchen,Donnerstag,12,2016,,,,False,False,False,False,False,False,False,False
3046,1612022,2016-12-02,2,251.1757,0.0,3.625,8.0,0.0,,Brötchen,Freitag,12,2016,,,,False,False,False,False,False,False,False,False
3047,1612032,2016-12-03,2,303.77744,4.0,-0.75,6.0,49.0,,Brötchen,Samstag,12,2016,,,,False,False,False,False,False,False,False,False
3048,1612042,2016-12-04,2,425.77603,8.0,4.125,6.0,,,Brötchen,Sonntag,12,2016,,,,False,False,False,False,False,False,False,False
3049,1612052,2016-12-05,2,248.02303,7.0,3.0,7.0,,,Brötchen,Montag,12,2016,,,,False,False,False,False,False,False,False,False
3050,1612062,2016-12-06,2,242.02657,7.0,6.25,5.0,61.0,,Brötchen,Dienstag,12,2016,,,,False,False,False,False,False,False,False,False
3051,1612072,2016-12-07,2,254.66463,7.0,4.5,10.0,61.0,,Brötchen,Mittwoch,12,2016,,,,False,False,False,False,False,False,False,False
3052,1612082,2016-12-08,2,286.69055,8.0,8.625,12.0,10.0,,Brötchen,Donnerstag,12,2016,,,,False,False,False,False,False,False,False,False
3053,1612092,2016-12-09,2,240.50224,7.0,8.875,13.0,20.0,,Brötchen,Freitag,12,2016,,,,False,False,False,False,False,False,False,False
3054,1612102,2016-12-10,2,345.30115,7.0,9.5,10.0,61.0,,Brötchen,Samstag,12,2016,,,,False,False,False,False,False,False,False,False
3055,1612112,2016-12-11,2,486.6851,,,,,,Brötchen,Sonntag,12,2016,,,,False,False,False,False,False,False,False,False
3056,1612122,2016-12-12,2,207.60475,7.0,4.875,4.0,61.0,,Brötchen,Montag,12,2016,,,,False,False,False,False,False,False,False,False
3057,1612132,2016-12-13,2,233.77,7.0,6.285714,5.0,10.0,,Brötchen,Dienstag,12,2016,,,,False,False,False,False,False,False,False,False
3058,1612142,2016-12-14,2,221.94228,7.0,4.625,6.0,45.0,,Brötchen,Mittwoch,12,2016,,,,False,False,False,False,False,False,False,False
3059,1612152,2016-12-15,2,249.85947,7.0,0.0,8.0,49.0,,Brötchen,Donnerstag,12,2016,,,,False,False,False,False,False,False,False,False
3060,1612162,2016-12-16,2,231.82771,8.0,-1.0,5.0,10.0,,Brötchen,Freitag,12,2016,,,,False,False,False,False,False,False,False,False
3061,1612182,2016-12-18,2,565.0417,7.0,7.0,8.0,0.0,,Brötchen,Sonntag,12,2016,,,,False,False,False,False,False,False,False,False
3062,1612192,2016-12-19,2,228.04312,8.0,5.75,4.0,0.0,,Brötchen,Montag,12,2016,,,,False,False,False,False,False,False,False,False
3063,1612202,2016-12-20,2,230.54466,8.0,1.5,7.0,10.0,,Brötchen,Dienstag,12,2016,,,,False,False,False,False,False,False,False,False
3064,1612212,2016-12-21,2,262.93396,6.0,3.625,10.0,10.0,,Brötchen,Mittwoch,12,2016,,,,False,False,False,False,False,False,False,False
3065,1612222,2016-12-22,2,294.63208,7.0,5.25,8.0,61.0,,Brötchen,Donnerstag,12,2016,,,,False,False,False,False,False,False,False,False
3066,1612232,2016-12-23,2,320.3323,7.0,6.375,9.0,10.0,,Brötchen,Freitag,12,2016,,,,False,False,False,False,False,False,False,False
3067,1612242,2016-12-24,2,435.41284,6.0,6.125,14.0,95.0,,Brötchen,Samstag,12,2016,,,,False,False,False,False,False,False,False,False
3068,1612272,2016-12-27,2,353.7978,6.0,8.25,21.0,,,Brötchen,Dienstag,12,2016,,,,False,False,False,False,False,False,False,False
3069,1612282,2016-12-28,2,369.8914,4.0,7.125,12.0,0.0,,Brötchen,Mittwoch,12,2016,,,,False,False,False,False,False,False,False,False
3070,1612292,2016-12-29,2,412.3457,3.0,3.75,11.0,10.0,,Brötchen,Donnerstag,12,2016,,,,False,False,False,False,False,False,False,False
3071,1612302,2016-12-30,2,488.2546,4.0,1.75,10.0,10.0,,Brötchen,Freitag,12,2016,,,,False,False,False,False,False,False,False,False
3072,1612312,2016-12-31,2,569.61456,7.0,4.875,13.0,28.0,,Brötchen,Samstag,12,2016,,,,False,False,False,False,False,False,False,False
3073,1701022,2017-01-02,2,363.78577,3.0,1.625,8.0,0.0,,Brötchen,Montag,1,2017,,,,False,False,False,False,False,False,False,False
3074,1701032,2017-01-03,2,309.96112,7.0,6.0,16.0,61.0,,Brötchen,Dienstag,1,2017,,,,False,False,False,False,False,False,False,False
3075,1701042,2017-01-04,2,299.0253,4.0,4.0,19.0,20.0,,Brötchen,Mittwoch,1,2017,,,,False,False,False,False,False,False,False,False
3076,1701052,2017-01-05,2,336.67126,4.0,-2.875,15.0,0.0,,Brötchen,Donnerstag,1,2017,,,,False,False,False,False,False,False,False,False
3077,1701062,2017-01-06,2,275.93298,1.0,-4.25,6.0,,,Brötchen,Freitag,1,2017,,,,False,False,False,False,False,False,False,False
3078,1701072,2017-01-07,2,270.24734,8.0,-0.5,11.0,71.0,,Brötchen,Samstag,1,2017,,,,False,False,False,False,False,False,False,False
3079,1701082,2017-01-08,2,352.05698,8.0,2.25,4.0,10.0,,Brötchen,Sonntag,1,2017,,,,False,False,False,False,False,False,False,False
3080,1701092,2017-01-09,2,238.25339,8.0,2.5,6.0,20.0,,Brötchen,Montag,1,2017,,,,False,False,False,False,False,False,False,False
3081,1701102,2017-01-10,2,204.46744,7.0,2.625,9.0,10.0,,Brötchen,Dienstag,1,2017,,,,False,False,False,False,False,False,False,False
3082,1701112,2017-01-11,2,174.99983,7.0,4.625,15.0,61.0,,Brötchen,Mittwoch,1,2017,,,,False,False,False,False,False,False,False,False
3083,1701122,2017-01-12,2,209.35118,4.0,4.5,16.0,61.0,,Brötchen,Donnerstag,1,2017,,,,False,False,False,False,False,False,False,False
3084,1701132,2017-01-13,2,226.48415,3.0,3.125,7.0,61.0,,Brötchen,Freitag,1,2017,,,,False,False,False,False,False,False,False,False
3085,1701142,2017-01-14,2,264.0182,2.0,1.75,10.0,61.0,,Brötchen,Samstag,1,2017,,,,False,False,False,False,False,False,False,False
3086,1701152,2017-01-15,2,370.9539,5.0,1.375,10.0,71.0,,Brötchen,Sonntag,1,2017,,,,False,False,False,False,False,False,False,False
3087,1701162,2017-01-16,2,221.86183,0.0,0.25,9.0,0.0,,Brötchen,Montag,1,2017,,,,False,False,False,False,False,False,False,False
3088,1701172,2017-01-17,2,237.86542,7.0,0.5,4.0,10.0,,Brötchen,Dienstag,1,2017,,,,False,False,False,False,False,False,False,False
3089,1701182,2017-01-18,2,229.18324,7.0,0.125,8.0,20.0,,Brötchen,Mittwoch,1,2017,,,,False,False,False,False,False,False,False,False
3090,1701192,2017-01-19,2,217.31433,8.0,1.5,8.0,61.0,,Brötchen,Donnerstag,1,2017,,,,False,False,False,False,False,False,False,False
3091,1701202,2017-01-20,2,246.61884,8.0,3.625,5.0,21.0,,Brötchen,Freitag,1,2017,,,,False,False,False,False,False,False,False,False
3092,1701212,2017-01-21,2,271.39206,7.0,5.75,5.0,10.0,,Brötchen,Samstag,1,2017,,,,False,False,False,False,False,False,False,False
3093,1701222,2017-01-22,2,378.6052,8.0,1.375,5.0,10.0,,Brötchen,Sonntag,1,2017,,,,False,False,False,False,False,False,False,False
3094,1701232,2017-01-23,2,200.65086,7.0,1.125,8.0,10.0,,Brötchen,Montag,1,2017,,,,False,False,False,False,False,False,False,False
3095,1701242,2017-01-24,2,224.00847,7.0,1.875,8.0,45.0,,Brötchen,Dienstag,1,2017,,,,False,False,False,False,False,False,False,False
3096,1701252,2017-01-25,2,215.33818,7.0,-1.25,6.0,49.0,,Brötchen,Mittwoch,1,2017,,,,False,False,False,False,False,False,False,False
3097,1701262,2017-01-26,2,248.42189,6.0,1.0,7.0,10.0,,Brötchen,Donnerstag,1,2017,,,,False,False,False,False,False,False,False,False
3098,1701272,2017-01-27,2,247.1382,0.0,2.142857,7.0,5.0,,Brötchen,Freitag,1,2017,,,,False,False,False,False,False,False,False,False
3099,1701282,2017-01-28,2,313.68298,1.0,2.875,5.0,5.0,,Brötchen,Samstag,1,2017,,,,False,False,False,False,False,False,False,False
3100,1701292,2017-01-29,2,379.07297,7.0,4.75,8.0,61.0,,Brötchen,Sonntag,1,2017,,,,False,False,False,False,False,False,False,False
3101,1701302,2017-01-30,2,239.84373,7.0,2.625,13.0,61.0,,Brötchen,Montag,1,2017,,,,False,False,False,False,False,False,False,False
3102,1701312,2017-01-31,2,221.33086,7.0,3.125,15.0,10.0,,Brötchen,Dienstag,1,2017,,,,False,False,False,False,False,False,False,False
3103,1702012,2017-02-01,2,239.50484,7.0,1.125,8.0,20.0,,Brötchen,Mittwoch,2,2017,,,,False,False,False,False,False,False,False,False
3104,1702022,2017-02-02,2,222.76707,7.0,1.75,6.0,61.0,,Brötchen,Donnerstag,2,2017,,,,False,False,False,False,False,False,False,False
3105,1702032,2017-02-03,2,212.92401,7.0,1.625,6.0,45.0,,Brötchen,Freitag,2,2017,,,,False,False,False,False,False,False,False,False
3106,1702042,2017-02-04,2,276.25287,7.0,5.75,6.0,61.0,,Brötchen,Samstag,2,2017,,,,False,False,False,False,False,False,False,False
3107,1702052,2017-02-05,2,374.08426,8.0,2.0,10.0,61.0,,Brötchen,Sonntag,2,2017,,,,False,False,False,False,False,False,False,False
3108,1702062,2017-02-06,2,237.95955,7.0,2.5,12.0,61.0,,Brötchen,Montag,2,2017,,,,False,False,False,False,False,False,False,False
3109,1702072,2017-02-07,2,266.64508,7.0,0.0,12.0,77.0,,Brötchen,Dienstag,2,2017,,,,False,False,False,False,False,False,False,False
3110,1702082,2017-02-08,2,249.06198,8.0,-2.0,8.0,77.0,,Brötchen,Mittwoch,2,2017,,,,False,False,False,False,False,False,False,False
3111,1702092,2017-02-09,2,250.49057,8.0,-2.125,11.0,22.0,,Brötchen,Donnerstag,2,2017,,,,False,False,False,False,False,False,False,False
3112,1702102,2017-02-10,2,261.35736,7.0,-1.75,16.0,10.0,,Brötchen,Freitag,2,2017,,,,False,False,False,False,False,False,False,False
3113,1702112,2017-02-11,2,370.185,7.0,0.0,17.0,0.0,,Brötchen,Samstag,2,2017,,,,False,False,False,False,False,False,False,False
3114,1702122,2017-02-12,2,416.3792,8.0,0.375,17.0,10.0,,Brötchen,Sonntag,2,2017,,,,False,False,False,False,False,False,False,False
3115,1702132,2017-02-13,2,253.4518,0.0,-0.25,10.0,10.0,,Brötchen,Montag,2,2017,,,,False,False,False,False,False,False,False,False
3116,1702142,2017-02-14,2,255.7573,2.0,-0.75,8.0,49.0,,Brötchen,Dienstag,2,2017,,,,False,False,False,False,False,False,False,False
3117,1702152,2017-02-15,2,278.5387,0.0,5.875,4.0,5.0,,Brötchen,Mittwoch,2,2017,,,,False,False,False,False,False,False,False,False
3118,1702162,2017-02-16,2,309.86868,7.0,6.25,10.0,61.0,,Brötchen,Donnerstag,2,2017,,,,False,False,False,False,False,False,False,False
3119,1702172,2017-02-17,2,272.2949,7.0,6.0,9.0,61.0,,Brötchen,Freitag,2,2017,,,,False,False,False,False,False,False,False,False
3120,1702182,2017-02-18,2,428.42075,7.0,4.625,12.0,20.0,,Brötchen,Samstag,2,2017,,,,False,False,False,False,False,False,False,False
3121,1702192,2017-02-19,2,447.5672,7.0,5.625,8.0,61.0,,Brötchen,Sonntag,2,2017,,,,False,False,False,False,False,False,False,False
3122,1702202,2017-02-20,2,253.26817,7.0,8.0,16.0,61.0,,Brötchen,Montag,2,2017,,,,False,False,False,False,False,False,False,False
3123,1702212,2017-02-21,2,228.58054,6.0,7.625,18.0,,,Brötchen,Dienstag,2,2017,,,,False,False,False,False,False,False,False,False
3124,1702222,2017-02-22,2,190.33969,6.0,7.375,20.0,61.0,,Brötchen,Mittwoch,2,2017,,,,False,False,False,False,False,False,False,False
3125,1702232,2017-02-23,2,211.8235,7.0,4.375,22.0,63.0,,Brötchen,Donnerstag,2,2017,,,,False,True,False,False,False,False,False,False
3126,1702242,2017-02-24,2,239.78212,1.0,4.125,15.0,21.0,,Brötchen,Freitag,2,2017,,,,False,True,False,False,False,False,False,False
3127,1702252,2017-02-25,2,312.628,7.0,3.375,12.0,61.0,,Brötchen,Samstag,2,2017,,,,False,True,False,False,False,False,False,False
3128,1702262,2017-02-26,2,428.91357,7.0,7.5,11.0,61.0,,Brötchen,Sonntag,2,2017,,,,False,True,False,False,False,False,False,False
3129,1702272,2017-02-27,2,309.3864,8.0,10.75,11.0,,,Brötchen,Montag,2,2017,,,,False,False,False,False,False,False,False,False
3130,1702282,2017-02-28,2,229.9414,6.0,6.0,15.0,21.0,,Brötchen,Dienstag,2,2017,,,,False,False,False,False,False,False,False,False
3131,1703012,2017-03-01,2,249.68077,6.0,5.0,14.0,63.0,,Brötchen,Mittwoch,3,2017,,,,False,False,False,False,False,False,False,False
3132,1703022,2017-03-02,2,236.09009,3.0,6.5,16.0,21.0,,Brötchen,Donnerstag,3,2017,,,,False,False,False,False,False,False,False,False
3133,1703032,2017-03-03,2,238.97672,2.0,8.375,10.0,0.0,,Brötchen,Freitag,3,2017,,,,False,False,False,False,False,False,False,False
3134,1703042,2017-03-04,2,294.8423,6.0,9.125,5.0,5.0,,Brötchen,Samstag,3,2017,,,,False,False,False,False,False,False,False,False
3135,1703052,2017-03-05,2,402.77826,7.0,7.375,12.0,61.0,,Brötchen,Sonntag,3,2017,,,,False,False,False,False,False,False,False,False
3136,1703062,2017-03-06,2,243.60178,8.0,3.75,17.0,0.0,,Brötchen,Montag,3,2017,,,,False,False,False,False,False,False,False,False
3137,1703072,2017-03-07,2,220.99544,7.0,1.75,7.0,20.0,,Brötchen,Dienstag,3,2017,,,,False,False,False,False,False,False,False,False
3138,1703082,2017-03-08,2,229.7621,6.0,5.75,9.0,61.0,,Brötchen,Mittwoch,3,2017,,,,False,False,False,False,False,False,False,False
3139,1703092,2017-03-09,2,270.97592,7.0,7.375,8.0,21.0,,Brötchen,Donnerstag,3,2017,,,,False,False,False,False,False,False,False,False
3140,1703102,2017-03-10,2,269.06915,4.0,8.75,16.0,0.0,,Brötchen,Freitag,3,2017,,,,False,False,False,False,False,False,False,False
3141,1703112,2017-03-11,2,275.94125,2.0,7.75,9.0,0.0,,Brötchen,Samstag,3,2017,,,,False,False,False,False,False,False,False,False
3142,1703122,2017-03-12,2,491.908,6.0,6.375,9.0,,,Brötchen,Sonntag,3,2017,,,,False,False,False,False,False,False,False,False
3143,1703132,2017-03-13,2,242.46451,7.0,6.625,7.0,5.0,,Brötchen,Montag,3,2017,,,,False,False,False,False,False,False,False,False
3144,1703142,2017-03-14,2,243.40967,6.0,10.5,13.0,0.0,,Brötchen,Dienstag,3,2017,,,,False,False,False,False,False,False,False,False
3145,1703152,2017-03-15,2,241.20772,0.0,9.25,16.0,5.0,,Brötchen,Mittwoch,3,2017,,,,False,False,False,False,False,False,False,False
3146,1703162,2017-03-16,2,227.08101,5.0,11.75,9.0,,,Brötchen,Donnerstag,3,2017,,,,False,False,False,False,False,False,False,False
3147,1703172,2017-03-17,2,225.00294,6.0,6.75,18.0,63.0,,Brötchen,Freitag,3,2017,,,,False,False,False,False,False,False,False,False
3148,1703182,2017-03-18,2,287.8439,5.0,6.875,22.0,21.0,,Brötchen,Samstag,3,2017,,,,False,False,False,False,False,False,False,False
3149,1703192,2017-03-19,2,381.1637,8.0,3.875,9.0,79.0,,Brötchen,Sonntag,3,2017,,,,False,False,False,False,False,False,False,False
