Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Woche,Monat,Jahr,Wochentag,Kalenderwoche,Quartal,Halbjahr,Jahreszeit,Product_type,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,KielerWoche_0,KielerWoche_1
2014-06-20,390.42111753906,7.0,15.9875,16.0,,25,6,2014,5,2014-24,2,1,Sommer,Cake,False,False,False,False,True,False,True,False
2014-06-21,55.3784359085427,6.0,15.5125,18.0,61.0,25,6,2014,6,2014-24,2,1,Sommer,Pastry,False,False,False,True,False,False,False,True
2014-06-21,266.758833683806,6.0,15.5125,18.0,61.0,25,6,2014,6,2014-24,2,1,Sommer,Croissant,False,False,True,False,False,False,False,True
2014-06-21,398.075088856397,6.0,15.5125,18.0,61.0,25,6,2014,6,2014-24,2,1,Sommer,Cake,False,False,False,False,True,False,False,True
2014-06-21,162.410672754329,6.0,15.5125,18.0,61.0,25,6,2014,6,2014-24,2,1,Sommer,Bread,True,False,False,False,False,False,False,True
2014-06-21,691.302129885254,6.0,15.5125,18.0,61.0,25,6,2014,6,2014-24,2,1,Sommer,Roles,False,True,False,False,False,False,False,True
2014-06-22,99.6276132843513,5.0,15.7,19.0,,25,6,2014,7,2014-25,2,1,Sommer,Bread,True,False,False,False,False,False,False,True
2014-06-22,687.127455430513,5.0,15.7,19.0,,25,6,2014,7,2014-25,2,1,Sommer,Roles,False,True,False,False,False,False,False,True
2014-06-22,256.961787120751,5.0,15.7,19.0,,25,6,2014,7,2014-25,2,1,Sommer,Croissant,False,False,True,False,False,False,False,True
2014-06-22,112.87846427577,5.0,15.7,19.0,,25,6,2014,7,2014-25,2,1,Sommer,Pastry,False,False,False,True,False,False,False,True
2014-06-22,399.756375802425,5.0,15.7,19.0,,25,6,2014,7,2014-25,2,1,Sommer,Cake,False,False,False,False,True,False,False,True
2014-06-23,331.768630064753,4.0,16.5,17.0,,26,6,2014,1,2014-25,2,1,Sommer,Cake,False,False,False,False,True,False,False,True
2014-06-23,89.1125310007438,4.0,16.5,17.0,,26,6,2014,1,2014-25,2,1,Sommer,Pastry,False,False,False,True,False,False,False,True
2014-06-23,190.742545388738,4.0,16.5,17.0,,26,6,2014,1,2014-25,2,1,Sommer,Croissant,False,False,True,False,False,False,False,True
2014-06-23,511.714043984716,4.0,16.5,17.0,,26,6,2014,1,2014-25,2,1,Sommer,Roles,False,True,False,False,False,False,False,True
2014-06-23,130.997404965594,4.0,16.5,17.0,,26,6,2014,1,2014-25,2,1,Sommer,Bread,True,False,False,False,False,False,False,True
2014-06-24,119.068455962972,7.0,14.3625,7.0,21.0,26,6,2014,2,2014-25,2,1,Sommer,Bread,True,False,False,False,False,False,False,True
2014-06-24,508.608322070437,7.0,14.3625,7.0,21.0,26,6,2014,2,2014-25,2,1,Sommer,Roles,False,True,False,False,False,False,False,True
2014-06-24,193.611313869673,7.0,14.3625,7.0,21.0,26,6,2014,2,2014-25,2,1,Sommer,Croissant,False,False,True,False,False,False,False,True
2014-06-24,80.6814437485115,7.0,14.3625,7.0,21.0,26,6,2014,2,2014-25,2,1,Sommer,Pastry,False,False,False,True,False,False,False,True
2014-06-24,293.582453806941,7.0,14.3625,7.0,21.0,26,6,2014,2,2014-25,2,1,Sommer,Cake,False,False,False,False,True,False,False,True
2014-06-25,74.4274080594379,0.0,18.4375,10.0,,26,6,2014,3,2014-25,2,1,Sommer,Pastry,False,False,False,True,False,False,False,True
2014-06-25,177.06025159912,0.0,18.4375,10.0,,26,6,2014,3,2014-25,2,1,Sommer,Croissant,False,False,True,False,False,False,False,True
2014-06-25,359.294724220182,0.0,18.4375,10.0,,26,6,2014,3,2014-25,2,1,Sommer,Cake,False,False,False,False,True,False,False,True
2014-06-25,114.248639971521,0.0,18.4375,10.0,,26,6,2014,3,2014-25,2,1,Sommer,Bread,True,False,False,False,False,False,False,True
2014-06-25,517.169259136224,0.0,18.4375,10.0,,26,6,2014,3,2014-25,2,1,Sommer,Roles,False,True,False,False,False,False,False,True
2014-06-26,139.644833904018,6.0,17.575,8.0,63.0,26,6,2014,4,2014-25,2,1,Sommer,Bread,True,False,False,False,False,False,False,True
2014-06-26,583.733870024269,6.0,17.575,8.0,63.0,26,6,2014,4,2014-25,2,1,Sommer,Roles,False,True,False,False,False,False,False,True
2014-06-26,231.944214454895,6.0,17.575,8.0,63.0,26,6,2014,4,2014-25,2,1,Sommer,Croissant,False,False,True,False,False,False,False,True
2014-06-26,84.8155438313241,6.0,17.575,8.0,63.0,26,6,2014,4,2014-25,2,1,Sommer,Pastry,False,False,False,True,False,False,False,True
2014-06-26,379.567358758783,6.0,17.575,8.0,63.0,26,6,2014,4,2014-25,2,1,Sommer,Cake,False,False,False,False,True,False,False,True
2014-06-27,65.0878866069292,4.0,20.1625,7.0,95.0,26,6,2014,5,2014-25,2,1,Sommer,Pastry,False,False,False,True,False,False,False,True
2014-06-27,232.1659297551,4.0,20.1625,7.0,95.0,26,6,2014,5,2014-25,2,1,Sommer,Croissant,False,False,True,False,False,False,False,True
2014-06-27,371.32461993901,4.0,20.1625,7.0,95.0,26,6,2014,5,2014-25,2,1,Sommer,Cake,False,False,False,False,True,False,False,True
2014-06-27,149.199619823898,4.0,20.1625,7.0,95.0,26,6,2014,5,2014-25,2,1,Sommer,Bread,True,False,False,False,False,False,False,True
2014-06-27,595.204307059367,4.0,20.1625,7.0,95.0,26,6,2014,5,2014-25,2,1,Sommer,Roles,False,True,False,False,False,False,False,True
2014-06-28,234.368963456298,6.0,16.9625,6.0,95.0,26,6,2014,6,2014-25,2,1,Sommer,Bread,True,False,False,False,False,False,False,True
2014-06-28,861.858616856627,6.0,16.9625,6.0,95.0,26,6,2014,6,2014-25,2,1,Sommer,Roles,False,True,False,False,False,False,False,True
2014-06-28,396.51241111032,6.0,16.9625,6.0,95.0,26,6,2014,6,2014-25,2,1,Sommer,Croissant,False,False,True,False,False,False,False,True
2014-06-28,105.33599228222,6.0,16.9625,6.0,95.0,26,6,2014,6,2014-25,2,1,Sommer,Pastry,False,False,False,True,False,False,False,True
2014-06-28,498.133552158124,6.0,16.9625,6.0,95.0,26,6,2014,6,2014-25,2,1,Sommer,Cake,False,False,False,False,True,False,False,True
2014-06-29,99.024824945212,7.0,17.3125,8.0,61.0,26,6,2014,7,2014-26,2,1,Sommer,Bread,True,False,False,False,False,False,False,True
2014-06-29,770.70069957598,7.0,17.3125,8.0,61.0,26,6,2014,7,2014-26,2,1,Sommer,Roles,False,True,False,False,False,False,False,True
2014-06-29,288.960776618001,7.0,17.3125,8.0,61.0,26,6,2014,7,2014-26,2,1,Sommer,Croissant,False,False,True,False,False,False,False,True
2014-06-29,139.687762195994,7.0,17.3125,8.0,61.0,26,6,2014,7,2014-26,2,1,Sommer,Pastry,False,False,False,True,False,False,False,True
2014-06-29,316.483478198112,7.0,17.3125,8.0,61.0,26,6,2014,7,2014-26,2,1,Sommer,Cake,False,False,False,False,True,False,False,True
2014-06-30,79.3880324911908,3.0,18.3375,12.0,,27,6,2014,1,2014-26,2,1,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-06-30,199.516734222146,3.0,18.3375,12.0,,27,6,2014,1,2014-26,2,1,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-06-30,265.398277170529,3.0,18.3375,12.0,,27,6,2014,1,2014-26,2,1,Sommer,Cake,False,False,False,False,True,False,True,False
2014-06-30,171.873065791742,3.0,18.3375,12.0,,27,6,2014,1,2014-26,2,1,Sommer,Bread,True,False,False,False,False,False,True,False
2014-06-30,465.370251192507,3.0,18.3375,12.0,,27,6,2014,1,2014-26,2,1,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-01,79.4657766414776,6.0,15.6875,14.0,61.0,27,7,2014,2,2014-26,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-01,394.082975399495,6.0,15.6875,14.0,61.0,27,7,2014,2,2014-26,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-01,166.483219456976,6.0,15.6875,14.0,61.0,27,7,2014,2,2014-26,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-01,70.9302793020307,6.0,15.6875,14.0,61.0,27,7,2014,2,2014-26,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-01,316.146546755302,6.0,15.6875,14.0,61.0,27,7,2014,2,2014-26,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-02,276.124132291078,6.0,17.1125,15.0,,27,7,2014,3,2014-26,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-02,221.64426829774,6.0,17.1125,15.0,,27,7,2014,3,2014-26,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-02,72.3068065016839,6.0,17.1125,15.0,,27,7,2014,3,2014-26,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-02,130.353573545155,6.0,17.1125,15.0,,27,7,2014,3,2014-26,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-02,409.989815931385,6.0,17.1125,15.0,,27,7,2014,3,2014-26,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-03,158.210589058586,7.0,20.4,9.0,,27,7,2014,4,2014-26,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-03,417.58250524734,7.0,20.4,9.0,,27,7,2014,4,2014-26,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-03,153.536797218509,7.0,20.4,9.0,,27,7,2014,4,2014-26,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-03,70.715968983487,7.0,20.4,9.0,,27,7,2014,4,2014-26,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-03,312.120996437591,7.0,20.4,9.0,,27,7,2014,4,2014-26,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-04,55.6437295906243,0.0,26.9375,10.0,,27,7,2014,5,2014-26,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-04,173.627443141051,0.0,26.9375,10.0,,27,7,2014,5,2014-26,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-04,237.179690906075,0.0,26.9375,10.0,,27,7,2014,5,2014-26,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-04,112.903849016111,0.0,26.9375,10.0,,27,7,2014,5,2014-26,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-04,438.323208441248,0.0,26.9375,10.0,,27,7,2014,5,2014-26,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-05,266.318604850659,6.0,24.5875,10.0,65.0,27,7,2014,6,2014-26,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-05,59.349824147119,6.0,24.5875,10.0,65.0,27,7,2014,6,2014-26,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-05,150.979319145129,6.0,24.5875,10.0,65.0,27,7,2014,6,2014-26,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-05,576.842941856878,6.0,24.5875,10.0,65.0,27,7,2014,6,2014-26,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-05,264.250346671558,6.0,24.5875,10.0,65.0,27,7,2014,6,2014-26,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-06,104.998588236863,5.0,25.2375,6.0,,27,7,2014,7,2014-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-06,233.465594390411,5.0,25.2375,6.0,,27,7,2014,7,2014-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-06,328.547948636354,5.0,25.2375,6.0,,27,7,2014,7,2014-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-06,84.8042447667398,5.0,25.2375,6.0,,27,7,2014,7,2014-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-06,538.601505202659,5.0,25.2375,6.0,,27,7,2014,7,2014-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-07,142.241358541915,5.0,20.8,10.0,,28,7,2014,1,2014-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-07,464.435046624119,5.0,20.8,10.0,,28,7,2014,1,2014-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-07,115.213371214749,5.0,20.8,10.0,,28,7,2014,1,2014-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-07,250.701100019096,5.0,20.8,10.0,,28,7,2014,1,2014-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-07,178.249125100998,5.0,20.8,10.0,,28,7,2014,1,2014-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-08,109.606492090567,7.0,19.6,15.0,63.0,28,7,2014,2,2014-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-08,497.86988009808,7.0,19.6,15.0,63.0,28,7,2014,2,2014-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-08,168.649860088863,7.0,19.6,15.0,63.0,28,7,2014,2,2014-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-08,87.6708765599203,7.0,19.6,15.0,63.0,28,7,2014,2,2014-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-08,279.718738861263,7.0,19.6,15.0,63.0,28,7,2014,2,2014-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-09,83.4772394737553,0.0,24.65,24.0,5.0,28,7,2014,3,2014-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-09,307.646493692214,0.0,24.65,24.0,5.0,28,7,2014,3,2014-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-09,228.11907513824,0.0,24.65,24.0,5.0,28,7,2014,3,2014-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-09,116.752191041734,0.0,24.65,24.0,5.0,28,7,2014,3,2014-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-09,494.252899710859,0.0,24.65,24.0,5.0,28,7,2014,3,2014-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-10,132.724706258412,0.0,24.757142,18.0,0.0,28,7,2014,4,2014-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-10,531.353706005132,0.0,24.757142,18.0,0.0,28,7,2014,4,2014-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-10,223.619119116075,0.0,24.757142,18.0,0.0,28,7,2014,4,2014-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-10,63.6686930675012,0.0,24.757142,18.0,0.0,28,7,2014,4,2014-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-10,277.400541216063,0.0,24.757142,18.0,0.0,28,7,2014,4,2014-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-11,274.779696075603,1.0,22.9375,18.0,,28,7,2014,5,2014-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-11,72.8643980994303,1.0,22.9375,18.0,,28,7,2014,5,2014-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-11,247.381838869973,1.0,22.9375,18.0,,28,7,2014,5,2014-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-11,574.876667537715,1.0,22.9375,18.0,,28,7,2014,5,2014-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-11,180.711513583786,1.0,22.9375,18.0,,28,7,2014,5,2014-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-12,142.331090508761,0.0,20.375,12.0,,28,7,2014,6,2014-27,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-12,668.279669936841,0.0,20.375,12.0,,28,7,2014,6,2014-27,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-12,320.066241689833,0.0,20.375,12.0,,28,7,2014,6,2014-27,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-12,56.7325859363001,0.0,20.375,12.0,,28,7,2014,6,2014-27,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-12,325.712408475341,0.0,20.375,12.0,,28,7,2014,6,2014-27,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-13,140.534826137305,7.0,18.6,10.0,61.0,28,7,2014,7,2014-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-13,273.940757145142,7.0,18.6,10.0,61.0,28,7,2014,7,2014-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-13,354.517887131991,7.0,18.6,10.0,61.0,28,7,2014,7,2014-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-13,80.4531140833734,7.0,18.6,10.0,61.0,28,7,2014,7,2014-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-13,755.585190097404,7.0,18.6,10.0,61.0,28,7,2014,7,2014-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-14,153.698550894933,7.0,19.45,15.0,63.0,29,7,2014,1,2014-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-14,549.516511042481,7.0,19.45,15.0,63.0,29,7,2014,1,2014-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-14,253.553728025097,7.0,19.45,15.0,63.0,29,7,2014,1,2014-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-14,80.7491612883671,7.0,19.45,15.0,63.0,29,7,2014,1,2014-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-14,271.315673214406,7.0,19.45,15.0,63.0,29,7,2014,1,2014-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-15,60.3757248213977,6.0,22.2625,9.0,,29,7,2014,2,2014-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-15,264.734551298798,6.0,22.2625,9.0,,29,7,2014,2,2014-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-15,314.481770581967,6.0,22.2625,9.0,,29,7,2014,2,2014-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-15,157.385041577792,6.0,22.2625,9.0,,29,7,2014,2,2014-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-15,544.627684283587,6.0,22.2625,9.0,,29,7,2014,2,2014-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-16,158.680478444563,6.0,19.4125,7.0,,29,7,2014,3,2014-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-16,558.201351317468,6.0,19.4125,7.0,,29,7,2014,3,2014-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-16,293.549360397151,6.0,19.4125,7.0,,29,7,2014,3,2014-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-16,75.7094617154365,6.0,19.4125,7.0,,29,7,2014,3,2014-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-16,323.632670176317,6.0,19.4125,7.0,,29,7,2014,3,2014-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-17,160.5229296933,4.0,22.7625,7.0,,29,7,2014,4,2014-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-17,601.547500290008,4.0,22.7625,7.0,,29,7,2014,4,2014-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-17,279.755391379459,4.0,22.7625,7.0,,29,7,2014,4,2014-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-17,44.5837021456503,4.0,22.7625,7.0,,29,7,2014,4,2014-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-17,290.371931596416,4.0,22.7625,7.0,,29,7,2014,4,2014-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-18,65.1758893086205,1.0,26.05,10.0,,29,7,2014,5,2014-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-18,279.606579712619,1.0,26.05,10.0,,29,7,2014,5,2014-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-18,611.760795891468,1.0,26.05,10.0,,29,7,2014,5,2014-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-18,119.811042532772,1.0,26.05,10.0,,29,7,2014,5,2014-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-18,320.693452457975,1.0,26.05,10.0,,29,7,2014,5,2014-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-19,144.785544515647,0.0,28.0625,13.0,,29,7,2014,6,2014-28,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-19,758.007682186119,0.0,28.0625,13.0,,29,7,2014,6,2014-28,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-19,366.459562323487,0.0,28.0625,13.0,,29,7,2014,6,2014-28,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-19,63.9396602318238,0.0,28.0625,13.0,,29,7,2014,6,2014-28,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-19,305.406505596481,0.0,28.0625,13.0,,29,7,2014,6,2014-28,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-20,365.530435169498,3.0,24.3125,15.0,,29,7,2014,7,2014-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-20,113.342961427795,3.0,24.3125,15.0,,29,7,2014,7,2014-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-20,111.990298336233,3.0,24.3125,15.0,,29,7,2014,7,2014-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-20,780.884234750352,3.0,24.3125,15.0,,29,7,2014,7,2014-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-20,339.902049984209,3.0,24.3125,15.0,,29,7,2014,7,2014-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-21,137.703002341753,0.0,23.4875,19.0,5.0,30,7,2014,1,2014-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-21,603.860645292956,0.0,23.4875,19.0,5.0,30,7,2014,1,2014-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-21,229.035975623008,0.0,23.4875,19.0,5.0,30,7,2014,1,2014-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-21,74.3176175346207,0.0,23.4875,19.0,5.0,30,7,2014,1,2014-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-21,384.722754951842,0.0,23.4875,19.0,5.0,30,7,2014,1,2014-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-22,64.3379713508066,0.0,24.9875,14.0,,30,7,2014,2,2014-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-22,288.485320151671,0.0,24.9875,14.0,,30,7,2014,2,2014-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-22,242.55244395064,0.0,24.9875,14.0,,30,7,2014,2,2014-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-22,152.134170467115,0.0,24.9875,14.0,,30,7,2014,2,2014-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-22,613.026582121477,0.0,24.9875,14.0,,30,7,2014,2,2014-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-23,144.39193026197,0.0,25.0,14.0,,30,7,2014,3,2014-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-23,588.604501791308,0.0,25.0,14.0,,30,7,2014,3,2014-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-23,287.633615174458,0.0,25.0,14.0,,30,7,2014,3,2014-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-23,62.0133222629487,0.0,25.0,14.0,,30,7,2014,3,2014-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-23,299.975419228409,0.0,25.0,14.0,,30,7,2014,3,2014-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-24,285.813397183365,0.0,24.8375,11.0,,30,7,2014,4,2014-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-24,55.5812697700574,0.0,24.8375,11.0,,30,7,2014,4,2014-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-24,299.289482451215,0.0,24.8375,11.0,,30,7,2014,4,2014-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-24,163.309889093623,0.0,24.8375,11.0,,30,7,2014,4,2014-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-24,571.880975843334,0.0,24.8375,11.0,,30,7,2014,4,2014-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-25,145.131799090901,0.0,26.325,18.0,,30,7,2014,5,2014-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-25,570.629898893856,0.0,26.325,18.0,,30,7,2014,5,2014-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-25,272.241080478593,0.0,26.325,18.0,,30,7,2014,5,2014-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-25,72.4700702140274,0.0,26.325,18.0,,30,7,2014,5,2014-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-25,310.380470201733,0.0,26.325,18.0,,30,7,2014,5,2014-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-26,318.191645962586,6.0,22.375,10.0,21.0,30,7,2014,6,2014-29,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-26,325.575890999292,6.0,22.375,10.0,21.0,30,7,2014,6,2014-29,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-26,54.4785321030328,6.0,22.375,10.0,21.0,30,7,2014,6,2014-29,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-26,171.321523510186,6.0,22.375,10.0,21.0,30,7,2014,6,2014-29,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-26,685.499474554993,6.0,22.375,10.0,21.0,30,7,2014,6,2014-29,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-27,90.1816334935297,3.0,25.55,12.0,21.0,30,7,2014,7,2014-30,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
2014-07-27,782.178370436687,3.0,25.55,12.0,21.0,30,7,2014,7,2014-30,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-27,336.702952875535,3.0,25.55,12.0,21.0,30,7,2014,7,2014-30,3,2,Sommer,Croissant,False,False,True,False,False,False,True,False
2014-07-27,130.342134846199,3.0,25.55,12.0,21.0,30,7,2014,7,2014-30,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-27,360.072361763218,3.0,25.55,12.0,21.0,30,7,2014,7,2014-30,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-28,309.221736704548,0.0,24.7625,7.0,,31,7,2014,1,2014-30,3,2,Sommer,Cake,False,False,False,False,True,False,True,False
2014-07-28,68.3374949476673,0.0,24.7625,7.0,,31,7,2014,1,2014-30,3,2,Sommer,Pastry,False,False,False,True,False,False,True,False
2014-07-28,630.170881828104,0.0,24.7625,7.0,,31,7,2014,1,2014-30,3,2,Sommer,Roles,False,True,False,False,False,False,True,False
2014-07-28,157.813837411395,0.0,24.7625,7.0,,31,7,2014,1,2014-30,3,2,Sommer,Bread,True,False,False,False,False,False,True,False
