,Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,weekday,dayofyear,day_of_week,Product_type,Year,Date
5856,2016-06-16,6.0,18.25,7,63.0,1606161.0,1.0,132.226336008048,0.0,3,168,Thursday,Bread,2016,2016-06-16
5861,2016-06-17,6.0,18.125,10,21.0,1606171.0,1.0,96.4894878589786,0.0,4,169,Friday,Bread,2016,2016-06-17
5866,2016-06-18,6.0,18.0,12,21.0,1606181.0,1.0,178.053503357419,1.0,5,170,Saturday,Bread,2016,2016-06-18
5871,2016-06-19,7.0,16.0,14,,1606191.0,1.0,47.3015501376727,1.0,6,171,Sunday,Bread,2016,2016-06-19
5876,2016-06-20,4.0,20.875,10,61.0,1606201.0,1.0,154.234328655126,1.0,0,172,Monday,Bread,2016,2016-06-20
5881,2016-06-21,4.0,19.875,9,,1606211.0,1.0,122.723468787436,1.0,1,173,Tuesday,Bread,2016,2016-06-21
5886,2016-06-22,5.0,22.125,9,61.0,1606221.0,1.0,98.8851882321757,1.0,2,174,Wednesday,Bread,2016,2016-06-22
5891,2016-06-23,5.0,27.875,8,,1606231.0,1.0,159.229870584471,1.0,3,175,Thursday,Bread,2016,2016-06-23
5896,2016-06-24,5.0,24.125,9,,1606241.0,1.0,146.028836187358,1.0,4,176,Friday,Bread,2016,2016-06-24
5900,2016-06-25,7.0,18.25,14,95.0,1606251.0,1.0,160.675602624552,1.0,5,177,Saturday,Bread,2016,2016-06-25
5905,2016-06-26,5.0,19.25,11,0.0,1606261.0,1.0,70.9661977461169,1.0,6,178,Sunday,Bread,2016,2016-06-26
5910,2016-06-27,7.0,19.375,10,61.0,1606271.0,1.0,163.747099559984,0.0,0,179,Monday,Bread,2016,2016-06-27
5915,2016-06-28,4.0,18.375,11,21.0,1606281.0,1.0,120.494624396019,0.0,1,180,Tuesday,Bread,2016,2016-06-28
5920,2016-06-29,5.0,18.75,9,21.0,1606291.0,1.0,115.226044727455,0.0,2,181,Wednesday,Bread,2016,2016-06-29
5925,2016-06-30,7.0,18.25,9,61.0,1606301.0,1.0,165.845034983749,0.0,3,182,Thursday,Bread,2016,2016-06-30
5930,2016-07-01,8.0,19.25,7,63.0,1607011.0,1.0,114.432331782581,0.0,4,183,Friday,Bread,2016,2016-07-01
5935,2016-07-02,7.0,15.625,12,61.0,1607021.0,1.0,151.530588705805,0.0,5,184,Saturday,Bread,2016,2016-07-02
5940,2016-07-03,4.0,17.125,12,61.0,1607031.0,1.0,69.2208725565689,0.0,6,185,Sunday,Bread,2016,2016-07-03
5945,2016-07-04,6.0,17.25,10,61.0,1607041.0,1.0,162.311728521353,0.0,0,186,Monday,Bread,2016,2016-07-04
5950,2016-07-05,7.0,17.125,10,95.0,1607051.0,1.0,99.5359318621793,0.0,1,187,Tuesday,Bread,2016,2016-07-05
5955,2016-07-06,5.0,16.5,22,21.0,1607061.0,1.0,108.94000089499,0.0,2,188,Wednesday,Bread,2016,2016-07-06
5961,2016-07-08,6.0,19.125,8,63.0,1607081.0,1.0,127.247931501737,0.0,4,190,Friday,Bread,2016,2016-07-08
5966,2016-07-09,5.0,19.125,12,,1607091.0,1.0,115.811353583804,0.0,5,191,Saturday,Bread,2016,2016-07-09
5971,2016-07-10,6.0,24.125,8,,1607101.0,1.0,74.7486671975863,0.0,6,192,Sunday,Bread,2016,2016-07-10
5976,2016-07-11,6.0,20.0,13,21.0,1607111.0,1.0,143.298039553454,0.0,0,193,Monday,Bread,2016,2016-07-11
5981,2016-07-12,4.0,19.125,14,95.0,1607121.0,1.0,98.8521437980355,0.0,1,194,Tuesday,Bread,2016,2016-07-12
5986,2016-07-13,6.0,16.375,6,63.0,1607131.0,1.0,136.905968374288,0.0,2,195,Wednesday,Bread,2016,2016-07-13
5991,2016-07-14,7.0,16.375,12,53.0,1607141.0,1.0,116.126177275812,0.0,3,196,Thursday,Bread,2016,2016-07-14
5996,2016-07-15,7.0,17.0,16,61.0,1607151.0,1.0,132.699943835378,0.0,4,197,Friday,Bread,2016,2016-07-15
6001,2016-07-16,7.0,18.0,10,61.0,1607161.0,1.0,157.221628294765,0.0,5,198,Saturday,Bread,2016,2016-07-16
6006,2016-07-17,7.0,17.25,9,61.0,1607171.0,1.0,42.885878239169,0.0,6,199,Sunday,Bread,2016,2016-07-17
6012,2016-07-19,6.0,22.375,12,20.0,1607191.0,1.0,110.715440210892,0.0,1,201,Tuesday,Bread,2016,2016-07-19
6017,2016-07-20,0.0,26.0,9,,1607201.0,1.0,104.132660811651,0.0,2,202,Wednesday,Bread,2016,2016-07-20
6022,2016-07-21,3.0,25.875,8,,1607211.0,1.0,131.784060768095,0.0,3,203,Thursday,Bread,2016,2016-07-21
6027,2016-07-22,3.0,26.0,6,21.0,1607221.0,1.0,113.407010430872,0.0,4,204,Friday,Bread,2016,2016-07-22
6032,2016-07-23,3.0,25.375,9,,1607231.0,1.0,146.464945803733,0.0,5,205,Saturday,Bread,2016,2016-07-23
6037,2016-07-24,0.0,25.25,10,,1607241.0,1.0,92.7879182201905,0.0,6,206,Sunday,Bread,2016,2016-07-24
6042,2016-07-25,4.0,25.375,7,95.0,1607251.0,1.0,185.227061025517,0.0,0,207,Monday,Bread,2016,2016-07-25
6047,2016-07-26,3.0,21.875,9,20.0,1607261.0,1.0,192.381770532513,0.0,1,208,Tuesday,Bread,2016,2016-07-26
6051,2016-07-27,4.0,21.375,6,,1607271.0,1.0,159.997122537331,0.0,2,209,Wednesday,Bread,2016,2016-07-27
6056,2016-07-28,4.0,21.25,7,20.0,1607281.0,1.0,164.354295781258,0.0,3,210,Thursday,Bread,2016,2016-07-28
6061,2016-07-29,6.0,21.0,10,65.0,1607291.0,1.0,177.670184792223,0.0,4,211,Friday,Bread,2016,2016-07-29
6066,2016-07-30,4.0,19.625,10,65.0,1607301.0,1.0,166.601426920218,0.0,5,212,Saturday,Bread,2016,2016-07-30
6071,2016-07-31,7.0,17.375,6,61.0,1607311.0,1.0,91.3605121122705,0.0,6,213,Sunday,Bread,2016,2016-07-31
6076,2016-08-01,3.0,18.5,14,61.0,1608011.0,1.0,161.443574230918,0.0,0,214,Monday,Bread,2016,2016-08-01
6081,2016-08-02,4.0,19.75,7,20.0,1608021.0,1.0,135.72195457448,0.0,1,215,Tuesday,Bread,2016,2016-08-02
6086,2016-08-03,7.0,19.375,9,61.0,1608031.0,1.0,160.92640354873,0.0,2,216,Wednesday,Bread,2016,2016-08-03
6091,2016-08-04,6.0,20.375,11,61.0,1608041.0,1.0,190.138048133153,0.0,3,217,Thursday,Bread,2016,2016-08-04
6096,2016-08-05,4.0,20.5,15,21.0,1608051.0,1.0,156.95610535683,0.0,4,218,Friday,Bread,2016,2016-08-05
6101,2016-08-06,5.0,17.5,14,95.0,1608061.0,1.0,175.282574113376,0.0,5,219,Saturday,Bread,2016,2016-08-06
6106,2016-08-07,6.0,21.125,13,21.0,1608071.0,1.0,71.899100617287,0.0,6,220,Sunday,Bread,2016,2016-08-07
6111,2016-08-08,5.0,19.0,18,21.0,1608081.0,1.0,164.185739816663,0.0,0,221,Monday,Bread,2016,2016-08-08
6116,2016-08-09,5.0,15.375,18,21.0,1608091.0,1.0,168.392491471408,0.0,1,222,Tuesday,Bread,2016,2016-08-09
6121,2016-08-10,4.0,14.5,15,95.0,1608101.0,1.0,146.108444701411,0.0,2,223,Wednesday,Bread,2016,2016-08-10
6126,2016-08-11,7.0,13.875,9,61.0,1608111.0,1.0,155.445190548365,0.0,3,224,Thursday,Bread,2016,2016-08-11
6131,2016-08-12,7.0,18.25,12,61.0,1608121.0,1.0,172.772180030773,0.0,4,225,Friday,Bread,2016,2016-08-12
6136,2016-08-13,7.0,18.125,12,61.0,1608131.0,1.0,242.04298764093,0.0,5,226,Saturday,Bread,2016,2016-08-13
6143,2016-08-16,2.0,19.375,10,,1608161.0,1.0,111.26757761232,0.0,1,229,Tuesday,Bread,2016,2016-08-16
6148,2016-08-17,0.0,19.571428,8,,1608171.0,1.0,133.724113213579,0.0,2,230,Wednesday,Bread,2016,2016-08-17
6153,2016-08-18,3.0,18.25,9,,1608181.0,1.0,166.491293516648,0.0,3,231,Thursday,Bread,2016,2016-08-18
6158,2016-08-19,3.0,20.375,8,,1608191.0,1.0,163.439489694208,0.0,4,232,Friday,Bread,2016,2016-08-19
6163,2016-08-20,7.0,20.25,9,61.0,1608201.0,1.0,168.383074897518,0.0,5,233,Saturday,Bread,2016,2016-08-20
6168,2016-08-21,4.0,19.875,9,21.0,1608211.0,1.0,64.0296375905993,0.0,6,234,Sunday,Bread,2016,2016-08-21
6173,2016-08-22,7.0,18.375,10,65.0,1608221.0,1.0,132.218707810364,0.0,0,235,Monday,Bread,2016,2016-08-22
6178,2016-08-23,6.0,21.75,8,,1608231.0,1.0,100.797638745173,0.0,1,236,Tuesday,Bread,2016,2016-08-23
6183,2016-08-24,0.0,25.375,6,,1608241.0,1.0,128.031689472655,0.0,2,237,Wednesday,Bread,2016,2016-08-24
6188,2016-08-25,0.0,28.375,6,,1608251.0,1.0,131.898041645196,0.0,3,238,Thursday,Bread,2016,2016-08-25
6193,2016-08-26,0.0,27.75,13,,1608261.0,1.0,113.857651667203,0.0,4,239,Friday,Bread,2016,2016-08-26
6198,2016-08-27,0.0,20.375,8,,1608271.0,1.0,143.728050251138,0.0,5,240,Saturday,Bread,2016,2016-08-27
6203,2016-08-28,4.0,21.875,12,63.0,1608281.0,1.0,64.0609471983839,0.0,6,241,Sunday,Bread,2016,2016-08-28
6208,2016-08-29,3.0,18.5,15,21.0,1608291.0,1.0,117.093542214261,0.0,0,242,Monday,Bread,2016,2016-08-29
6213,2016-08-30,2.0,20.25,12,,1608301.0,1.0,146.236249515322,0.0,1,243,Tuesday,Bread,2016,2016-08-30
6218,2016-08-31,0.0,23.125,6,,1608311.0,1.0,133.333037402885,0.0,2,244,Wednesday,Bread,2016,2016-08-31
6223,2016-09-01,5.0,20.25,13,21.0,1609011.0,1.0,134.059380486205,0.0,3,245,Thursday,Bread,2016,2016-09-01
6228,2016-09-02,4.0,19.125,8,61.0,1609021.0,1.0,85.2045971552449,0.0,4,246,Friday,Bread,2016,2016-09-02
6233,2016-09-03,5.0,19.25,12,21.0,1609031.0,1.0,167.820279051247,0.0,5,247,Saturday,Bread,2016,2016-09-03
6238,2016-09-04,6.0,19.25,8,61.0,1609041.0,1.0,63.5013684156845,0.0,6,248,Sunday,Bread,2016,2016-09-04
6243,2016-09-05,0.0,19.125,12,0.0,1609051.0,1.0,162.984490197691,0.0,0,249,Monday,Bread,2016,2016-09-05
6248,2016-09-06,2.0,21.75,6,,1609061.0,1.0,95.8411144296674,0.0,1,250,Tuesday,Bread,2016,2016-09-06
6253,2016-09-07,0.0,23.625,6,,1609071.0,1.0,109.455420848433,0.0,2,251,Wednesday,Bread,2016,2016-09-07
6258,2016-09-08,0.0,25.625,7,,1609081.0,1.0,125.091909371069,0.0,3,252,Thursday,Bread,2016,2016-09-08
6263,2016-09-09,2.0,21.375,10,0.0,1609091.0,1.0,148.877333962067,0.0,4,253,Friday,Bread,2016,2016-09-09
6268,2016-09-10,0.0,23.875,6,,1609101.0,1.0,140.376787154846,0.0,5,254,Saturday,Bread,2016,2016-09-10
6273,2016-09-11,6.0,20.875,10,,1609111.0,1.0,85.7357676571596,0.0,6,255,Sunday,Bread,2016,2016-09-11
6278,2016-09-12,0.0,25.375,8,,1609121.0,1.0,129.296154663315,0.0,0,256,Monday,Bread,2016,2016-09-12
6283,2016-09-13,0.0,27.875,8,,1609131.0,1.0,110.165491085845,0.0,1,257,Tuesday,Bread,2016,2016-09-13
6288,2016-09-14,0.0,25.25,9,,1609141.0,1.0,101.506886848651,0.0,2,258,Wednesday,Bread,2016,2016-09-14
6293,2016-09-15,0.0,23.75,13,,1609151.0,1.0,139.038489572332,0.0,3,259,Thursday,Bread,2016,2016-09-15
6298,2016-09-16,4.0,22.75,8,0.0,1609161.0,1.0,82.9657291003825,0.0,4,260,Friday,Bread,2016,2016-09-16
6303,2016-09-17,5.0,18.875,14,,1609171.0,1.0,120.786599548847,0.0,5,261,Saturday,Bread,2016,2016-09-17
6308,2016-09-18,7.0,16.75,15,21.0,1609181.0,1.0,93.160862383955,0.0,6,262,Sunday,Bread,2016,2016-09-18
6313,2016-09-19,7.0,17.0,9,,1609191.0,1.0,114.697410367889,0.0,0,263,Monday,Bread,2016,2016-09-19
6318,2016-09-20,5.0,17.5,8,,1609201.0,1.0,147.044940899915,0.0,1,264,Tuesday,Bread,2016,2016-09-20
6323,2016-09-21,3.0,18.375,10,,1609211.0,1.0,113.835673304499,0.0,2,265,Wednesday,Bread,2016,2016-09-21
6328,2016-09-22,4.0,18.5,6,,1609221.0,1.0,124.063350220345,0.0,3,266,Thursday,Bread,2016,2016-09-22
6333,2016-09-23,4.0,18.625,12,21.0,1609231.0,1.0,123.203567184748,0.0,4,267,Friday,Bread,2016,2016-09-23
6338,2016-09-24,0.0,18.625,6,,1609241.0,1.0,124.760380048605,0.0,5,268,Saturday,Bread,2016,2016-09-24
6343,2016-09-25,0.0,21.375,8,,1609251.0,1.0,50.7009834904937,0.0,6,269,Sunday,Bread,2016,2016-09-25
6348,2016-09-26,4.0,18.25,6,0.0,1609261.0,1.0,100.687007359059,0.0,0,270,Monday,Bread,2016,2016-09-26
6353,2016-09-27,0.0,19.875,6,0.0,1609271.0,1.0,124.380118113529,0.0,1,271,Tuesday,Bread,2016,2016-09-27
6358,2016-09-28,6.0,19.125,19,,1609281.0,1.0,120.131624904303,0.0,2,272,Wednesday,Bread,2016,2016-09-28
6363,2016-09-29,7.0,17.375,13,61.0,1609291.0,1.0,106.899462001863,0.0,3,273,Thursday,Bread,2016,2016-09-29
6368,2016-09-30,6.0,14.0,11,61.0,1609301.0,1.0,126.366800158974,0.0,4,274,Friday,Bread,2016,2016-09-30
6373,2016-10-01,3.0,15.875,6,,1610011.0,1.0,173.938069367793,0.0,5,275,Saturday,Bread,2016,2016-10-01
6378,2016-10-02,3.0,15.75,7,21.0,1610021.0,1.0,56.3004091147622,0.0,6,276,Sunday,Bread,2016,2016-10-02
6383,2016-10-03,7.0,14.375,18,61.0,1610031.0,1.0,62.1746495327839,0.0,0,277,Monday,Bread,2016,2016-10-03
6388,2016-10-04,5.0,13.25,16,,1610041.0,1.0,172.446738288365,0.0,1,278,Tuesday,Bread,2016,2016-10-04
6393,2016-10-05,3.0,12.0,19,,1610051.0,1.0,114.574136259055,0.0,2,279,Wednesday,Bread,2016,2016-10-05
6398,2016-10-06,7.0,11.25,17,20.0,1610061.0,1.0,136.945957744399,0.0,3,280,Thursday,Bread,2016,2016-10-06
6403,2016-10-07,7.0,11.125,15,0.0,1610071.0,1.0,134.611025021576,0.0,4,281,Friday,Bread,2016,2016-10-07
6408,2016-10-08,5.0,11.625,16,,1610081.0,1.0,147.66789204124,0.0,5,282,Saturday,Bread,2016,2016-10-08
6413,2016-10-09,7.0,9.125,10,61.0,1610091.0,1.0,53.3156087813301,0.0,6,283,Sunday,Bread,2016,2016-10-09
6418,2016-10-10,7.0,11.125,10,61.0,1610101.0,1.0,130.880964042862,0.0,0,284,Monday,Bread,2016,2016-10-10
6423,2016-10-11,7.0,9.875,20,61.0,1610111.0,1.0,85.4801757621986,0.0,1,285,Tuesday,Bread,2016,2016-10-11
6428,2016-10-12,7.0,9.75,18,63.0,1610121.0,1.0,98.0361155623953,0.0,2,286,Wednesday,Bread,2016,2016-10-12
6433,2016-10-13,6.0,10.875,15,0.0,1610131.0,1.0,148.18590913848,0.0,3,287,Thursday,Bread,2016,2016-10-13
6438,2016-10-14,7.0,9.125,13,61.0,1610141.0,1.0,93.8261887010055,0.0,4,288,Friday,Bread,2016,2016-10-14
6443,2016-10-15,8.0,8.625,12,61.0,1610151.0,1.0,132.894647230153,0.0,5,289,Saturday,Bread,2016,2016-10-15
6448,2016-10-16,8.0,11.375,6,10.0,1610161.0,1.0,74.5534527201843,0.0,6,290,Sunday,Bread,2016,2016-10-16
6453,2016-10-17,8.0,9.75,6,10.0,1610171.0,1.0,120.547856066705,0.0,0,291,Monday,Bread,2016,2016-10-17
6458,2016-10-18,7.0,13.25,6,28.0,1610181.0,1.0,110.361356326637,0.0,1,292,Tuesday,Bread,2016,2016-10-18
6463,2016-10-19,8.0,7.625,4,61.0,1610191.0,1.0,110.217732943397,0.0,2,293,Wednesday,Bread,2016,2016-10-19
6468,2016-10-20,7.0,10.125,10,21.0,1610201.0,1.0,115.866476082293,0.0,3,294,Thursday,Bread,2016,2016-10-20
6473,2016-10-21,6.0,9.875,10,61.0,1610211.0,1.0,114.340023882369,0.0,4,295,Friday,Bread,2016,2016-10-21
6478,2016-10-22,8.0,8.125,12,61.0,1610221.0,1.0,160.103777760669,0.0,5,296,Saturday,Bread,2016,2016-10-22
6483,2016-10-23,7.0,8.625,4,21.0,1610231.0,1.0,71.392684860845,0.0,6,297,Sunday,Bread,2016,2016-10-23
6488,2016-10-24,5.0,9.25,8,10.0,1610241.0,1.0,101.614370965389,0.0,0,298,Monday,Bread,2016,2016-10-24
6493,2016-10-25,5.0,9.0,8,0.0,1610251.0,1.0,74.5196202965945,0.0,1,299,Tuesday,Bread,2016,2016-10-25
6498,2016-10-26,6.0,7.375,6,10.0,1610261.0,1.0,75.1781153356293,0.0,2,300,Wednesday,Bread,2016,2016-10-26
6503,2016-10-27,7.0,13.375,9,21.0,1610271.0,1.0,107.497900955149,0.0,3,301,Thursday,Bread,2016,2016-10-27
6508,2016-10-28,6.0,12.75,15,21.0,1610281.0,1.0,125.569231616337,0.0,4,302,Friday,Bread,2016,2016-10-28
6513,2016-10-29,4.0,11.375,16,20.0,1610291.0,1.0,151.413102878923,0.0,5,303,Saturday,Bread,2016,2016-10-29
6518,2016-10-30,4.0,11.0,9,5.0,1610301.0,1.0,68.3827588351215,0.0,6,304,Sunday,Bread,2016,2016-10-30
6523,2016-10-31,7.0,12.125,6,61.0,1610311.0,1.0,116.860031849405,0.0,0,305,Monday,Bread,2016,2016-10-31
6528,2016-11-01,6.0,10.125,12,61.0,1611011.0,1.0,109.272941497746,0.0,1,306,Tuesday,Bread,2016,2016-11-01
6533,2016-11-02,4.0,7.25,13,21.0,1611021.0,1.0,98.5457706234247,0.0,2,307,Wednesday,Bread,2016,2016-11-02
6538,2016-11-03,4.0,5.875,5,,1611031.0,1.0,146.232819423347,0.0,3,308,Thursday,Bread,2016,2016-11-03
6544,2016-11-04,7.0,7.875,8,61.0,1611041.0,1.0,97.3009447369516,0.0,4,309,Friday,Bread,2016,2016-11-04
6550,2016-11-05,7.0,5.5,5,61.0,1611051.0,1.0,109.228922348071,0.0,5,310,Saturday,Bread,2016,2016-11-05
6556,2016-11-06,7.0,6.625,6,61.0,1611061.0,1.0,95.267777844009,0.0,6,311,Sunday,Bread,2016,2016-11-06
6561,2016-11-07,7.0,3.5,14,61.0,1611071.0,1.0,95.942904642186,0.0,0,312,Monday,Bread,2016,2016-11-07
6567,2016-11-08,7.0,0.75,14,71.0,1611081.0,1.0,98.6134473987209,0.0,1,313,Tuesday,Bread,2016,2016-11-08
6573,2016-11-09,0.0,1.25,4,10.0,1611091.0,1.0,102.800778634922,0.0,2,314,Wednesday,Bread,2016,2016-11-09
6579,2016-11-10,7.0,4.0,8,22.0,1611101.0,1.0,104.94423726981,0.0,3,315,Thursday,Bread,2016,2016-11-10
6585,2016-11-11,4.0,4.875,10,21.0,1611111.0,1.0,79.7625074114877,0.0,4,316,Friday,Bread,2016,2016-11-11
6591,2016-11-12,3.0,1.625,6,49.0,1611121.0,1.0,138.827828111692,0.0,5,317,Saturday,Bread,2016,2016-11-12
6597,2016-11-13,4.0,1.375,9,5.0,1611131.0,1.0,55.4419452131555,0.0,6,318,Sunday,Bread,2016,2016-11-13
6603,2016-11-14,4.0,2.0,10,5.0,1611141.0,1.0,107.975134464159,0.0,0,319,Monday,Bread,2016,2016-11-14
6609,2016-11-15,7.0,7.75,9,61.0,1611151.0,1.0,97.521559634551,0.0,1,320,Tuesday,Bread,2016,2016-11-15
6615,2016-11-16,7.0,8.75,11,61.0,1611161.0,1.0,131.997447886261,0.0,2,321,Wednesday,Bread,2016,2016-11-16
6621,2016-11-17,6.0,7.75,9,21.0,1611171.0,1.0,120.999764172375,0.0,3,322,Thursday,Bread,2016,2016-11-17
6627,2016-11-18,4.0,7.25,13,21.0,1611181.0,1.0,125.620231572559,0.0,4,323,Friday,Bread,2016,2016-11-18
6633,2016-11-19,6.0,6.625,11,21.0,1611191.0,1.0,98.4835152120726,0.0,5,324,Saturday,Bread,2016,2016-11-19
6639,2016-11-20,6.0,6.375,12,63.0,1611201.0,1.0,52.4424952545878,0.0,6,325,Sunday,Bread,2016,2016-11-20
6645,2016-11-21,7.0,11.5,6,61.0,1611211.0,1.0,121.378744787554,0.0,0,326,Monday,Bread,2016,2016-11-21
6651,2016-11-22,7.0,12.125,7,,1611221.0,1.0,87.2731117646776,0.0,1,327,Tuesday,Bread,2016,2016-11-22
6657,2016-11-23,7.0,10.0,5,10.0,1611231.0,1.0,91.3408874396352,0.0,2,328,Wednesday,Bread,2016,2016-11-23
6663,2016-11-24,0.0,4.5,8,10.0,1611241.0,1.0,122.474432163973,0.0,3,329,Thursday,Bread,2016,2016-11-24
6669,2016-11-25,7.0,4.0,4,45.0,1611251.0,1.0,82.9237972563907,0.0,4,330,Friday,Bread,2016,2016-11-25
6675,2016-11-26,7.0,5.875,10,61.0,1611261.0,1.0,116.639176452944,0.0,5,331,Saturday,Bread,2016,2016-11-26
6681,2016-11-27,0.0,5.625,9,5.0,1611271.0,1.0,49.7963022970208,0.0,6,332,Sunday,Bread,2016,2016-11-27
6687,2016-11-28,1.0,2.875,11,,1611281.0,1.0,112.658765618467,0.0,0,333,Monday,Bread,2016,2016-11-28
6693,2016-11-29,3.0,3.0,9,10.0,1611291.0,1.0,103.870082800741,0.0,1,334,Tuesday,Bread,2016,2016-11-29
6699,2016-11-30,7.0,6.25,12,61.0,1611301.0,1.0,128.456546571317,0.0,2,335,Wednesday,Bread,2016,2016-11-30
6705,2016-12-01,8.0,8.5,19,61.0,1612011.0,1.0,107.538858358439,0.0,3,336,Thursday,Bread,2016,2016-12-01
6711,2016-12-02,0.0,3.625,8,0.0,1612021.0,1.0,94.5038724434251,0.0,4,337,Friday,Bread,2016,2016-12-02
6717,2016-12-03,4.0,-0.75,6,49.0,1612031.0,1.0,122.439207453624,0.0,5,338,Saturday,Bread,2016,2016-12-03
6723,2016-12-04,8.0,4.125,6,,1612041.0,1.0,70.0253014166919,0.0,6,339,Sunday,Bread,2016,2016-12-04
6729,2016-12-05,7.0,3.0,7,,1612051.0,1.0,119.636013828757,0.0,0,340,Monday,Bread,2016,2016-12-05
6735,2016-12-06,7.0,6.25,5,61.0,1612061.0,1.0,98.3868204798713,0.0,1,341,Tuesday,Bread,2016,2016-12-06
6741,2016-12-07,7.0,4.5,10,61.0,1612071.0,1.0,106.089285160058,0.0,2,342,Wednesday,Bread,2016,2016-12-07
6747,2016-12-08,8.0,8.625,12,10.0,1612081.0,1.0,127.742791107649,0.0,3,343,Thursday,Bread,2016,2016-12-08
6753,2016-12-09,7.0,8.875,13,20.0,1612091.0,1.0,81.5452124764518,0.0,4,344,Friday,Bread,2016,2016-12-09
6759,2016-12-10,7.0,9.5,10,61.0,1612101.0,1.0,82.9865412318734,0.0,5,345,Saturday,Bread,2016,2016-12-10
6765,2016-12-12,7.0,4.875,4,61.0,1612121.0,1.0,89.5461152835577,0.0,0,347,Monday,Bread,2016,2016-12-12
6771,2016-12-13,7.0,6.285714,5,10.0,1612131.0,1.0,86.1880456725954,0.0,1,348,Tuesday,Bread,2016,2016-12-13
6777,2016-12-14,7.0,4.625,6,45.0,1612141.0,1.0,75.4039519341152,0.0,2,349,Wednesday,Bread,2016,2016-12-14
6783,2016-12-15,7.0,0.0,8,49.0,1612151.0,1.0,137.130260969332,0.0,3,350,Thursday,Bread,2016,2016-12-15
6789,2016-12-16,8.0,-1.0,5,10.0,1612161.0,1.0,86.0242406261287,0.0,4,351,Friday,Bread,2016,2016-12-16
6796,2016-12-18,7.0,7.0,8,0.0,1612181.0,1.0,158.08476137293,0.0,6,353,Sunday,Bread,2016,2016-12-18
6802,2016-12-19,8.0,5.75,4,0.0,1612191.0,1.0,97.2450388316804,0.0,0,354,Monday,Bread,2016,2016-12-19
6808,2016-12-20,8.0,1.5,7,10.0,1612201.0,1.0,82.2737744983917,0.0,1,355,Tuesday,Bread,2016,2016-12-20
6814,2016-12-21,6.0,3.625,10,10.0,1612211.0,1.0,107.055526767408,0.0,2,356,Wednesday,Bread,2016,2016-12-21
6820,2016-12-22,7.0,5.25,8,61.0,1612221.0,1.0,102.318594196839,0.0,3,357,Thursday,Bread,2016,2016-12-22
6826,2016-12-23,7.0,6.375,9,10.0,1612231.0,1.0,189.733379813939,0.0,4,358,Friday,Bread,2016,2016-12-23
6832,2016-12-24,6.0,6.125,14,95.0,1612241.0,1.0,182.243850046631,0.0,5,359,Saturday,Bread,2016,2016-12-24
6840,2016-12-27,6.0,8.25,21,,1612271.0,1.0,132.534941139693,0.0,1,362,Tuesday,Bread,2016,2016-12-27
6846,2016-12-28,4.0,7.125,12,0.0,1612281.0,1.0,92.6053954826362,0.0,2,363,Wednesday,Bread,2016,2016-12-28
6851,2016-12-29,3.0,3.75,11,10.0,1612291.0,1.0,281.809035845441,0.0,3,364,Thursday,Bread,2016,2016-12-29
6857,2016-12-30,4.0,1.75,10,10.0,1612301.0,1.0,130.743678525635,0.0,4,365,Friday,Bread,2016,2016-12-30
6862,2016-12-31,7.0,4.875,13,28.0,1612311.0,1.0,288.843105743746,0.0,5,366,Saturday,Bread,2016,2016-12-31
6868,2017-01-02,3.0,1.625,8,0.0,1701021.0,1.0,127.942753867048,0.0,0,2,Monday,Bread,2017,2017-01-02
6873,2017-01-03,7.0,6.0,16,61.0,1701031.0,1.0,89.4483348556559,0.0,1,3,Tuesday,Bread,2017,2017-01-03
6878,2017-01-04,4.0,4.0,19,20.0,1701041.0,1.0,119.050990891285,0.0,2,4,Wednesday,Bread,2017,2017-01-04
6883,2017-01-05,4.0,-2.875,15,0.0,1701051.0,1.0,115.680238055479,0.0,3,5,Thursday,Bread,2017,2017-01-05
6888,2017-01-06,1.0,-4.25,6,,1701061.0,1.0,101.303945374724,0.0,4,6,Friday,Bread,2017,2017-01-06
6893,2017-01-07,8.0,-0.5,11,71.0,1701071.0,1.0,71.69205028378,0.0,5,7,Saturday,Bread,2017,2017-01-07
6898,2017-01-08,8.0,2.25,4,10.0,1701081.0,1.0,54.8212865043727,0.0,6,8,Sunday,Bread,2017,2017-01-08
6903,2017-01-09,8.0,2.5,6,20.0,1701091.0,1.0,116.228031726541,0.0,0,9,Monday,Bread,2017,2017-01-09
6908,2017-01-10,7.0,2.625,9,10.0,1701101.0,1.0,114.536612160932,0.0,1,10,Tuesday,Bread,2017,2017-01-10
6913,2017-01-11,7.0,4.625,15,61.0,1701111.0,1.0,49.4763974006414,0.0,2,11,Wednesday,Bread,2017,2017-01-11
6918,2017-01-12,4.0,4.5,16,61.0,1701121.0,1.0,73.7827205206854,0.0,3,12,Thursday,Bread,2017,2017-01-12
6923,2017-01-13,3.0,3.125,7,61.0,1701131.0,1.0,114.532728222355,0.0,4,13,Friday,Bread,2017,2017-01-13
6928,2017-01-14,2.0,1.75,10,61.0,1701141.0,1.0,128.56240804852,0.0,5,14,Saturday,Bread,2017,2017-01-14
6933,2017-01-15,5.0,1.375,10,71.0,1701151.0,1.0,57.5415780818905,0.0,6,15,Sunday,Bread,2017,2017-01-15
